Player,Club,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist
Joel Obi,Chievo,NGA,MF,27.0,7.3,,,,,,,,,
Emanuel Vignato,Chievo,ITA,"MF,FW",17.0,7.3,,,,,,,,,
Marco Andreolli,Chievo,ITA,DF,32.0,7.2,,,,,,,,,
Adrian Šemper,Chievo,CRO,GK,20.0,7.0,,,,,,,,,
Manuel Pucciarelli,Chievo,ITA,FW,27.0,3.4,,,,,,,,,
Nicolas Frey,Chievo,FRA,DF,34.0,2.5,,,,,,,,,
Andrea Seculin,Chievo,ITA,GK,28.0,2.0,,,,,,,,,
Sergej Grubac,Chievo,MNE,FW,18.0,2.0,,,,,,,,,
Ezequiel Schelotto,Chievo,ITA,DF,29.0,1.6,,,,,,,,,
Mauro Antonio Burruchaga,Chievo,ARG,MF,20.0,1.0,,,,,,,,,
Angelo Ndrecka,Chievo,ALB,DF,16.0,1.0,,,,,,,,,
Lucas Piazon,Chievo,BRA,"MF,FW",24.0,0.9,,,,,,,,,
Strahinja Tanasijević,Chievo,SRB,"DF,MF",21.0,0.8,,,,,,,,,
Marquinhos,Paris Saint Germain,BRA,"MF,DF",24.0,42.9,4.0,16.0,5.0,31.3,0.39,0.12,0.25,0.8,9.9
Kylian Mbappé,Paris Saint Germain,FRA,FW,19.0,39.1,39.0,167.0,87.0,52.1,4.42,2.3,0.22,0.41,14.2
Ángel Di María,Paris Saint Germain,ARG,"MF,FW",30.0,38.6,19.0,137.0,48.0,35.0,3.66,1.28,0.14,0.4,19.6
Thiago Silva,Paris Saint Germain,BRA,DF,33.0,36.6,0.0,15.0,0.0,0.0,0.43,0.0,0.0,,11.8
Juan Bernat,Paris Saint Germain,ESP,DF,25.0,35.6,4.0,16.0,7.0,43.8,0.48,0.21,0.25,0.57,12.7
Presnel Kimpembe,Paris Saint Germain,FRA,DF,22.0,33.8,1.0,7.0,2.0,28.6,0.21,0.06,0.14,0.5,17.9
Julian Draxler,Paris Saint Germain,GER,MF,24.0,33.1,5.0,40.0,21.0,52.5,1.28,0.67,0.13,0.24,17.3
Thilo Kehrer,Paris Saint Germain,GER,DF,21.0,32.9,1.0,22.0,5.0,22.7,0.69,0.16,0.05,0.2,12.5
Marco Verratti,Paris Saint Germain,ITA,MF,25.0,32.2,1.0,7.0,2.0,28.6,0.22,0.06,0.14,0.5,20.6
Alphonse Areola,Paris Saint Germain,FRA,GK,25.0,31.2,0.0,0.0,0.0,,0.0,0.0,,,
Edinson Cavani,Paris Saint Germain,URU,FW,31.0,26.5,23.0,68.0,32.0,47.1,2.72,1.28,0.26,0.56,13.8
Thomas Meunier,Paris Saint Germain,BEL,DF,26.0,26.3,5.0,27.0,14.0,51.9,1.07,0.55,0.19,0.36,14.3
Neymar,Paris Saint Germain,BRA,"MF,FW",26.0,26.1,23.0,93.0,47.0,50.5,3.71,1.87,0.18,0.36,19.2
Dani Alves,Paris Saint Germain,BRA,"FW,DF",35.0,25.0,3.0,38.0,12.0,31.6,1.6,0.5,0.08,0.25,22.5
Gianluigi Buffon,Paris Saint Germain,ITA,GK,40.0,24.5,0.0,0.0,0.0,,0.0,0.0,,,
Leandro Paredes,Paris Saint Germain,ARG,MF,24.0,17.5,0.0,22.0,3.0,13.6,1.25,0.17,0.0,0.0,28.8
Moussa Diaby,Paris Saint Germain,FRA,DF,19.0,17.1,4.0,28.0,8.0,28.6,1.75,0.5,0.11,0.38,17.7
Christopher Nkunku,Paris Saint Germain,FRA,"FW,MF",20.0,16.6,4.0,29.0,7.0,24.1,1.85,0.45,0.14,0.57,20.0
Adrien Rabiot,Paris Saint Germain,FRA,MF,23.0,16.0,2.0,11.0,3.0,27.3,0.69,0.19,0.18,0.67,16.5
Eric Maxim Choupo-Moting,Paris Saint Germain,CMR,"MF,FW",29.0,14.2,3.0,37.0,12.0,32.4,2.8,0.91,0.08,0.25,13.9
Colin Dagba,Paris Saint Germain,FRA,FW,19.0,12.9,0.0,5.0,2.0,40.0,0.39,0.16,0.0,0.0,23.8
Layvin Kurzawa,Paris Saint Germain,FRA,DF,25.0,12.8,1.0,6.0,2.0,33.3,0.47,0.16,0.17,0.5,10.8
Stanley N'Soki,Paris Saint Germain,FRA,DF,19.0,9.8,0.0,1.0,0.0,0.0,0.1,0.0,0.0,,
Lassana Diarra,Paris Saint Germain,FRA,MF,33.0,2.5,0.0,0.0,0.0,,0.0,0.0,,,
Antoine Bernede,Paris Saint Germain,FRA,MF,19.0,2.1,0.0,1.0,1.0,100.0,0.48,0.48,0.0,0.0,28.3
Loïc Mbe Soh,Paris Saint Germain,FRA,DF,17.0,2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,3.2
Timothy Weah,Paris Saint Germain,USA,FW,18.0,1.6,2.0,3.0,3.0,100.0,1.87,1.87,0.67,0.67,6.8
Kévin Rimane,Paris Saint Germain,GUF,MF,27.0,1.4,0.0,0.0,0.0,,0.0,0.0,,,
Metehan Güçlü,Paris Saint Germain,TUR,MF,19.0,0.2,1.0,2.0,2.0,100.0,10.59,10.59,0.5,0.5,13.0
Luiz Araújo,Lille,BRA,MF,22.0,1.0,,,,,,,,,
Kouadio-Yves Dabila,Lille,CIV,DF,21.0,1.0,,,,,,,,,
Edgar Ié,Lille,GNB,DF,24.0,1.0,,,,,,,,,
Youssouf Koné,Lille,MLI,DF,23.0,1.0,,,,,,,,,
Gabriel Magalhães,Lille,BRA,DF,20.0,1.0,,,,,,,,,
Thiago Maia,Lille,BRA,MF,21.0,1.0,,,,,,,,,
Mike Maignan,Lille,FRA,GK,23.0,1.0,,,,,,,,,
Boubakary Soumaré,Lille,FRA,MF,19.0,1.0,,,,,,,,,
Loïc Rémy,Lille,FRA,FW,31.0,0.8,,,,,,,,,
Xeka,Lille,POR,MF,23.0,0.7,,,,,,,,,
Jérémy Pied,Lille,FRA,MF,29.0,0.7,,,,,,,,,
Jonathan Ikone,Lille,FRA,"FW,MF",20.0,0.3,,,,,,,,,
Nicolas Pépé,Lille,CIV,"FW,MF",23.0,0.3,,,,,,,,,
Rui Fonte,Lille,POR,"FW,MF",28.0,0.2,,,,,,,,,
Mathieu Gorgelin,Lyon,FRA,GK,27.0,2.0,0.0,,,,,,,,
Martin Terrier,Lyon,FRA,"MF,FW",21.0,2.0,1.0,,,,,,,,
Kenny Tete,Lyon,NED,"MF,DF",22.0,2.0,0.0,,,,,,,,
Pape Cheikh Diop,Lyon,SEN,MF,20.0,1.8,0.0,,,,,,,,
Fernando Marçal,Lyon,BRA,DF,29.0,1.7,0.0,,,,,,,,
Jason Denayer,Lyon,BEL,DF,23.0,1.5,0.0,,,,,,,,
Bertrand Traoré,Lyon,BFA,FW,22.0,1.4,2.0,,,,,,,,
Moussa Dembélé,Lyon,FRA,FW,22.0,1.2,1.0,,,,,,,,
Tanguy Ndombele,Lyon,FRA,MF,21.0,1.2,0.0,,,,,,,,
Houssem Aouar,Lyon,ALG,MF,20.0,1.0,0.0,,,,,,,,
Nabil Fekir,Lyon,FRA,MF,25.0,1.0,0.0,,,,,,,,
Marcelo,Lyon,BRA,DF,31.0,1.0,0.0,,,,,,,,
Oumar Solet,Lyon,FRA,DF,18.0,1.0,0.0,,,,,,,,
Lucas Tousart,Lyon,FRA,MF,21.0,1.0,0.0,,,,,,,,
Memphis,Lyon,NED,FW,24.0,0.8,0.0,,,,,,,,
Ferland Mendy,Lyon,FRA,MF,23.0,0.8,0.0,,,,,,,,
Leo Dubois,Lyon,FRA,MF,23.0,0.5,0.0,,,,,,,,
Yassin Fekir,Lyon,FRA,FW,21.0,0.1,0.0,,,,,,,,
Robert Berić,Saint Etienne,SVN,FW,27.0,1.3,,,,,,,,,
Yann M'Vila,Saint Etienne,FRA,MF,28.0,1.3,,,,,,,,,
Kévin Monnet-Paquet,Saint Etienne,FRA,DF,29.0,1.3,,,,,,,,,
Pierre-Yves Polomat,Saint Etienne,FRA,DF,24.0,1.3,,,,,,,,,
Stéphane Ruffier,Saint Etienne,FRA,GK,31.0,1.3,,,,,,,,,
William Saliba,Saint Etienne,FRA,DF,17.0,1.3,,,,,,,,,
Yannis Salibur,Saint Etienne,FRA,MF,27.0,1.3,,,,,,,,,
Neven Subotić,Saint Etienne,SRB,DF,29.0,1.3,,,,,,,,,
Arnaud Nordin,Saint Etienne,FRA,MF,20.0,0.8,,,,,,,,,
Romain Hamouma,Saint Etienne,FRA,MF,31.0,0.7,,,,,,,,,
Assane Dioussé,Saint Etienne,SEN,MF,20.0,0.3,,,,,,,,,
Ole Selnæs,Saint Etienne,NOR,MF,24.0,1.0,,,,,,,,,
Rémy Cabella,Saint Etienne,FRA,"FW,MF",28.0,0.7,,,,,,,,,
Wahbi Khazri,Saint Etienne,TUN,"FW,MF",27.0,0.6,,,,,,,,,
Jordan Amavi,Marseille,FRA,DF,24.0,1.3,0.0,,,,,,,,
Luiz Gustavo,Marseille,BRA,MF,31.0,1.3,1.0,,,,,,,,
Maxime Lopez,Marseille,FRA,MF,20.0,1.3,0.0,,,,,,,,
Steve Mandanda,Marseille,FRA,GK,33.0,1.3,0.0,,,,,,,,
Dimitri Payet,Marseille,FRA,FW,31.0,1.3,0.0,,,,,,,,
Adil Rami,Marseille,FRA,DF,32.0,1.3,0.0,,,,,,,,
Rolando,Marseille,POR,DF,32.0,1.3,0.0,,,,,,,,
Hiroki Sakai,Marseille,JPN,DF,28.0,1.3,0.0,,,,,,,,
Morgan Sanson,Marseille,FRA,MF,23.0,0.8,0.0,,,,,,,,
Lucas Ocampos,Marseille,ARG,FW,24.0,0.8,0.0,,,,,,,,
Valère Germain,Marseille,FRA,FW,28.0,0.8,0.0,,,,,,,,
Kostas Mitroglou,Marseille,GRE,FW,30.0,0.6,0.0,,,,,,,,
Clinton N'Jie,Marseille,CMR,"FW,MF",24.0,0.6,0.0,,,,,,,,
Bouna Sarr,Marseille,SEN,"DF,MF",26.0,0.5,0.0,,,,,,,,
Dimitry Bertaud,Montpellier,COD,GK,20.0,1.0,,,,,,,,,
Daniel Congré,Montpellier,FRA,DF,33.0,1.0,,,,,,,,,
Nicolas Cozza,Montpellier,FRA,MF,19.0,1.0,,,,,,,,,
Vitorino Hilton,Montpellier,BRA,DF,40.0,1.0,,,,,,,,,
Paul Lasne,Montpellier,FRA,MF,29.0,1.0,,,,,,,,,
Jérémie Porsan-Clémenté,Montpellier,FRA,MF,20.0,1.0,,,,,,,,,
Junior Sambia,Montpellier,FRA,MF,21.0,1.0,,,,,,,,,
Petar Škuletić,Montpellier,SRB,FW,28.0,0.9,,,,,,,,,
Pedro Mendes,Montpellier,POR,DF,27.0,0.8,,,,,,,,,
Souleymane Camara,Montpellier,SEN,FW,35.0,0.8,,,,,,,,,
Facundo Píriz,Montpellier,URU,MF,28.0,0.8,,,,,,,,,
Andy Delort,Montpellier,ALG,FW,26.0,0.2,,,,,,,,,
Florent Mollet,Montpellier,FRA,"FW,MF",26.0,0.2,,,,,,,,,
Gaëtan Laborde,Montpellier,FRA,"FW,MF",24.0,0.1,,,,,,,,,
Walter Benítez,Nice,ARG,GK,25.0,2.3,,,,,,,,,
Christophe Jallet,Nice,FRA,DF,34.0,2.3,,,,,,,,,
Malang Sarr,Nice,FRA,DF,19.0,2.3,,,,,,,,,
Adrien Tameze,Nice,CMR,MF,24.0,2.3,,,,,,,,,
Rémi Walter,Nice,FRA,MF,23.0,2.3,,,,,,,,,
Patrick Burner,Nice,MTQ,"MF,DF",22.0,1.8,,,,,,,,,
Allan Saint-Maximin,Nice,FRA,FW,21.0,1.5,,,,,,,,,
Racine Coly,Nice,SEN,DF,22.0,1.4,,,,,,,,,
Danilo Barbosa,Nice,BRA,MF,22.0,1.6,,,,,,,,,
Dante,Nice,BRA,DF,34.0,1.3,,,,,,,,,
Pierre Lees-Melou,Nice,FRA,MF,25.0,1.3,,,,,,,,,
Bassem Srarfi,Nice,TUN,MF,21.0,1.2,,,,,,,,,
Olivier Boscagli,Nice,FRA,MF,20.0,1.0,,,,,,,,,
Myziane Maolida,Nice,COM,FW,19.0,1.0,,,,,,,,,
Youcef Atal,Nice,ALG,"DF,MF",22.0,0.6,,,,,,,,,
Ignatius Ganago,Nice,CMR,FW,19.0,0.5,,,,,,,,,
Hicham Mahou,Nice,FRA,"FW,MF",19.0,0.5,,,,,,,,,
Jean-Victor Makengo,Nice,FRA,MF,20.0,0.1,,,,,,,,,
Xavier Chavalerin,Reims,FRA,MF,27.0,1.3,,,,,,,,,
Axel Disasi,Reims,FRA,DF,20.0,1.3,,,,,,,,,
Thomas Fontaine,Reims,MAD,DF,27.0,1.3,,,,,,,,,
Hassane Kamara,Reims,CIV,MF,24.0,1.3,,,,,,,,,
Edouard Mendy,Reims,SEN,GK,26.0,1.3,,,,,,,,,
Romain Métanire,Reims,MAD,DF,28.0,1.3,,,,,,,,,
Aly Ndom,Reims,FRA,MF,22.0,1.3,,,,,,,,,
Sheyi Ojo,Reims,ENG,FW,21.0,1.3,,,,,,,,,
Suk Hyun-jun,Reims,KOR,FW,27.0,0.8,,,,,,,,,
Moussa Doumbia,Reims,MLI,DF,23.0,0.7,,,,,,,,,
Tristan Dingomé,Reims,CMR,MF,27.0,0.7,,,,,,,,,
Pablo Chavarría,Reims,ARG,"FW,MF",30.0,0.6,,,,,,,,,
Boulaye Dia,Reims,SEN,FW,21.0,0.6,,,,,,,,,
Remi Oudin,Reims,FRA,"FW,MF",21.0,0.5,,,,,,,,,
Antonin Bobichon,Nimes,FRA,MF,22.0,2.3,,,,,,,,,
Abdel Malik Hsissane,Nimes,FRA,MF,27.0,2.3,,,,,,,,,
Faitout Maouassa,Nimes,FRA,DF,20.0,2.3,,,,,,,,,
Florian Miguel,Nimes,FRA,DF,21.0,2.3,,,,,,,,,
Umut Bozok,Nimes,TUR,FW,21.0,2.0,,,,,,,,,
Sofiane Alakouch,Nimes,MAR,DF,20.0,1.9,,,,,,,,,
Clément Depres,Nimes,FRA,FW,23.0,1.8,,,,,,,,,
Theo Valls,Nimes,FRA,MF,22.0,1.4,,,,,,,,,
Rachid Alioui,Nimes,MAR,FW,26.0,1.6,,,,,,,,,
Paul Bernardoni,Nimes,FRA,GK,21.0,1.3,,,,,,,,,
Féthi Harek,Nimes,ALG,DF,35.0,1.3,,,,,,,,,
Loïck Landre,Nimes,FRA,DF,26.0,1.0,,,,,,,,,
Baptiste Valette,Nimes,FRA,GK,25.0,1.0,,,,,,,,,
Baptiste Guillaume,Nimes,BEL,FW,23.0,0.8,,,,,,,,,
Téji Savanier,Nimes,FRA,"FW,MF",26.0,1.0,,,,,,,,,
Denis Bouanga,Nimes,GAB,"FW,MF",23.0,0.7,,,,,,,,,
Renaud Ripart,Nimes,FRA,"DF,FW",25.0,0.4,,,,,,,,,
Benjamin André,Rennes,FRA,MF,27.0,2.3,0.0,,,,,,,,
Hatem Ben Arfa,Rennes,FRA,MF,31.0,2.3,0.0,,,,,,,,
Benjamin Bourigeaud,Rennes,FRA,MF,24.0,2.3,1.0,,,,,,,,
Damien Da Silva,Rennes,FRA,DF,30.0,2.3,1.0,,,,,,,,
Tomáš Koubek,Rennes,CZE,GK,25.0,2.3,0.0,,,,,,,,
Mexer,Rennes,MOZ,DF,29.0,2.3,1.0,,,,,,,,
Hamari Traoré,Rennes,MLI,DF,26.0,2.3,0.0,,,,,,,,
Mehdi Zeffane,Rennes,ALG,DF,26.0,1.4,0.0,,,,,,,,
Clément Grenier,Rennes,FRA,MF,27.0,1.3,0.0,,,,,,,,
Ismaila Sarr,Rennes,SEN,MF,20.0,1.3,0.0,,,,,,,,
M'Baye Niang,Rennes,SEN,FW,23.0,1.3,0.0,,,,,,,,
Jordan Pefok,Rennes,USA,FW,22.0,1.0,0.0,,,,,,,,
Jakob Johansson,Rennes,SWE,MF,28.0,1.0,0.0,,,,,,,,
Ramy Bensebaini,Rennes,ALG,DF,23.0,1.0,0.0,,,,,,,,
Romain Del Castillo,Rennes,FRA,MF,22.0,0.8,0.0,,,,,,,,
James Lea Siliki,Rennes,CMR,"FW,MF",22.0,0.2,0.0,,,,,,,,
Anthony Caci,Strasbourg,FRA,"DF,MF",21.0,5.7,,,,,,,,,
Bingourou Kamara,Strasbourg,SEN,GK,21.0,5.7,,,,,,,,,
Pablo Martinez,Strasbourg,FRA,DF,29.0,5.7,,,,,,,,,
Stefan Mitrović,Strasbourg,SRB,DF,28.0,4.7,,,,,,,,,
Youssouf Fofana,Strasbourg,FRA,MF,19.0,4.3,,,,,,,,,
Kenny Lala,Strasbourg,MAD,"MF,DF",26.0,4.1,,,,,,,,,
Lamine Koné,Strasbourg,CIV,DF,29.0,4.0,,,,,,,,,
Ludovic Ajorque,Strasbourg,FRA,FW,24.0,3.6,,,,,,,,,
Adrien Thomasson,Strasbourg,FRA,MF,24.0,3.8,,,,,,,,,
Ibrahima Sissoko,Strasbourg,MLI,MF,20.0,3.3,,,,,,,,,
Dimitri Liénard,Strasbourg,FRA,MF,30.0,3.2,,,,,,,,,
Jonas Martin,Strasbourg,FRA,MF,28.0,2.4,,,,,,,,,
Benjamin Corgnet,Strasbourg,FRA,"MF,FW",31.0,2.3,,,,,,,,,
Lebo Mothiba,Strasbourg,RSA,FW,22.0,2.2,,,,,,,,,
Kévin Zohi,Strasbourg,MLI,"MF,FW",21.0,2.1,,,,,,,,,
Sanjin Prcić,Strasbourg,BIH,MF,24.0,1.5,,,,,,,,,
Lionel Carole,Strasbourg,FRA,MF,27.0,1.1,,,,,,,,,
Ismael Aaneba,Strasbourg,FRA,MF,19.0,1.0,,,,,,,,,
Jérémy Grimm,Strasbourg,FRA,MF,31.0,1.0,,,,,,,,,
Nuno da Costa,Strasbourg,CPV,"FW,MF",27.0,0.7,,,,,,,,,
Anthony Gonçalves,Strasbourg,FRA,"DF,MF",32.0,0.0,,,,,,,,,
Diego Carlos,Nantes,BRA,DF,25.0,2.0,,,,,,,,,
Abdul Majeed Waris,Nantes,GHA,FW,26.0,2.0,,,,,,,,,
Nicolas Pallois,Nantes,FRA,DF,30.0,2.0,,,,,,,,,
Fábio,Nantes,BRA,"MF,DF",28.0,2.0,,,,,,,,,
Andrei Girotto,Nantes,BRA,MF,26.0,1.9,,,,,,,,,
Valentin Rongier,Nantes,FRA,MF,23.0,1.2,,,,,,,,,
Abdoulaye Touré,Nantes,GUI,MF,24.0,1.1,,,,,,,,,
Rene Krhin,Nantes,SVN,MF,28.0,1.0,,,,,,,,,
Kalifa Coulibaly,Nantes,MLI,FW,26.0,1.0,,,,,,,,,
Maxime Dupé,Nantes,FRA,GK,25.0,1.0,,,,,,,,,
Enock Kwateng,Nantes,FRA,DF,21.0,1.0,,,,,,,,,
Lucas Lima,Nantes,BRA,FW,26.0,1.0,,,,,,,,,
Kara Mbodji,Nantes,SEN,DF,28.0,1.0,,,,,,,,,
Emiliano Sala,Nantes,ARG,FW,27.0,1.0,,,,,,,,,
Ciprian Tătărușanu,Nantes,ROU,GK,32.0,1.0,,,,,,,,,
Charles Traore,Nantes,MLI,MF,26.0,1.0,,,,,,,,,
Lucas Evangelista,Nantes,BRA,MF,23.0,0.8,,,,,,,,,
Gabriel Boschilia,Nantes,BRA,MF,22.0,0.0,,,,,,,,,
Yoann Andreu,Angers,FRA,DF,29.0,1.3,,,,,,,,,
Zacharie Boucher,Angers,FRA,GK,26.0,1.3,,,,,,,,,
Angelo Fulgini,Angers,FRA,MF,21.0,1.3,,,,,,,,,
Vincent Manceau,Angers,FRA,DF,29.0,1.3,,,,,,,,,
Kevin Mouanga,Angers,FRA,DF,18.0,1.3,,,,,,,,,
Cheikh N'Doye,Angers,SEN,MF,32.0,1.3,,,,,,,,,
Mateo Pavlović,Angers,BIH,DF,28.0,1.3,,,,,,,,,
Baptiste Santamaria,Angers,FRA,MF,23.0,1.3,,,,,,,,,
Thomas Mangani,Angers,FRA,MF,31.0,0.9,,,,,,,,,
Cristian López,Angers,ESP,FW,29.0,0.8,,,,,,,,,
Flavien Tait,Angers,FRA,MF,25.0,0.8,,,,,,,,,
Dorian Bertrand,Angers,MAD,MF,25.0,0.6,,,,,,,,,
Wilfried Kanga,Angers,CIV,"FW,MF",20.0,0.6,,,,,,,,,
Pierrick Capelle,Angers,FRA,"DF,FW",31.0,0.5,,,,,,,,,
Jules Koundé,Bordeaux,FRA,DF,19.0,3.0,0.0,,,,,,,,
Otávio,Bordeaux,BRA,MF,24.0,3.0,0.0,,,,,,,,
Youssouf Sabaly,Bordeaux,SEN,DF,25.0,3.0,0.0,,,,,,,,
Samuel Kalu,Bordeaux,NGA,"MF,FW",20.0,2.7,1.0,,,,,,,,
Yann Karamoh,Bordeaux,FRA,"MF,FW",20.0,2.6,0.0,,,,,,,,
Maxime Poundjé,Bordeaux,FRA,DF,25.0,2.1,0.0,,,,,,,,
Pablo,Bordeaux,BRA,DF,27.0,2.0,0.0,,,,,,,,
Gaëtan Poussin,Bordeaux,FRA,GK,19.0,2.0,0.0,,,,,,,,
Jaroslav Plašil,Bordeaux,CZE,MF,36.0,1.7,0.0,,,,,,,,
Jimmy Briand,Bordeaux,FRA,FW,32.0,1.7,1.0,,,,,,,,
Toma Bašić,Bordeaux,CRO,MF,21.0,1.4,1.0,,,,,,,,
Andreas Cornelius,Bordeaux,DEN,FW,25.0,1.3,0.0,,,,,,,,
François Kamano,Bordeaux,GUI,FW,22.0,1.2,0.0,,,,,,,,
Benoît Costil,Bordeaux,FRA,GK,31.0,1.0,0.0,,,,,,,,
Vukašin Jovanović,Bordeaux,SRB,DF,22.0,1.0,0.0,,,,,,,,
Lukas Lerager,Bordeaux,DEN,MF,25.0,1.0,0.0,,,,,,,,
Sergi Palencia,Bordeaux,ESP,DF,22.0,0.9,0.0,,,,,,,,
Younousse Sankharé,Bordeaux,SEN,MF,28.0,0.8,1.0,,,,,,,,
Valentín Vada,Bordeaux,ARG,MF,22.0,0.7,0.0,,,,,,,,
Nicolas de Préville,Bordeaux,FRA,"FW,MF",27.0,0.0,0.0,,,,,,,,
Alexis Blin,Amiens,FRA,MF,21.0,2.0,,,,,,,,,
Matthieu Dreyer,Amiens,FRA,GK,29.0,2.0,,,,,,,,,
Prince-Désir Gouano,Amiens,FRA,DF,24.0,2.0,,,,,,,,,
Oualid El Hajjam,Amiens,MAR,DF,27.0,2.0,,,,,,,,,
Juan Ferney Otero,Amiens,COL,MF,23.0,1.8,,,,,,,,,
Eddy Gnahoré,Amiens,FRA,MF,24.0,1.7,,,,,,,,,
Rafał Kurzawa,Amiens,POL,MF,25.0,1.7,,,,,,,,,
Jordan Lefort,Amiens,FRA,DF,24.0,1.7,,,,,,,,,
Cheick Timite,Amiens,CIV,FW,20.0,1.3,,,,,,,,,
Bakaye Dibassy,Amiens,MLI,DF,28.0,1.0,,,,,,,,,
Ganso,Amiens,BRA,MF,28.0,1.0,,,,,,,,,
Sanasi Sy,Amiens,FRA,DF,19.0,1.0,,,,,,,,,
Stiven Mendoza,Amiens,COL,FW,26.0,0.7,,,,,,,,,
Mathieu Bodmer,Amiens,FRA,MF,35.0,0.3,,,,,,,,,
Khaled Adénon,Amiens,BEN,DF,33.0,0.3,,,,,,,,,
Seybou Koita,Amiens,NIG,FW,24.0,0.3,,,,,,,,,
Thomas Monconduit,Amiens,FRA,"DF,MF",27.0,0.3,,,,,,,,,
Saman Ghoddos,Amiens,IRN,"FW,MF",24.0,0.2,,,,,,,,,
Steven Fortes,Toulouse,CPV,DF,26.0,1.0,,,,,,,,,
Mauro Goicoechea,Toulouse,URU,GK,30.0,1.0,,,,,,,,,
Hakim El Mokeddem,Toulouse,FRA,MF,19.0,1.0,,,,,,,,,
Steven Moreira,Toulouse,CPV,DF,23.0,1.0,,,,,,,,,
Ndombe Mubele,Toulouse,COD,MF,24.0,1.0,,,,,,,,,
Kalidou Sidibé,Toulouse,FRA,MF,19.0,1.0,,,,,,,,,
Issiaga Sylla,Toulouse,GUI,DF,24.0,1.0,,,,,,,,,
Steeve Yago,Toulouse,BFA,DF,25.0,1.0,,,,,,,,,
Yann Bodiger,Toulouse,FRA,MF,23.0,0.7,,,,,,,,,
John Bostock,Toulouse,TRI,MF,26.0,0.7,,,,,,,,,
Corentin Jean,Toulouse,FRA,FW,23.0,0.6,,,,,,,,,
Aaron Leya Iseka,Toulouse,BEL,FW,20.0,0.4,,,,,,,,,
Yannick Cahuzac,Toulouse,FRA,MF,33.0,0.3,,,,,,,,,
Jimmy Durmaz,Toulouse,SWE,MF,29.0,0.3,,,,,,,,,
Kamil Glik,Monaco,POL,DF,30.0,42.5,1.0,21.0,3.0,14.3,0.53,0.08,0.05,0.33,11.1
Jemerson,Monaco,BRA,DF,25.0,34.8,0.0,9.0,1.0,11.1,0.28,0.03,0.0,0.0,14.8
Radamel Falcao,Monaco,COL,FW,32.0,33.2,16.0,105.0,41.0,39.0,3.16,1.24,0.12,0.32,16.7
Aleksandr Golovin,Monaco,RUS,"FW,MF",22.0,29.5,4.0,54.0,19.0,35.2,1.88,0.66,0.06,0.16,19.2
Youri Tielemans,Monaco,BEL,MF,21.0,29.0,5.0,47.0,13.0,27.7,1.76,0.49,0.09,0.31,25.2
Diego Benaglio,Monaco,SUI,GK,34.0,28.4,0.0,0.0,0.0,,0.0,0.0,,,
Djibril Sidibé,Monaco,FRA,"DF,MF",26.0,28.3,0.0,23.0,3.0,13.0,0.83,0.11,0.0,0.0,20.1
Benjamin Henrichs,Monaco,GER,"DF,MF",21.0,27.2,1.0,15.0,2.0,13.3,0.61,0.08,0.07,0.5,20.0
Benoît Badiashile,Monaco,FRA,DF,17.0,25.9,1.0,8.0,2.0,25.0,0.35,0.09,0.13,0.5,12.4
Rony Lopes,Monaco,POR,"FW,MF",22.0,24.7,4.0,55.0,24.0,43.6,2.44,1.06,0.04,0.08,19.7
Fodé Ballo-Touré,Monaco,SEN,DF,21.0,20.0,0.0,6.0,1.0,16.7,0.32,0.05,0.0,0.0,14.8
Youssef Aït Bennasser,Monaco,MAR,MF,22.0,17.0,0.0,9.0,2.0,22.2,0.61,0.14,0.0,0.0,28.5
Gelson Martins,Monaco,POR,"FW,MF",23.0,16.3,4.0,30.0,16.0,53.3,1.94,1.04,0.13,0.25,16.8
Moussa Sylla,Monaco,FRA,FW,18.0,15.5,2.0,28.0,9.0,32.1,2.06,0.66,0.07,0.22,14.3
Danijel Subašić,Monaco,CRO,GK,33.0,15.5,0.0,0.0,0.0,,0.0,0.0,,,
Jean-Eudes Aholou,Monaco,CIV,"MF,FW",24.0,14.9,0.0,16.0,4.0,25.0,1.07,0.27,0.0,0.0,18.5
Sofiane Diop,Monaco,FRA,"FW,MF",18.0,14.5,0.0,15.0,3.0,20.0,1.18,0.24,0.0,0.0,21.9
Adrien Silva,Monaco,POR,MF,29.0,13.2,0.0,9.0,3.0,33.3,0.68,0.23,0.0,0.0,26.6
Cesc Fàbregas,Monaco,ESP,MF,31.0,12.3,1.0,10.0,5.0,50.0,0.91,0.46,0.1,0.2,17.6
Nacer Chadli,Monaco,BEL,MF,28.0,11.8,0.0,4.0,2.0,50.0,0.36,0.18,0.0,0.0,24.2
Andrea Raggi,Monaco,ITA,DF,34.0,10.5,0.0,4.0,0.0,0.0,0.38,0.0,0.0,,12.9
Samuel Grandsir,Monaco,FRA,"MF,FW",21.0,8.9,1.0,9.0,3.0,33.3,1.06,0.35,0.11,0.33,19.7
Antonio Barreca,Monaco,ITA,DF,23.0,8.4,0.0,6.0,2.0,33.3,0.71,0.24,0.0,0.0,24.2
Pelé,Monaco,GNB,MF,26.0,7.1,0.0,3.0,1.0,33.3,0.45,0.15,0.0,0.0,23.0
Carlos Vinícius,Monaco,BRA,"FW,MF",23.0,5.8,2.0,15.0,5.0,33.3,2.58,0.86,0.13,0.4,13.3
