Player,Club,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Toño,Levante,ESP,"DF,FW",28.0,19.6,4,0,0,11.0,18.0,9.0,49.0,14.0,13.0,0.0,1.0,1,107.0,7.0,15.0,31.8
Sergio Postigo,Levante,ESP,DF,29.0,17.9,5,1,0,13.0,5.0,0.0,0.0,25.0,17.0,0.0,0.0,0,75.0,20.0,29.0,40.8
Antonio Luna,Levante,ESP,"DF,FW",27.0,16.0,4,0,0,15.0,13.0,1.0,61.0,15.0,10.0,0.0,0.0,0,99.0,13.0,8.0,61.9
Chema,Levante,ESP,DF,26.0,15.7,7,0,0,20.0,6.0,0.0,0.0,21.0,21.0,0.0,0.0,0,51.0,31.0,16.0,66.0
Rúben Vezo,Levante,POR,DF,24.0,14.9,4,0,0,15.0,11.0,1.0,5.0,19.0,17.0,0.0,0.0,0,70.0,25.0,25.0,50.0
Moses Simon,Levante,NGA,"DF,MF",23.0,12.5,1,0,0,10.0,14.0,2.0,37.0,19.0,13.0,0.0,1.0,0,47.0,3.0,9.0,25.0
Emmanuel Boateng,Levante,GHA,FW,22.0,10.2,3,0,0,21.0,24.0,13.0,3.0,2.0,3.0,0.0,0.0,0,12.0,28.0,24.0,53.8
Sanjin Prcić,Levante,BIH,MF,24.0,9.9,5,0,0,15.0,14.0,0.0,13.0,24.0,17.0,0.0,0.0,0,39.0,15.0,5.0,75.0
Nikola Vukčević,Levante,MNE,MF,26.0,8.2,5,1,1,24.0,13.0,0.0,0.0,10.0,21.0,0.0,1.0,0,39.0,15.0,7.0,68.2
Pedro López Muñoz,Levante,ESP,DF,34.0,6.2,2,0,0,11.0,13.0,0.0,17.0,8.0,4.0,0.0,0.0,0,26.0,4.0,5.0,44.4
Cheick Doukouré,Levante,CIV,MF,25.0,5.0,1,0,0,16.0,9.0,0.0,2.0,7.0,9.0,0.0,1.0,0,15.0,4.0,11.0,26.7
Raphael Dwamena,Levante,GHA,FW,22.0,4.8,1,0,0,11.0,17.0,8.0,3.0,1.0,2.0,1.0,0.0,0,5.0,6.0,12.0,33.3
Fran Manzanara,Levante,ESP,"DF,MF",21.0,1.7,0,0,0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0,5.0,5.0,4.0,55.6
Nacho,Valladolid,ESP,DF,29.0,36.0,11,0,0,30.0,38.0,6.0,153.0,48.0,68.0,0.0,0.0,0,183.0,29.0,38.0,43.3
Jordi Masip,Valladolid,ESP,GK,29.0,35.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,38.0,4.0,2.0,66.7
Fernando Calero,Valladolid,ESP,DF,22.0,34.8,7,0,0,35.0,12.0,0.0,4.0,55.0,31.0,0.0,2.0,0,160.0,69.0,89.0,43.7
Kiko Olivas,Valladolid,ESP,DF,29.0,34.4,6,0,0,17.0,37.0,1.0,0.0,46.0,38.0,0.0,3.0,0,201.0,63.0,64.0,49.6
Rubén Alcaraz,Valladolid,ESP,MF,27.0,34.1,14,0,0,72.0,113.0,1.0,39.0,42.0,56.0,0.0,0.0,0,268.0,49.0,66.0,42.6
Óscar Plano,Valladolid,ESP,"MF,FW",27.0,32.2,8,0,0,69.0,76.0,11.0,69.0,25.0,48.0,4.0,2.0,0,132.0,34.0,64.0,34.7
Míchel,Valladolid,ESP,MF,30.0,28.4,9,0,0,43.0,22.0,4.0,136.0,43.0,38.0,0.0,1.0,0,228.0,22.0,46.0,32.4
Javi Moyano,Valladolid,ESP,DF,32.0,24.3,3,0,0,8.0,22.0,0.0,34.0,26.0,17.0,0.0,0.0,0,110.0,25.0,35.0,41.7
Enes Ünal,Valladolid,TUR,FW,21.0,24.1,7,0,0,42.0,39.0,18.0,8.0,2.0,10.0,0.0,0.0,0,67.0,99.0,146.0,40.4
Antoñito,Valladolid,ESP,"DF,MF",30.0,22.7,5,0,0,35.0,14.0,5.0,97.0,22.0,24.0,0.0,1.0,0,84.0,12.0,23.0,34.3
Toni Villa,Valladolid,ESP,"MF,FW",23.0,19.6,3,0,0,28.0,41.0,3.0,43.0,12.0,32.0,0.0,0.0,0,108.0,3.0,18.0,14.3
Keko,Valladolid,ESP,"MF,FW",26.0,18.8,2,0,0,36.0,23.0,14.0,117.0,14.0,22.0,0.0,1.0,0,91.0,10.0,28.0,26.3
Sergi Guardiola,Valladolid,ESP,FW,27.0,16.8,0,0,0,37.0,31.0,14.0,18.0,5.0,11.0,3.0,0.0,0,38.0,44.0,82.0,34.9
Anuar,Valladolid,MAR,"MF,FW",23.0,16.0,8,0,0,39.0,18.0,5.0,7.0,17.0,29.0,0.0,0.0,0,53.0,26.0,32.0,44.8
Joaquín Fernández,Valladolid,ESP,"DF,MF",22.0,13.3,2,0,0,17.0,9.0,1.0,0.0,25.0,13.0,0.0,0.0,1,36.0,37.0,21.0,63.8
Borja Fernández,Valladolid,ESP,"MF,DF",37.0,12.3,5,0,0,28.0,8.0,1.0,3.0,21.0,17.0,0.0,0.0,0,55.0,37.0,23.0,61.7
Duje Čop,Valladolid,CRO,FW,28.0,10.4,3,0,0,7.0,13.0,4.0,7.0,4.0,7.0,1.0,0.0,0,15.0,14.0,32.0,30.4
Daniele Verde,Valladolid,ITA,"MF,FW",22.0,10.1,1,0,0,3.0,12.0,11.0,76.0,9.0,3.0,0.0,0.0,0,32.0,1.0,5.0,16.7
Leonardo Suárez,Valladolid,ARG,"FW,MF",22.0,7.9,0,0,0,8.0,11.0,3.0,8.0,1.0,5.0,0.0,0.0,0,16.0,2.0,11.0,15.4
Yoel,Valladolid,ESP,GK,29.0,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,0.0,0.0,
Moisés Delgado,Valladolid,ESP,DF,24.0,6.0,2,0,0,8.0,9.0,0.0,18.0,8.0,10.0,0.0,0.0,0,12.0,3.0,4.0,42.9
Waldo Rubio,Valladolid,ESP,MF,22.0,5.5,1,0,0,7.0,2.0,4.0,12.0,1.0,2.0,0.0,0.0,0,24.0,2.0,10.0,16.7
Ivi,Valladolid,ESP,"MF,FW",24.0,2.0,0,0,0,3.0,0.0,1.0,12.0,1.0,3.0,0.0,0.0,0,1.0,0.0,2.0,0.0
Luismi,Valladolid,ESP,"DF,MF",26.0,2.0,1,0,0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0,,,,
Mohammed Salisu,Valladolid,GHA,DF,19.0,2.0,0,0,0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0,,,,
Pablo Hervías,Valladolid,ESP,MF,25.0,1.8,1,0,0,1.0,3.0,0.0,10.0,2.0,0.0,0.0,0.0,0,5.0,1.0,0.0,100.0
Miguel,Valladolid,ESP,FW,18.0,1.1,0,0,0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,2.0,33.3
Javier Aparicio,Valladolid,ESP,DF,18.0,0.9,0,0,0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0,,,,
Kuki,Valladolid,ESP,MF,20.0,0.8,0,0,0,2.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,0,,,,
Chris Ramos,Valladolid,ESP,FW,21.0,0.7,0,0,0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,8.0,8.0,50.0
Stiven Plaza,Valladolid,ECU,"FW,MF",19.0,0.4,0,0,0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0
Alberto Guitián,Valladolid,ESP,DF,28.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
Hugo Mallo,Celta Vigo,ESP,DF,27.0,34.4,11,0,0,51.0,27.0,9.0,177.0,50.0,41.0,0.0,1.0,0,169.0,60.0,56.0,51.7
Maxi Gómez,Celta Vigo,URU,FW,21.0,33.3,6,1,1,70.0,67.0,43.0,12.0,2.0,4.0,0.0,0.0,0,79.0,134.0,134.0,50.0
Néstor Araujo,Celta Vigo,MEX,DF,26.0,30.8,3,1,1,15.0,4.0,1.0,2.0,36.0,22.0,0.0,1.0,0,127.0,70.0,46.0,60.3
Stanislav Lobotka,Celta Vigo,SVK,MF,23.0,28.5,1,0,0,21.0,49.0,1.0,9.0,26.0,20.0,0.0,0.0,0,166.0,9.0,19.0,32.1
Brais Méndez,Celta Vigo,ESP,"MF,FW",21.0,26.6,6,0,0,39.0,64.0,11.0,111.0,24.0,31.0,1.0,0.0,0,133.0,29.0,58.0,33.3
Iago Aspas,Celta Vigo,ESP,"FW,MF",30.0,26.2,5,0,0,20.0,45.0,7.0,32.0,19.0,13.0,1.0,0.0,0,97.0,24.0,43.0,35.8
Okay Yokuşlu,Celta Vigo,TUR,MF,24.0,26.0,10,0,0,49.0,36.0,1.0,2.0,39.0,41.0,0.0,1.0,0,191.0,76.0,43.0,63.9
Rubén Blanco,Celta Vigo,ESP,GK,23.0,26.0,2,0,0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,19.0,3.0,1.0,75.0
Sofiane Boufal,Celta Vigo,MAR,"MF,FW",24.0,23.2,6,0,0,42.0,60.0,1.0,60.0,10.0,21.0,1.0,0.0,0,124.0,17.0,19.0,47.2
Gustavo Cabral,Celta Vigo,ARG,DF,32.0,22.1,6,2,2,20.0,6.0,4.0,0.0,35.0,26.0,0.0,0.0,1,96.0,70.0,44.0,61.4
David Juncà,Celta Vigo,ESP,DF,24.0,19.5,6,0,0,26.0,21.0,1.0,65.0,35.0,30.0,0.0,2.0,0,91.0,25.0,15.0,62.5
Fran Beltrán,Celta Vigo,ESP,MF,19.0,18.1,3,0,0,12.0,15.0,0.0,4.0,20.0,17.0,0.0,0.0,0,100.0,5.0,17.0,22.7
David Costas,Celta Vigo,ESP,DF,23.0,14.0,4,0,0,17.0,7.0,1.0,1.0,19.0,14.0,0.0,0.0,0,63.0,28.0,10.0,73.7
Sergio Álvarez,Celta Vigo,ESP,GK,31.0,14.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,18.0,4.0,0.0,100.0
Jozabed,Celta Vigo,ESP,MF,27.0,13.2,1,0,0,10.0,12.0,2.0,8.0,9.0,10.0,0.0,0.0,0,81.0,6.0,13.0,31.6
Facundo Roncaglia,Celta Vigo,ARG,DF,31.0,12.9,3,0,0,16.0,8.0,0.0,7.0,23.0,23.0,0.0,0.0,0,55.0,19.0,16.0,54.3
Pione Sisto,Celta Vigo,DEN,"FW,MF",23.0,10.9,0,0,0,9.0,21.0,4.0,29.0,4.0,6.0,0.0,0.0,0,54.0,0.0,4.0,0.0
Lucas Olaza,Celta Vigo,URU,DF,24.0,10.0,2,0,0,7.0,5.0,0.0,42.0,8.0,18.0,0.0,1.0,0,48.0,3.0,7.0,30.0
Wesley Hoedt,Celta Vigo,NED,DF,24.0,9.9,3,1,1,9.0,6.0,0.0,2.0,11.0,11.0,0.0,0.0,0,46.0,32.0,11.0,74.4
Ryad Boudebouz,Celta Vigo,ALG,"MF,FW",28.0,8.0,2,1,0,6.0,9.0,0.0,47.0,3.0,4.0,0.0,1.0,0,34.0,7.0,18.0,28.0
Júnior Alonso,Celta Vigo,PAR,"DF,MF",25.0,8.0,2,0,0,9.0,2.0,1.0,15.0,8.0,13.0,0.0,0.0,0,33.0,18.0,7.0,72.0
Andrew Hjulsager,Celta Vigo,DEN,"MF,FW",23.0,5.8,1,0,0,12.0,9.0,2.0,30.0,3.0,13.0,0.0,0.0,0,21.0,1.0,7.0,12.5
Emre Mor,Celta Vigo,TUR,"FW,MF",21.0,5.2,1,0,0,8.0,10.0,2.0,6.0,4.0,4.0,0.0,0.0,0,20.0,3.0,4.0,42.9
Kevin Vázquez,Celta Vigo,ESP,DF,25.0,4.4,1,0,0,11.0,9.0,0.0,10.0,9.0,12.0,0.0,0.0,0,13.0,0.0,3.0,0.0
Dennis Eckert,Celta Vigo,GER,FW,21.0,2.9,0,0,0,3.0,6.0,1.0,2.0,2.0,3.0,0.0,0.0,0,6.0,13.0,11.0,54.2
Mathias Jensen,Celta Vigo,DEN,"MF,FW",22.0,2.6,0,0,0,3.0,4.0,0.0,3.0,4.0,2.0,0.0,0.0,0,19.0,5.0,4.0,55.6
Bernardo Espinosa,Girona,COL,DF,29.0,35.0,6,2,2,37.0,9.0,3.0,0.0,47.0,15.0,0.0,1.0,0,128.0,130.0,66.0,66.3
Juanpe,Girona,ESP,DF,27.0,33.2,9,0,0,40.0,11.0,2.0,5.0,60.0,27.0,0.0,1.0,0,140.0,106.0,56.0,65.4
Portu,Girona,ESP,"FW,MF",26.0,32.8,3,0,0,28.0,45.0,11.0,75.0,9.0,25.0,0.0,0.0,0,104.0,24.0,83.0,22.4
Pere Pons,Girona,ESP,MF,25.0,31.9,4,0,0,70.0,49.0,0.0,11.0,38.0,46.0,0.0,1.0,0,177.0,48.0,68.0,41.4
Cristhian Stuani,Girona,URU,FW,31.0,31.9,10,0,0,90.0,74.0,24.0,4.0,4.0,14.0,2.0,0.0,0,60.0,114.0,112.0,50.4
Yassine Bounou,Girona,MAR,GK,27.0,31.8,2,0,0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1,32.0,5.0,0.0,100.0
Borja García,Girona,ESP,"MF,FW",27.0,30.5,1,1,0,22.0,106.0,4.0,42.0,41.0,27.0,0.0,0.0,0,206.0,20.0,34.0,37.0
Álex Granell,Girona,ESP,"MF,DF",29.0,30.5,5,0,0,38.0,51.0,1.0,184.0,41.0,38.0,0.0,0.0,0,164.0,30.0,32.0,48.4
Pedro Porro,Girona,ESP,DF,18.0,26.6,5,0,0,25.0,38.0,0.0,132.0,42.0,32.0,0.0,0.0,0,179.0,18.0,35.0,34.0
Pedro Alcalá,Girona,ESP,DF,29.0,24.3,10,0,0,24.0,15.0,2.0,3.0,41.0,30.0,0.0,0.0,1,106.0,84.0,46.0,64.6
Jonás Ramalho,Girona,ESP,DF,25.0,23.0,4,0,0,16.0,15.0,0.0,38.0,27.0,9.0,0.0,2.0,1,83.0,25.0,25.0,50.0
Douglas Luiz,Girona,BRA,MF,20.0,21.8,7,0,0,55.0,38.0,0.0,19.0,27.0,21.0,0.0,1.0,0,136.0,26.0,20.0,56.5
Aleix García,Girona,ESP,MF,21.0,21.5,1,0,0,13.0,22.0,2.0,95.0,26.0,20.0,0.0,0.0,0,120.0,16.0,28.0,36.4
Marc Muniesa,Girona,ESP,"DF,MF",26.0,20.1,6,0,0,24.0,28.0,0.0,18.0,47.0,42.0,0.0,1.0,0,93.0,29.0,29.0,50.0
Valery Fernández,Girona,ESP,"DF,FW",18.0,14.2,2,0,0,10.0,24.0,1.0,32.0,15.0,18.0,0.0,0.0,0,52.0,8.0,12.0,40.0
Anthony Lozano,Girona,HON,"FW,MF",25.0,13.1,5,1,0,56.0,20.0,7.0,14.0,1.0,6.0,1.0,1.0,0,28.0,24.0,31.0,43.6
Gorka Iraizoz,Girona,ESP,GK,37.0,12.2,1,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,5.0,3.0,1.0,75.0
Raúl García,Girona,ESP,DF,29.0,11.4,1,0,0,16.0,11.0,1.0,70.0,13.0,13.0,0.0,0.0,0,50.0,15.0,17.0,46.9
Seydou Doumbia,Girona,CIV,FW,30.0,9.7,2,0,0,14.0,11.0,10.0,1.0,3.0,1.0,0.0,0.0,0,16.0,5.0,36.0,12.2
Patrick Roberts,Girona,ENG,"MF,FW",21.0,7.2,0,0,0,0.0,11.0,2.0,9.0,3.0,6.0,0.0,0.0,0,23.0,1.0,4.0,20.0
Aday,Girona,ESP,"DF,MF",30.0,7.2,2,0,0,6.0,8.0,0.0,50.0,7.0,8.0,0.0,1.0,0,24.0,2.0,5.0,28.6
Carles Planas,Girona,ESP,DF,27.0,4.7,3,0,0,5.0,2.0,0.0,14.0,4.0,6.0,0.0,0.0,0,25.0,6.0,8.0,42.9
Paik Seung-ho,Girona,KOR,"FW,MF",21.0,2.5,0,0,0,2.0,5.0,0.0,3.0,4.0,0.0,0.0,0.0,0,3.0,1.0,2.0,33.3
Kévin Soni,Girona,CMR,"FW,DF",20.0,1.9,2,0,0,11.0,2.0,1.0,4.0,2.0,4.0,0.0,0.0,0,7.0,2.0,2.0,50.0
David Timor,Girona,ESP,MF,28.0,1.8,0,0,0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0,12.0,7.0,4.0,63.6
Yhoan Andzouana,Girona,CGO,"DF,MF",21.0,1.8,0,0,0,3.0,1.0,0.0,9.0,4.0,1.0,0.0,0.0,0,,,,
Alejandro Pachón,Girona,ESP,FW,18.0,0.3,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
Moi Gómez,Huesca,ESP,MF,24.0,33.9,3,0,0,47.0,25.0,0.0,113.0,28.0,28.0,1.0,0.0,0,252.0,21.0,28.0,42.9
Jorge Pulido,Huesca,ESP,DF,27.0,31.6,9,2,0,51.0,32.0,6.0,16.0,51.0,43.0,0.0,0.0,1,134.0,69.0,51.0,57.5
Xabier Etxeita,Huesca,ESP,DF,30.0,30.7,10,0,0,36.0,12.0,2.0,8.0,39.0,24.0,0.0,1.0,1,114.0,78.0,56.0,58.2
Jorge Miramón,Huesca,ESP,DF,29.0,28.5,5,0,0,28.0,13.0,0.0,85.0,47.0,56.0,0.0,0.0,0,222.0,30.0,24.0,55.6
David Ferreiro,Huesca,ESP,"MF,FW",30.0,25.3,5,0,0,42.0,36.0,24.0,258.0,24.0,22.0,0.0,0.0,0,145.0,7.0,32.0,17.9
Ezequiel Ávila,Huesca,ARG,"FW,MF",24.0,24.2,14,1,1,43.0,52.0,10.0,48.0,15.0,10.0,0.0,0.0,0,75.0,68.0,69.0,49.6
Cucho,Huesca,COL,FW,19.0,23.9,6,0,0,33.0,40.0,14.0,50.0,9.0,13.0,1.0,0.0,0,86.0,58.0,107.0,35.2
Roberto Santamaría,Huesca,ESP,GK,33.0,20.0,1,0,0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0,11.0,0.0,0.0,
Cristian Rivera,Huesca,ESP,MF,21.0,19.8,2,0,0,18.0,14.0,1.0,9.0,31.0,26.0,0.0,0.0,0,136.0,23.0,34.0,40.4
Damián Musto,Huesca,ARG,"MF,DF",31.0,19.2,12,0,0,48.0,19.0,1.0,3.0,34.0,34.0,0.0,1.0,0,97.0,48.0,35.0,57.8
Enric Gallego,Huesca,ESP,FW,31.0,17.1,4,0,0,45.0,29.0,19.0,10.0,8.0,15.0,0.0,0.0,0,45.0,96.0,102.0,48.5
Javi Galán,Huesca,ESP,"DF,FW",23.0,16.0,7,0,0,15.0,22.0,1.0,68.0,19.0,39.0,0.0,1.0,0,95.0,17.0,19.0,47.2
Gonzalo Melero,Huesca,ESP,MF,24.0,15.9,3,0,0,32.0,18.0,1.0,3.0,2.0,23.0,2.0,0.0,0,96.0,24.0,22.0,52.2
Yangel Herrera,Huesca,VEN,"MF,DF",20.0,12.8,5,0,0,32.0,23.0,0.0,10.0,14.0,24.0,0.0,1.0,0,85.0,31.0,17.0,64.6
Carlos Akapo,Huesca,EQG,DF,25.0,12.4,2,0,0,16.0,13.0,0.0,10.0,23.0,16.0,0.0,0.0,0,54.0,20.0,14.0,58.8
Aleksandar Jovanović,Huesca,SRB,GK,25.0,12.0,1,0,0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0,8.0,2.0,0.0,100.0
Álex Gallar,Huesca,ESP,"MF,FW",26.0,11.2,2,0,0,6.0,16.0,3.0,43.0,9.0,9.0,0.0,0.0,0,74.0,3.0,5.0,37.5
Pablo Insua,Huesca,ESP,DF,24.0,10.6,4,0,0,20.0,5.0,1.0,1.0,14.0,15.0,0.0,0.0,1,32.0,25.0,21.0,54.3
Rúben Semedo,Huesca,POR,DF,24.0,9.8,4,0,0,12.0,6.0,0.0,0.0,16.0,16.0,0.0,0.0,0,49.0,34.0,26.0,56.7
Adrián Diéguez,Huesca,ESP,DF,22.0,8.3,3,0,0,9.0,9.0,0.0,0.0,12.0,10.0,0.0,1.0,0,35.0,17.0,13.0,56.7
Samuele Longo,Huesca,ITA,FW,26.0,8.2,4,0,0,20.0,10.0,4.0,1.0,2.0,3.0,0.0,0.0,0,14.0,20.0,29.0,40.8
Axel Werner,Huesca,ARG,GK,22.0,8.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,
Martín Mantovani,Huesca,ARG,DF,34.0,7.8,2,0,0,12.0,16.0,0.0,0.0,22.0,9.0,0.0,2.0,1,23.0,30.0,13.0,69.8
Juanpi,Huesca,VEN,"MF,FW",24.0,7.4,2,0,0,13.0,15.0,2.0,14.0,6.0,6.0,1.0,0.0,0,42.0,8.0,11.0,42.1
Serdar Gürler,Huesca,TUR,"MF,FW",26.0,7.2,2,0,0,6.0,14.0,8.0,31.0,3.0,5.0,0.0,0.0,0,33.0,5.0,21.0,19.2
Luisinho,Huesca,POR,DF,33.0,5.6,4,0,0,8.0,8.0,0.0,9.0,16.0,10.0,0.0,0.0,0,27.0,0.0,4.0,0.0
Juan Aguilera,Huesca,ESP,MF,32.0,5.3,1,0,0,3.0,8.0,0.0,2.0,6.0,2.0,0.0,0.0,0,27.0,4.0,4.0,50.0
Lluís Sastre,Huesca,ESP,MF,32.0,3.1,1,0,0,6.0,2.0,0.0,8.0,3.0,5.0,0.0,0.0,0,10.0,0.0,2.0,0.0
Rajko Brežančić,Huesca,SRB,DF,28.0,2.2,1,0,0,6.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0,3.0,1.0,0.0,100.0
Álex Moreno,Rayo Vallecano,ESP,DF,25.0,34.8,5,0,0,41.0,44.0,8.0,103.0,41.0,40.0,0.0,0.0,0,206.0,28.0,41.0,40.6
Raúl de Tomás,Rayo Vallecano,ESP,FW,23.0,31.6,6,0,0,62.0,37.0,19.0,11.0,9.0,3.0,0.0,0.0,0,70.0,43.0,67.0,39.1
Jordi Amat,Rayo Vallecano,IDN,DF,26.0,30.7,9,0,0,47.0,9.0,1.0,0.0,43.0,31.0,0.0,2.0,0,147.0,48.0,48.0,50.0
Luis Advíncula,Rayo Vallecano,PER,DF,28.0,27.5,6,2,2,51.0,48.0,0.0,59.0,19.0,39.0,2.0,0.0,0,131.0,24.0,33.0,42.1
Adri Embarba,Rayo Vallecano,ESP,"MF,FW",26.0,25.4,5,1,1,44.0,36.0,9.0,222.0,29.0,26.0,1.0,1.0,0,127.0,20.0,46.0,30.3
Abdoulaye Ba,Rayo Vallecano,SEN,DF,27.0,24.4,5,2,0,25.0,13.0,1.0,1.0,31.0,35.0,0.0,3.0,0,154.0,68.0,30.0,69.4
Santi Comesaña,Rayo Vallecano,ESP,MF,21.0,22.6,6,0,0,28.0,28.0,1.0,7.0,30.0,35.0,0.0,0.0,0,137.0,36.0,51.0,41.4
Stole Dimitrievski,Rayo Vallecano,MKD,GK,24.0,22.0,3,0,0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.0,6.0,0.0,100.0
Giannelli Imbula,Rayo Vallecano,COD,MF,25.0,21.2,7,0,0,28.0,43.0,2.0,25.0,9.0,9.0,0.0,0.0,0,88.0,9.0,17.0,34.6
Álvaro García,Rayo Vallecano,ESP,"FW,MF",25.0,21.0,3,0,0,16.0,17.0,5.0,83.0,19.0,21.0,0.0,0.0,0,90.0,2.0,16.0,11.1
Óscar Trejo,Rayo Vallecano,ARG,"MF,FW",30.0,20.5,7,1,1,49.0,45.0,3.0,30.0,20.0,43.0,0.0,0.0,0,121.0,28.0,33.0,45.9
José Pozo,Rayo Vallecano,ESP,MF,22.0,19.5,4,0,0,13.0,27.0,2.0,24.0,4.0,10.0,0.0,0.0,0,75.0,7.0,22.0,24.1
Alberto García,Rayo Vallecano,ESP,GK,33.0,18.0,1,0,0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0,24.0,1.0,0.0,100.0
Emiliano Velázquez,Rayo Vallecano,URU,DF,24.0,16.2,8,0,0,32.0,9.0,0.0,7.0,48.0,36.0,0.0,1.0,1,78.0,41.0,25.0,62.1
Bebé,Rayo Vallecano,CPV,"FW,MF",28.0,15.9,6,0,0,25.0,10.0,9.0,115.0,10.0,11.0,1.0,0.0,0,82.0,24.0,18.0,57.1
Álex Gálvez,Rayo Vallecano,ESP,DF,29.0,15.8,6,0,0,22.0,13.0,1.0,1.0,45.0,28.0,0.0,2.0,0,111.0,35.0,28.0,55.6
Álvaro Medrán,Rayo Vallecano,ESP,MF,24.0,13.8,8,1,1,25.0,18.0,2.0,59.0,19.0,8.0,0.0,1.0,0,93.0,11.0,10.0,52.4
Tito,Rayo Vallecano,ESP,DF,33.0,13.1,3,0,0,6.0,15.0,0.0,18.0,17.0,9.0,1.0,0.0,0,52.0,20.0,27.0,42.6
Mario Suárez,Rayo Vallecano,ESP,MF,31.0,11.4,5,0,0,21.0,26.0,2.0,3.0,14.0,23.0,0.0,0.0,0,92.0,28.0,16.0,63.6
Gaël Kakuta,Rayo Vallecano,COD,"MF,FW",27.0,8.0,1,0,0,9.0,5.0,3.0,42.0,9.0,7.0,0.0,0.0,0,35.0,5.0,14.0,26.3
Uche Henry Agbo,Rayo Vallecano,NGA,MF,22.0,4.1,2,0,0,12.0,4.0,0.0,0.0,6.0,4.0,0.0,0.0,0,22.0,7.0,6.0,53.8
Sergio Akieme,Rayo Vallecano,ESP,DF,20.0,4.0,0,0,0,3.0,5.0,0.0,21.0,4.0,4.0,0.0,0.0,1,8.0,1.0,5.0,16.7
Álex Alegría,Rayo Vallecano,ESP,"FW,MF",25.0,3.6,0,0,0,11.0,9.0,3.0,1.0,0.0,2.0,0.0,0.0,0,4.0,6.0,8.0,42.9
Gorka Elustondo,Rayo Vallecano,ESP,"MF,DF",31.0,3.2,1,0,0,4.0,2.0,0.0,1.0,6.0,5.0,0.0,0.0,0,14.0,11.0,5.0,68.8
Chechu,Rayo Vallecano,ESP,DF,36.0,3.0,0,0,0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0,3.0,2.0,1.0,66.7
Javi Guerra,Rayo Vallecano,ESP,"FW,MF",36.0,2.6,0,0,0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,0,9.0,10.0,10.0,50.0
Catena,Rayo Vallecano,ESP,DF,23.0,2.0,1,0,0,4.0,2.0,0.0,0.0,8.0,4.0,0.0,1.0,0,7.0,6.0,4.0,60.0
Franco Di Santo,Rayo Vallecano,ARG,FW,29.0,1.9,1,1,0,5.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0,4.0,8.0,6.0,57.1
Wojciech Szczęsny,Juventus,POL,GK,28.0,41.0,1,0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,54.0,3.0,0.0,100.0
Cristiano Ronaldo,Juventus,POR,FW,33.0,40.5,4,1,0,26.0,70.0,32.0,77.0,9.0,10.0,0.0,0.0,0,87.0,48.0,57.0,45.7
Leonardo Bonucci,Juventus,ITA,DF,31.0,39.5,2,0,0,20.0,26.0,2.0,8.0,54.0,14.0,1.0,0.0,1,158.0,58.0,75.0,43.6
Alex Sandro,Juventus,BRA,DF,27.0,36.9,11,0,0,67.0,69.0,2.0,153.0,51.0,57.0,0.0,2.0,0,212.0,73.0,47.0,60.8
Blaise Matuidi,Juventus,FRA,MF,31.0,36.4,8,0,0,47.0,31.0,11.0,44.0,37.0,44.0,0.0,0.0,0,167.0,34.0,44.0,43.6
Miralem Pjanić,Juventus,BIH,MF,28.0,36.3,9,1,1,52.0,29.0,1.0,168.0,52.0,33.0,0.0,0.0,0,245.0,14.0,36.0,28.0
