Player,Club,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Stéphane Bahoken,Angers,CMR,FW,26.0,28.4,3,0,0,55.0,35.0,31.0,32.0,8.0,7.0,0.0,0.0,0,43.0,38.0,78.0,32.8
Cheikh N'Doye,Angers,SEN,MF,32.0,28.3,4,0,0,34.0,26.0,3.0,13.0,26.0,16.0,1.0,0.0,0,140.0,174.0,69.0,71.6
Romain Thomas,Angers,FRA,DF,30.0,27.6,4,0,0,29.0,17.0,1.0,0.0,29.0,26.0,2.0,1.0,1,107.0,65.0,47.0,58.0
Pierrick Capelle,Angers,FRA,"DF,MF",31.0,21.9,2,0,0,32.0,8.0,1.0,63.0,39.0,31.0,0.0,0.0,0,148.0,30.0,29.0,50.8
Angelo Fulgini,Angers,FRA,"MF,FW",21.0,20.5,1,0,0,21.0,48.0,1.0,48.0,28.0,23.0,1.0,0.0,0,104.0,19.0,22.0,46.3
Thomas Mangani,Angers,FRA,MF,31.0,19.3,3,1,0,13.0,12.0,0.0,88.0,23.0,27.0,0.0,1.0,0,121.0,12.0,30.0,28.6
Vincent Pajot,Angers,FRA,MF,27.0,7.9,2,0,0,19.0,12.0,1.0,0.0,8.0,14.0,0.0,0.0,0,30.0,28.0,19.0,59.6
Wilfried Kanga,Angers,CIV,FW,20.0,6.4,3,0,0,11.0,6.0,0.0,5.0,0.0,0.0,1.0,0.0,0,7.0,11.0,17.0,39.3
Théo Pellenard,Angers,FRA,DF,24.0,5.5,0,0,0,11.0,1.0,0.0,18.0,5.0,6.0,0.0,0.0,0,27.0,10.0,3.0,76.9
Cristian López,Angers,ESP,FW,29.0,4.9,2,0,0,11.0,13.0,1.0,1.0,1.0,3.0,1.0,0.0,0,10.0,18.0,25.0,41.9
Farid El Melali,Angers,ALG,"MF,FW",21.0,3.6,1,0,0,6.0,7.0,0.0,8.0,5.0,4.0,0.0,0.0,0,20.0,1.0,6.0,14.3
Zacharie Boucher,Angers,FRA,GK,26.0,3.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,2.0,0.0,100.0
Yoann Andreu,Angers,FRA,DF,29.0,1.4,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,100.0
Kevin Mouanga,Angers,FRA,DF,18.0,1.3,0,0,0,,,,,,,,,0,,,,
Harrison Manzala,Angers,COD,"MF,FW",24.0,1.0,0,0,0,2.0,3.0,1.0,4.0,0.0,2.0,0.0,0.0,0,5.0,2.0,3.0,40.0
Rayan Aït-Nouri,Angers,ALG,"DF,MF",17.0,0.6,1,0,0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0,2.0,0.0,2.0,0.0
Jules Koundé,Bordeaux,FRA,DF,19.0,46.0,5,0,0,29.0,25.0,0.0,5.0,59.0,35.0,0.0,2.0,0,254.0,128.0,109.0,54.0
Benoît Costil,Bordeaux,FRA,GK,31.0,45.0,0,0,0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0,38.0,7.0,3.0,70.0
Otávio,Bordeaux,BRA,MF,24.0,38.0,5,0,0,64.0,28.0,1.0,5.0,49.0,84.0,0.0,1.0,0,278.0,26.0,42.0,38.2
Jimmy Briand,Bordeaux,FRA,FW,32.0,34.4,4,0,0,44.0,55.0,23.0,17.0,5.0,9.0,1.0,0.0,0,79.0,54.0,109.0,33.1
Maxime Poundjé,Bordeaux,FRA,DF,25.0,34.3,4,0,0,26.0,25.0,1.0,118.0,33.0,41.0,0.0,0.0,0,142.0,41.0,43.0,48.8
François Kamano,Bordeaux,GUI,"FW,MF",22.0,33.2,7,0,0,55.0,54.0,12.0,35.0,17.0,19.0,1.0,0.0,0,152.0,7.0,20.0,25.9
Pablo,Bordeaux,BRA,DF,27.0,29.5,3,3,0,25.0,17.0,3.0,0.0,48.0,19.0,0.0,2.0,0,197.0,93.0,44.0,67.9
Youssouf Sabaly,Bordeaux,SEN,DF,25.0,29.2,3,0,0,36.0,38.0,4.0,65.0,30.0,37.0,1.0,0.0,0,179.0,21.0,30.0,41.2
Sergi Palencia,Bordeaux,ESP,DF,22.0,27.0,8,0,0,34.0,31.0,1.0,84.0,22.0,54.0,0.0,1.0,0,142.0,26.0,46.0,36.1
Samuel Kalu,Bordeaux,NGA,FW,20.0,22.5,6,1,0,24.0,48.0,3.0,134.0,9.0,24.0,1.0,0.0,0,116.0,27.0,42.0,39.1
Jaroslav Plašil,Bordeaux,CZE,MF,36.0,21.6,3,0,0,20.0,30.0,1.0,29.0,26.0,27.0,0.0,0.0,0,118.0,29.0,36.0,44.6
Younousse Sankharé,Bordeaux,SEN,MF,28.0,21.1,9,0,0,41.0,44.0,8.0,2.0,11.0,14.0,1.0,0.0,0,112.0,21.0,20.0,51.2
Lukas Lerager,Bordeaux,DEN,MF,25.0,19.3,4,0,0,26.0,23.0,0.0,8.0,37.0,26.0,0.0,0.0,0,130.0,28.0,27.0,50.9
Yann Karamoh,Bordeaux,FRA,FW,20.0,18.6,2,0,0,13.0,31.0,5.0,78.0,7.0,4.0,0.0,0.0,0,77.0,0.0,16.0,0.0
Vukašin Jovanović,Bordeaux,SRB,DF,22.0,18.3,8,1,0,20.0,17.0,0.0,1.0,39.0,21.0,0.0,1.0,0,112.0,38.0,39.0,49.4
Toma Bašić,Bordeaux,CRO,MF,21.0,17.2,4,0,0,25.0,25.0,0.0,49.0,9.0,18.0,0.0,0.0,0,55.0,31.0,28.0,52.5
Nicolas de Préville,Bordeaux,FRA,"FW,MF",27.0,16.6,6,0,0,47.0,41.0,4.0,78.0,11.0,20.0,0.0,1.0,0,79.0,32.0,39.0,45.1
Andreas Cornelius,Bordeaux,DEN,FW,25.0,13.0,4,0,0,45.0,20.0,9.0,6.0,1.0,3.0,0.0,0.0,0,31.0,91.0,65.0,58.3
Aurélien Tchouaméni,Bordeaux,FRA,MF,18.0,11.0,3,0,0,26.0,12.0,1.0,2.0,26.0,17.0,0.0,0.0,0,53.0,15.0,18.0,45.5
Igor Lewczuk,Bordeaux,POL,DF,33.0,6.0,0,0,0,5.0,0.0,0.0,3.0,4.0,9.0,0.0,0.0,0,27.0,14.0,10.0,58.3
Zaydou Youssouf,Bordeaux,FRA,"MF,FW",19.0,5.8,1,0,0,10.0,15.0,1.0,10.0,5.0,7.0,0.0,0.0,0,22.0,7.0,10.0,41.2
Gaëtan Poussin,Bordeaux,FRA,GK,19.0,3.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,100.0
Alexandre Lauray,Bordeaux,FRA,DF,21.0,2.9,1,0,0,2.0,1.0,0.0,0.0,4.0,6.0,0.0,0.0,0,18.0,4.0,5.0,44.4
Yacine Adli,Bordeaux,FRA,MF,18.0,2.4,1,0,0,4.0,1.0,0.0,9.0,2.0,2.0,0.0,0.0,0,16.0,2.0,1.0,66.7
Josh Maja,Bordeaux,NGA,FW,19.0,2.2,1,0,0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0,10.0,4.0,3.0,57.1
Yassine Benrahou,Bordeaux,FRA,"MF,FW",19.0,2.0,0,0,0,2.0,4.0,0.0,16.0,2.0,6.0,0.0,0.0,0,12.0,1.0,6.0,14.3
Valentín Vada,Bordeaux,ARG,MF,22.0,1.2,0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,2.0,0.0,1.0,0.0
Milan Gajić,Bordeaux,SRB,DF,22.0,1.0,0,0,0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0,2.0,1.0,3.0,25.0
Gaëtan Laborde,Bordeaux,FRA,FW,24.0,1.0,0,0,0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0,7.0,4.0,8.0,33.3
Driss Trichard,Bordeaux,FRA,DF,23.0,1.0,0,0,0,2.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,0,8.0,0.0,1.0,0.0
Till Cissokho,Bordeaux,FRA,DF,18.0,0.9,0,0,0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0,4.0,3.0,1.0,75.0
Régis Gurtner,Amiens,FRA,GK,31.0,38.0,4,0,0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,0,55.0,6.0,0.0,100.0
Bakaye Dibassy,Amiens,MLI,DF,28.0,34.7,5,1,0,36.0,16.0,2.0,51.0,46.0,26.0,0.0,1.0,0,181.0,51.0,59.0,46.4
Emil Krafth,Amiens,SWE,DF,23.0,34.0,2,0,0,40.0,35.0,0.0,72.0,23.0,36.0,0.0,1.0,0,152.0,42.0,32.0,56.8
Thomas Monconduit,Amiens,FRA,MF,27.0,31.9,6,0,0,52.0,40.0,1.0,11.0,37.0,47.0,0.0,0.0,0,172.0,48.0,36.0,57.1
Prince-Désir Gouano,Amiens,FRA,DF,24.0,31.1,2,0,0,32.0,41.0,0.0,2.0,46.0,18.0,0.0,2.0,1,122.0,66.0,43.0,60.6
Eddy Gnahoré,Amiens,FRA,MF,24.0,28.4,5,2,2,36.0,9.0,3.0,4.0,23.0,28.0,0.0,0.0,0,160.0,29.0,27.0,51.8
Juan Ferney Otero,Amiens,COL,"FW,MF",23.0,27.0,2,0,0,33.0,41.0,15.0,95.0,22.0,14.0,0.0,0.0,0,127.0,43.0,63.0,40.6
Alexis Blin,Amiens,FRA,MF,21.0,25.1,6,0,0,31.0,35.0,1.0,5.0,35.0,46.0,0.0,1.0,0,162.0,48.0,49.0,49.5
Jordan Lefort,Amiens,FRA,DF,24.0,23.7,4,1,0,16.0,15.0,1.0,22.0,52.0,20.0,0.0,1.0,0,101.0,61.0,30.0,67.0
Khaled Adénon,Amiens,BEN,DF,33.0,23.4,10,2,2,36.0,22.0,2.0,0.0,33.0,23.0,0.0,0.0,1,107.0,51.0,58.0,46.8
Stiven Mendoza,Amiens,COL,"FW,MF",26.0,22.5,4,0,0,24.0,48.0,2.0,87.0,20.0,18.0,0.0,0.0,0,122.0,8.0,14.0,36.4
Moussa Konaté,Amiens,SEN,FW,25.0,21.1,2,0,0,44.0,38.0,24.0,7.0,5.0,8.0,1.0,0.0,0,44.0,51.0,85.0,37.5
Saman Ghoddos,Amiens,IRN,"FW,MF",24.0,20.5,4,0,0,28.0,43.0,5.0,107.0,7.0,17.0,0.0,0.0,0,87.0,15.0,25.0,37.5
Cheick Timite,Amiens,CIV,"FW,MF",20.0,19.1,2,0,0,45.0,28.0,3.0,28.0,14.0,14.0,0.0,1.0,0,61.0,21.0,34.0,38.2
Erik Pieters,Amiens,NED,DF,29.0,14.0,2,0,0,17.0,23.0,0.0,44.0,17.0,28.0,0.0,0.0,0,62.0,21.0,21.0,50.0
Mathieu Bodmer,Amiens,FRA,"MF,FW",35.0,13.9,1,0,0,16.0,17.0,3.0,3.0,3.0,12.0,0.0,0.0,0,42.0,40.0,44.0,47.6
Serhou Guirassy,Amiens,GUI,FW,22.0,12.3,0,1,0,16.0,40.0,7.0,10.0,4.0,5.0,0.0,0.0,0,38.0,91.0,59.0,60.7
Oualid El Hajjam,Amiens,MAR,"DF,MF",27.0,10.0,1,0,0,15.0,11.0,0.0,22.0,17.0,12.0,0.0,1.0,0,31.0,12.0,8.0,60.0
Ganso,Amiens,BRA,"MF,FW",28.0,6.8,1,0,0,9.0,9.0,0.0,9.0,6.0,8.0,0.0,0.0,0,35.0,5.0,4.0,55.6
Rafał Kurzawa,Amiens,POL,FW,25.0,5.4,2,0,0,4.0,9.0,0.0,26.0,5.0,3.0,0.0,0.0,0,14.0,6.0,4.0,60.0
Matthieu Dreyer,Amiens,FRA,GK,29.0,4.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
Sanasi Sy,Amiens,FRA,MF,19.0,3.0,1,0,0,3.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,
Bongani Zungu,Amiens,RSA,MF,25.0,2.6,2,0,0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0,19.0,0.0,5.0,0.0
Quentin Cornette,Amiens,FRA,"FW,MF",24.0,2.3,0,0,0,3.0,7.0,1.0,7.0,1.0,1.0,0.0,0.0,0,6.0,0.0,1.0,0.0
Gaoussou Traoré,Amiens,MLI,MF,18.0,2.2,1,0,0,6.0,7.0,0.0,0.0,1.0,5.0,0.0,0.0,0,7.0,3.0,1.0,75.0
Guessouma Fofana,Amiens,MTN,MF,25.0,2.1,1,0,0,5.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,0,11.0,3.0,2.0,60.0
Max Gradel,Toulouse,CIV,"FW,MF",30.0,38.7,7,0,0,73.0,97.0,19.0,148.0,18.0,38.0,3.0,0.0,0,178.0,40.0,77.0,34.2
Christopher Jullien,Toulouse,FRA,DF,25.0,34.5,8,0,0,44.0,18.0,2.0,0.0,41.0,24.0,0.0,1.0,0,149.0,140.0,49.0,74.1
Kelvin Amian,Toulouse,FRA,DF,20.0,33.3,6,0,0,39.0,11.0,3.0,21.0,36.0,45.0,0.0,1.0,0,148.0,47.0,49.0,49.0
Baptiste Reynet,Toulouse,FRA,GK,27.0,31.0,0,1,0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1,28.0,9.0,2.0,81.8
Mathieu Dossevi,Toulouse,TOG,"FW,MF",30.0,28.8,0,0,0,28.0,48.0,19.0,198.0,33.0,28.0,2.0,0.0,0,133.0,13.0,32.0,28.9
Ibrahim Sangaré,Toulouse,CIV,MF,20.0,27.4,7,0,0,51.0,39.0,2.0,11.0,29.0,66.0,0.0,0.0,0,251.0,39.0,29.0,57.4
Issiaga Sylla,Toulouse,GUI,"DF,MF",24.0,26.3,8,0,0,37.0,15.0,4.0,53.0,46.0,37.0,0.0,0.0,0,137.0,58.0,45.0,56.3
Manu García,Toulouse,ESP,MF,20.0,22.5,3,1,1,31.0,49.0,0.0,7.0,16.0,26.0,0.0,0.0,0,101.0,3.0,14.0,17.6
François Moubandje,Toulouse,SUI,DF,28.0,21.5,3,0,0,22.0,19.0,1.0,41.0,27.0,22.0,0.0,0.0,0,117.0,39.0,37.0,51.3
Jimmy Durmaz,Toulouse,SWE,"MF,FW",29.0,21.4,5,0,0,27.0,18.0,1.0,87.0,11.0,22.0,0.0,0.0,0,121.0,9.0,24.0,27.3
Gen Shoji,Toulouse,JPN,DF,25.0,20.3,2,0,0,10.0,9.0,0.0,0.0,23.0,16.0,0.0,0.0,0,110.0,21.0,22.0,48.8
Aaron Leya Iseka,Toulouse,BEL,FW,20.0,18.7,2,1,0,23.0,17.0,8.0,2.0,1.0,5.0,0.0,0.0,0,25.0,31.0,47.0,39.7
Yannick Cahuzac,Toulouse,FRA,"MF,DF",33.0,17.8,8,1,0,24.0,21.0,0.0,1.0,26.0,20.0,0.0,1.0,0,101.0,32.0,22.0,59.3
Kalidou Sidibé,Toulouse,FRA,MF,19.0,16.9,10,0,0,44.0,18.0,0.0,0.0,22.0,13.0,0.0,0.0,0,94.0,64.0,31.0,67.4
Yaya Sanogo,Toulouse,FRA,FW,25.0,15.1,3,0,0,43.0,31.0,6.0,2.0,3.0,3.0,2.0,1.0,0,41.0,63.0,59.0,51.6
John Bostock,Toulouse,TRI,MF,26.0,14.4,1,0,0,21.0,16.0,0.0,24.0,20.0,17.0,0.0,0.0,0,50.0,14.0,10.0,58.3
Steven Moreira,Toulouse,CPV,"DF,MF",23.0,13.9,2,0,0,13.0,5.0,2.0,31.0,11.0,10.0,0.0,0.0,0,49.0,5.0,14.0,26.3
Mauro Goicoechea,Toulouse,URU,GK,30.0,11.3,0,0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,2.0,0.0,100.0
Bafodé Diakité,Toulouse,FRA,DF,17.0,10.4,2,0,0,9.0,7.0,0.0,5.0,13.0,10.0,0.0,1.0,0,42.0,22.0,21.0,51.2
Corentin Jean,Toulouse,FRA,"FW,MF",23.0,9.6,2,0,0,12.0,21.0,5.0,34.0,4.0,8.0,1.0,0.0,0,35.0,13.0,27.0,32.5
Jean-Clair Todibo,Toulouse,FRA,DF,18.0,9.3,3,1,1,13.0,5.0,0.0,0.0,14.0,18.0,1.0,1.0,0,62.0,24.0,17.0,58.5
Ndombe Mubele,Toulouse,COD,FW,24.0,6.5,1,0,0,7.0,14.0,2.0,7.0,2.0,4.0,0.0,0.0,0,11.0,4.0,8.0,33.3
Stéphane Mbia,Toulouse,CMR,"DF,MF",32.0,5.0,1,0,0,5.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0,20.0,10.0,9.0,52.6
Steven Fortes,Toulouse,CPV,DF,26.0,2.5,0,0,0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0,2.0,7.0,2.0,77.8
Hakim El Mokeddem,Toulouse,FRA,MF,19.0,1.6,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,
Clément Michelin,Toulouse,FRA,DF,21.0,1.0,0,0,0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0,3.0,2.0,1.0,66.7
Steeve Yago,Toulouse,BFA,DF,25.0,1.0,1,0,0,,,,,,,,,0,,,,
Yann Bodiger,Toulouse,FRA,MF,23.0,0.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,
Nathan N'Goumou,Toulouse,FRA,FW,18.0,0.8,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,5.0,0.0,2.0,0.0
Kamil Glik,Monaco,POL,DF,30.0,42.5,10,0,0,33.0,41.0,2.0,2.0,70.0,30.0,0.0,3.0,0,159.0,107.0,85.0,55.7
Jemerson,Monaco,BRA,DF,25.0,34.8,10,1,1,53.0,22.0,1.0,0.0,34.0,46.0,0.0,1.0,0,136.0,69.0,43.0,61.6
Radamel Falcao,Monaco,COL,FW,32.0,33.2,12,0,0,78.0,71.0,20.0,9.0,5.0,19.0,1.0,1.0,0,95.0,95.0,107.0,47.0
Aleksandr Golovin,Monaco,RUS,"FW,MF",22.0,29.5,7,1,0,54.0,48.0,1.0,69.0,26.0,23.0,0.0,0.0,0,150.0,9.0,23.0,28.1
Youri Tielemans,Monaco,BEL,MF,21.0,29.0,9,0,0,33.0,48.0,0.0,85.0,31.0,34.0,0.0,0.0,0,168.0,35.0,25.0,58.3
Diego Benaglio,Monaco,SUI,GK,34.0,28.4,2,0,0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0,27.0,6.0,0.0,100.0
Djibril Sidibé,Monaco,FRA,"DF,MF",26.0,28.3,7,0,0,47.0,37.0,11.0,100.0,34.0,41.0,0.0,2.0,0,164.0,32.0,35.0,47.8
Benjamin Henrichs,Monaco,GER,"DF,MF",21.0,27.2,3,0,0,39.0,50.0,4.0,59.0,40.0,46.0,0.0,0.0,0,117.0,15.0,20.0,42.9
Benoît Badiashile,Monaco,FRA,DF,17.0,25.9,4,0,0,15.0,7.0,0.0,0.0,22.0,20.0,1.0,1.0,1,108.0,37.0,15.0,71.2
Rony Lopes,Monaco,POR,"FW,MF",22.0,24.7,2,0,0,17.0,32.0,7.0,160.0,8.0,24.0,0.0,0.0,0,84.0,7.0,21.0,25.0
Fodé Ballo-Touré,Monaco,SEN,DF,21.0,20.0,5,0,0,17.0,22.0,1.0,77.0,29.0,34.0,0.0,0.0,1,101.0,29.0,26.0,52.7
Youssef Aït Bennasser,Monaco,MAR,MF,22.0,17.0,2,0,0,13.0,14.0,0.0,3.0,15.0,18.0,0.0,0.0,0,132.0,8.0,10.0,44.4
Gelson Martins,Monaco,POR,"FW,MF",23.0,16.3,1,0,0,14.0,25.0,2.0,58.0,8.0,12.0,0.0,0.0,0,75.0,7.0,19.0,26.9
Moussa Sylla,Monaco,FRA,FW,18.0,15.5,1,0,0,11.0,21.0,2.0,20.0,5.0,6.0,1.0,0.0,0,33.0,20.0,54.0,27.0
Danijel Subašić,Monaco,CRO,GK,33.0,15.5,1,0,0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,4.0,0.0,100.0
Jean-Eudes Aholou,Monaco,CIV,"MF,FW",24.0,14.9,3,0,0,30.0,21.0,0.0,5.0,23.0,14.0,0.0,0.0,0,93.0,24.0,27.0,47.1
Sofiane Diop,Monaco,FRA,"FW,MF",18.0,14.5,2,0,0,26.0,20.0,1.0,24.0,11.0,10.0,0.0,0.0,0,62.0,9.0,17.0,34.6
Adrien Silva,Monaco,POR,MF,29.0,13.2,6,0,0,22.0,17.0,0.0,6.0,16.0,31.0,0.0,0.0,0,118.0,21.0,15.0,58.3
Cesc Fàbregas,Monaco,ESP,MF,31.0,12.3,2,0,0,6.0,17.0,0.0,31.0,9.0,10.0,0.0,0.0,0,69.0,7.0,18.0,28.0
Nacer Chadli,Monaco,BEL,MF,28.0,11.8,1,0,0,11.0,8.0,3.0,46.0,6.0,6.0,0.0,0.0,0,45.0,28.0,11.0,71.8
Andrea Raggi,Monaco,ITA,DF,34.0,10.5,2,1,0,1.0,12.0,1.0,12.0,14.0,6.0,0.0,0.0,0,36.0,5.0,7.0,41.7
Samuel Grandsir,Monaco,FRA,"MF,FW",21.0,8.9,2,1,0,16.0,6.0,4.0,60.0,4.0,11.0,0.0,0.0,0,48.0,4.0,9.0,30.8
Antonio Barreca,Monaco,ITA,DF,23.0,8.4,2,0,0,8.0,10.0,0.0,34.0,7.0,9.0,0.0,1.0,0,31.0,12.0,13.0,48.0
Pelé,Monaco,GNB,MF,26.0,7.1,1,0,0,10.0,7.0,0.0,1.0,5.0,8.0,1.0,0.0,0,30.0,7.0,5.0,58.3
Carlos Vinícius,Monaco,BRA,"FW,MF",23.0,5.8,3,0,0,12.0,7.0,9.0,4.0,1.0,1.0,1.0,0.0,0,22.0,13.0,22.0,37.1
Naldo,Monaco,BRA,DF,35.0,5.7,0,2,0,5.0,2.0,0.0,0.0,6.0,4.0,0.0,0.0,0,12.0,15.0,8.0,65.2
Stevan Jovetić,Monaco,MNE,FW,28.0,5.6,1,0,0,5.0,6.0,1.0,2.0,2.0,2.0,0.0,0.0,0,11.0,5.0,9.0,35.7
Giulian Biancone,Monaco,FRA,DF,18.0,4.9,2,0,0,6.0,2.0,0.0,6.0,7.0,8.0,0.0,0.0,0,17.0,1.0,4.0,20.0
Julien Serrano,Monaco,FRA,DF,20.0,4.8,3,0,0,5.0,1.0,1.0,7.0,5.0,8.0,0.0,0.0,0,6.0,1.0,1.0,50.0
Loic Badiashile,Monaco,FRA,GK,20.0,4.3,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,
Almamy Touré,Monaco,MLI,DF,22.0,4.0,0,0,0,5.0,2.0,0.0,4.0,13.0,6.0,0.0,0.0,0,16.0,14.0,3.0,82.4
Ronaël Pierre-Gabriel,Monaco,FRA,DF,20.0,3.9,1,0,0,4.0,6.0,0.0,1.0,3.0,8.0,0.0,0.0,0,9.0,6.0,6.0,50.0
Romain Faivre,Monaco,FRA,MF,20.0,3.8,1,0,0,5.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,0,4.0,1.0,0.0,100.0
Jordi Mboula,Monaco,ESP,MF,19.0,3.7,1,0,0,6.0,5.0,0.0,33.0,2.0,1.0,0.0,0.0,0,12.0,2.0,6.0,25.0
Kévin N'Doram,Monaco,FRA,MF,22.0,3.2,2,0,0,9.0,3.0,0.0,0.0,7.0,5.0,0.0,0.0,0,15.0,6.0,2.0,75.0
Adama Traoré,Monaco,MLI,"FW,MF",23.0,2.9,1,0,0,3.0,4.0,0.0,3.0,4.0,1.0,0.0,0.0,0,12.0,9.0,6.0,60.0
Han-Noah Massengo,Monaco,FRA,MF,17.0,2.7,0,0,0,0.0,4.0,0.0,2.0,7.0,5.0,0.0,0.0,0,14.0,2.0,0.0,100.0
Seydou Sy,Monaco,SEN,GK,22.0,2.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,
William Vainqueur,Monaco,FRA,MF,29.0,1.0,0,1,0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0,10.0,2.0,1.0,66.7
Khéphren Thuram,Monaco,FRA,MF,17.0,1.0,0,0,0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0,4.0,0.0,0.0,
Jonathan Panzo,Monaco,ENG,DF,17.0,1.0,1,0,0,,,,,,,,,0,,,,
Wilson Isidor,Monaco,FRA,FW,17.0,0.9,0,0,0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,
Pietro Pellegri,Monaco,ITA,"FW,MF",17.0,0.9,1,0,0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2.0,1.0,5.0,16.7
Keita Baldé,Monaco,SEN,"FW,MF",23.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,
Gobe Gouano,Monaco,FRA,FW,17.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,2.0,33.3
Willem Geubbels,Monaco,FRA,MF,16.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,
Wesley Lautoa,Dijon,NCL,"DF,MF",30.0,36.8,12,1,1,53.0,38.0,0.0,0.0,93.0,58.0,0.0,1.0,1,208.0,51.0,62.0,45.1
Júlio Tavares,Dijon,CPV,FW,29.0,35.0,4,0,0,45.0,45.0,14.0,14.0,17.0,9.0,1.0,0.0,0,59.0,231.0,225.0,50.7
Cédric Yamberé,Dijon,CTA,DF,27.0,34.2,5,0,0,32.0,33.0,1.0,2.0,52.0,31.0,0.0,0.0,0,150.0,62.0,76.0,44.9
Oussama Haddadi,Dijon,TUN,DF,26.0,33.8,7,1,1,29.0,11.0,4.0,120.0,46.0,25.0,0.0,0.0,0,170.0,28.0,42.0,40.0
Romain Amalfitano,Dijon,FRA,"MF,FW",28.0,32.6,4,1,0,43.0,32.0,1.0,27.0,48.0,34.0,0.0,0.0,0,154.0,13.0,35.0,27.1
Naïm Sliti,Dijon,TUN,"MF,FW",26.0,30.2,2,0,0,33.0,72.0,9.0,143.0,11.0,34.0,1.0,0.0,0,120.0,8.0,31.0,20.5
Rúnar Alex Rúnarsson,Dijon,ISL,GK,23.0,30.0,1,0,0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0,33.0,10.0,0.0,100.0
