Player,Nation,Age,Club,90 minutes played,Minutes played,Position,Passes completed,Passes attempted,Completed passes %,Total pass distance,Progressive pass distance,Short passes completed,Short passes attempted,Short passes completed %,Medium passes completed,Medium passes attempted,Medium passes completed %,Long passes completed,Long passes attempted,Long passes completed %,Assists,Expected Assisted Goals,Expected Assists,A minus xAG,Key Passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Progressive passes,Shot creating actions,Shot creating actions per 90,Shot creating actions by live-ball passes,Shot creating actions by dead-ball passes,Successful Take-Ons that led to a shot,Shots that led to another shot attempt,Fouls drawn that led to a shot attempt,Defensive actions that led to a shot attempt,Goal creating actions,Goal creating actions per 90,Goal creating actions by live-ball passes,Goal creating actions by dead-ball passes,Successful Take-Ons that led to a goal,Shots that led to another goal-scoring shot,Fouls drawn that led to a goal,Defensive actions that led to a goal,Goals,Shots on target,Shots on target %,Shots per 90,Shots on target per 90,Goals per shot,Goals per shot on target,Average shooting distance,Shots from free kicks,Penalty kicks made,Penalty kicks attempted,Expected Goals,Non-penalty expected goals,Non-penalty expected goals/Shot,Goals minus expected Goals,Non-penalty goals minus non-penalty expected Goals,Tackles,Tackles won,Tackles in defensive 1/3,Tackles in middle 1/3,Tackles in attacking 1/3,Dribblers tackled,% of dribblers tackled,Challenges lost,Balls blocked,Passes blocked,Interceptions,Number of tackles and interceptions,Clearances,Errors,Tackles won %,Touches,Touches in defensive penalty area,Touches in defensive 1/3,Touches in middle 1/3,Touches in attacking 1/3,Touches in attacking penalty area,Live-ball touches,Take ons attempted,Successful take ons,Successful take ons %,Times tackled during take on,Times tackled during take on %,Times ball carried with feet,Total moved ball distance,Progressive moved ball distance,Progressive Carries,Carries into final 1/3,Carries into penalty area,Miscontrols,Dispossessed,Passes received,Progressive Passes Received,Yellow cards,Red cards,Second yellow card,Fouls committed,Offsides,Crosses,Penalty kicks won,Penalty kicks conceded,Own goals,Recoveries,Aerial duels won,Aerial duels won %
Georginio Wijnaldum,NED,27,Liverpool,30.3,2725,MF,2031.0,2274.0,89.3,31423.0,6967.0,1078.0,1166.0,92.5,749.0,802.0,93.4,123.0,161.0,76.4,0.0,2.2,2.8,-2.2,31.0,189.0,23.0,0.0,222.0,72.0,1.75,58.0,3.0,3.0,3.0,3.0,2.0,10.0,0.24,8.0,0.0,0.0,1.0,1.0,0.0,5,10.0,23.8,1.02,0.24,0.12,0.5,15.9,0.0,0,0,3.6,3.6,0.09,1.4,1.4,53.0,34.0,18.0,24.0,11.0,18.0,50.0,18.0,28.0,20.0,23.0,76.0,28.0,0.0,0.6415094339622641,2603.0,47.0,356.0,1755.0,528.0,61.0,2603.0,62.0,38.0,61.3,24.0,38.7,1800.0,8660.0,4089.0,62.0,68.0,5.0,71.0,58.0,1965.0,99.0,4.0,0.0,0.0,25.0,3.0,13.0,1.0,0.0,0.0,248.0,41.0,48.2
Roberto Firmino,BRA,26,Liverpool,29.0,2607,FW,1304.0,1639.0,79.6,16764.0,4456.0,775.0,917.0,84.5,356.0,442.0,80.5,42.0,66.0,63.6,7.0,6.6,7.3,0.4,55.0,113.0,65.0,2.0,187.0,140.0,3.76,111.0,1.0,10.0,11.0,3.0,4.0,19.0,0.51,14.0,0.0,3.0,1.0,1.0,0.0,16,39.0,42.4,2.47,1.05,0.16,0.38,15.1,0.0,1,1,16.0,15.2,0.17,0.0,-0.2,42.0,29.0,7.0,22.0,13.0,10.0,20.0,40.0,46.0,45.0,9.0,50.0,19.0,1.0,0.6904761904761905,2048.0,22.0,112.0,984.0,972.0,193.0,2047.0,88.0,59.0,67.0,29.0,33.0,1348.0,6414.0,2894.0,75.0,66.0,18.0,106.0,75.0,1643.0,310.0,0.0,0.0,0.0,48.0,8.0,16.0,0.0,0.0,0.0,142.0,37.0,27.8
Trent Alexander-Arnold,ENG,19,Liverpool,27.4,2462,DF,2115.0,2969.0,71.2,39694.0,14377.0,882.0,1033.0,85.4,910.0,1193.0,76.3,279.0,583.0,47.9,14.0,10.5,9.9,3.5,70.0,162.0,80.0,38.0,210.0,129.0,3.43,85.0,32.0,7.0,2.0,1.0,2.0,23.0,0.61,16.0,6.0,0.0,0.0,0.0,1.0,1,10.0,24.4,1.09,0.27,0.02,0.1,24.8,10.0,0,0,2.4,2.4,0.06,-1.4,-1.4,82.0,49.0,42.0,28.0,12.0,49.0,56.3,38.0,27.0,23.0,53.0,135.0,90.0,1.0,0.5975609756097561,3346.0,101.0,729.0,1594.0,1057.0,51.0,3346.0,36.0,21.0,58.3,15.0,41.7,1821.0,7377.0,4467.0,94.0,87.0,11.0,52.0,20.0,1996.0,226.0,3.0,0.0,0.0,21.0,5.0,274.0,0.0,0.0,0.0,245.0,16.0,34.0
Fabinho,BRA,24,Liverpool,22.4,2017,MF,1745.0,2078.0,84.0,29846.0,7814.0,782.0,886.0,88.3,778.0,876.0,88.8,137.0,223.0,61.4,2.0,2.3,2.2,-0.3,20.0,168.0,24.0,3.0,181.0,52.0,1.7,42.0,0.0,2.0,2.0,3.0,3.0,5.0,0.16,4.0,0.0,0.0,0.0,1.0,0.0,1,5.0,22.7,0.68,0.15,0.05,0.2,24.3,0.0,0,0,1.1,1.1,0.06,-0.1,-0.1,86.0,55.0,26.0,55.0,5.0,36.0,38.7,57.0,39.0,33.0,42.0,126.0,42.0,2.0,0.6395348837209303,2369.0,71.0,392.0,1662.0,333.0,20.0,2369.0,19.0,12.0,63.2,7.0,36.8,1432.0,6920.0,3596.0,29.0,45.0,0.0,18.0,17.0,1663.0,23.0,10.0,0.0,0.0,50.0,0.0,10.0,0.0,0.0,0.0,183.0,75.0,61.0
Jordan Henderson,ENG,28,Liverpool,22.1,1987,MF,1956.0,2301.0,85.0,34640.0,8332.0,852.0,944.0,90.3,792.0,881.0,89.9,236.0,335.0,70.4,4.0,4.3,4.3,-0.3,31.0,212.0,40.0,9.0,219.0,74.0,2.39,67.0,2.0,2.0,2.0,0.0,1.0,10.0,0.32,9.0,0.0,0.0,1.0,0.0,0.0,1,3.0,12.0,0.8,0.1,0.04,0.33,19.6,0.0,0,0,2.2,2.2,0.09,-1.2,-1.2,64.0,52.0,23.0,34.0,7.0,22.0,40.7,32.0,36.0,33.0,43.0,107.0,27.0,0.0,0.8125,2573.0,46.0,354.0,1728.0,509.0,47.0,2573.0,20.0,10.0,50.0,10.0,50.0,1674.0,6984.0,3192.0,52.0,35.0,6.0,28.0,12.0,1836.0,78.0,4.0,1.0,1.0,38.0,2.0,52.0,0.0,0.0,0.0,236.0,36.0,55.4
James Milner,ENG,32,Liverpool,19.9,1789,MF,1794.0,2262.0,79.3,31423.0,10489.0,874.0,963.0,90.8,660.0,777.0,84.9,213.0,379.0,56.2,6.0,6.6,7.2,-0.6,63.0,174.0,57.0,14.0,245.0,118.0,3.95,66.0,40.0,5.0,4.0,2.0,1.0,12.0,0.4,9.0,3.0,0.0,0.0,0.0,0.0,7,8.0,24.2,1.05,0.25,0.06,0.25,22.2,1.0,5,5,5.7,1.8,0.06,1.3,0.2,67.0,37.0,23.0,35.0,9.0,29.0,44.6,36.0,55.0,49.0,28.0,94.0,43.0,0.0,0.5522388059701493,2580.0,50.0,431.0,1355.0,808.0,64.0,2575.0,27.0,19.0,70.4,8.0,29.6,1562.0,6334.0,3345.0,60.0,57.0,9.0,41.0,24.0,1722.0,195.0,9.0,1.0,1.0,47.0,1.0,191.0,0.0,0.0,0.0,214.0,34.0,41.0
Joël Matip,CMR,26,Liverpool,17.1,1537,DF,1545.0,1799.0,85.9,29507.0,9938.0,483.0,547.0,88.3,922.0,979.0,94.2,123.0,233.0,52.8,1.0,0.4,1.0,0.6,6.0,88.0,6.0,0.0,83.0,24.0,0.96,20.0,0.0,1.0,1.0,1.0,1.0,4.0,0.16,3.0,0.0,0.0,0.0,0.0,1.0,1,2.0,14.3,0.54,0.08,0.07,0.5,9.3,0.0,0,0,1.3,1.3,0.09,-0.3,-0.3,52.0,36.0,32.0,15.0,5.0,21.0,55.3,17.0,22.0,12.0,47.0,98.0,116.0,0.0,0.6923076923076923,2076.0,150.0,865.0,1142.0,79.0,27.0,2076.0,10.0,8.0,80.0,2.0,20.0,1261.0,6374.0,4417.0,35.0,25.0,1.0,7.0,2.0,1390.0,2.0,6.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,146.0,90.0,71.4
Naby Keïta,GUI,23,Liverpool,15.4,1390,MF,1006.0,1156.0,87.0,14031.0,3386.0,582.0,645.0,90.2,320.0,360.0,88.9,46.0,59.0,78.0,1.0,1.2,2.0,-0.2,13.0,98.0,31.0,0.0,116.0,49.0,2.7,38.0,0.0,4.0,6.0,1.0,0.0,5.0,0.28,5.0,0.0,0.0,0.0,0.0,0.0,3,13.0,37.1,1.74,0.65,0.09,0.23,18.6,0.0,0,0,2.3,2.3,0.07,0.7,0.7,50.0,27.0,16.0,28.0,6.0,21.0,38.2,34.0,33.0,28.0,17.0,67.0,19.0,1.0,0.54,1412.0,32.0,150.0,855.0,430.0,60.0,1412.0,54.0,32.0,59.3,22.0,40.7,970.0,6065.0,3409.0,81.0,88.0,14.0,40.0,34.0,1083.0,84.0,2.0,0.0,0.0,32.0,0.0,6.0,0.0,0.0,0.0,131.0,13.0,34.2
Joe Gomez,ENG,21,Liverpool,11.8,1063,DF,1080.0,1289.0,83.8,19943.0,6601.0,368.0,414.0,88.9,605.0,672.0,90.0,89.0,163.0,54.6,0.0,0.6,0.7,-0.6,9.0,56.0,7.0,1.0,70.0,20.0,1.13,17.0,2.0,0.0,0.0,1.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,0,1.0,14.3,0.4,0.06,0.0,0.0,16.9,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4,26.0,12.0,16.0,8.0,2.0,12.0,52.2,11.0,11.0,6.0,20.0,46.0,56.0,0.0,0.4615384615384615,1437.0,67.0,457.0,883.0,106.0,11.0,1437.0,8.0,7.0,87.5,1.0,12.5,896.0,3932.0,2157.0,12.0,6.0,1.0,17.0,7.0,963.0,26.0,3.0,0.0,0.0,17.0,0.0,10.0,0.0,0.0,0.0,108.0,40.0,59.7
Xherdan Shaqiri,SUI,26,Liverpool,11.8,1064,FW,611.0,803.0,76.1,9754.0,2502.0,333.0,381.0,87.4,181.0,233.0,77.7,68.0,123.0,55.3,5.0,2.5,3.1,2.5,22.0,49.0,39.0,6.0,98.0,45.0,3.27,32.0,7.0,1.0,3.0,2.0,0.0,13.0,0.94,8.0,2.0,1.0,2.0,0.0,0.0,6,11.0,31.4,2.22,0.7,0.17,0.55,19.9,6.0,0,0,4.3,4.3,0.14,1.7,1.7,15.0,6.0,3.0,9.0,3.0,9.0,42.9,12.0,9.0,8.0,7.0,22.0,8.0,0.0,0.4,932.0,8.0,78.0,447.0,416.0,30.0,932.0,17.0,6.0,35.3,11.0,64.7,639.0,3325.0,1278.0,37.0,40.0,7.0,27.0,21.0,707.0,89.0,2.0,0.0,0.0,10.0,4.0,66.0,0.0,0.0,0.0,75.0,3.0,30.0
Dejan Lovren,CRO,29,Liverpool,11.0,986,DF,840.0,972.0,86.4,15825.0,5627.0,288.0,312.0,92.3,482.0,526.0,91.6,58.0,112.0,51.8,0.0,0.1,0.4,-0.1,1.0,25.0,2.0,1.0,36.0,6.0,0.46,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.15,1.0,0.0,0.0,0.0,1.0,0.0,1,1.0,12.5,0.57,0.07,0.13,1.0,12.6,0.0,0,0,0.7,0.7,0.12,0.3,0.3,18.0,13.0,12.0,6.0,0.0,10.0,55.6,8.0,13.0,5.0,12.0,30.0,62.0,2.0,0.7222222222222222,1104.0,68.0,500.0,590.0,18.0,8.0,1104.0,1.0,0.0,0.0,1.0,100.0,673.0,2972.0,1834.0,3.0,3.0,0.0,3.0,2.0,782.0,2.0,1.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,52.0,54.0,64.3
Adam Lallana,ENG,30,Liverpool,5.2,468,MF,292.0,370.0,78.9,3282.0,846.0,198.0,226.0,87.6,51.0,68.0,75.0,7.0,14.0,50.0,0.0,0.6,1.0,-0.6,10.0,17.0,7.0,0.0,33.0,28.0,4.41,22.0,3.0,2.0,0.0,1.0,0.0,3.0,0.47,2.0,0.0,0.0,0.0,1.0,0.0,0,2.0,25.0,1.26,0.31,0.0,0.0,16.4,0.0,0,0,0.9,0.9,0.11,-0.9,-0.9,16.0,9.0,6.0,7.0,3.0,5.0,35.7,9.0,10.0,9.0,7.0,23.0,4.0,0.0,0.5625,452.0,4.0,42.0,218.0,192.0,36.0,452.0,14.0,10.0,71.4,4.0,28.6,288.0,1229.0,581.0,20.0,11.0,6.0,11.0,13.0,333.0,53.0,2.0,0.0,0.0,8.0,1.0,10.0,0.0,0.0,0.0,31.0,11.0,40.7
Daniel Sturridge,ENG,28,Liverpool,5.7,509,FW,188.0,241.0,78.0,2750.0,850.0,111.0,130.0,85.4,49.0,61.0,80.3,15.0,21.0,71.4,2.0,2.0,1.0,0.0,12.0,16.0,13.0,0.0,38.0,21.0,2.8,18.0,0.0,2.0,0.0,1.0,0.0,3.0,0.4,3.0,0.0,0.0,0.0,0.0,0.0,4,10.0,32.3,3.17,1.02,0.13,0.4,19.1,0.0,0,0,2.8,2.8,0.11,0.2,0.2,3.0,5.0,1.0,1.0,1.0,2.0,66.7,1.0,5.0,4.0,2.0,5.0,0.0,0.0,1.6666666666666667,322.0,1.0,11.0,162.0,152.0,33.0,322.0,14.0,9.0,64.3,5.0,35.7,237.0,1163.0,445.0,15.0,14.0,4.0,24.0,13.0,263.0,53.0,2.0,0.0,0.0,6.0,6.0,3.0,0.0,0.0,0.0,26.0,4.0,15.4
Divock Origi,BEL,23,Liverpool,4.1,371,FW,116.0,170.0,68.2,1650.0,377.0,74.0,94.0,78.7,19.0,33.0,57.6,10.0,15.0,66.7,1.0,0.2,0.7,0.8,3.0,10.0,4.0,0.0,11.0,14.0,2.13,8.0,0.0,2.0,2.0,2.0,0.0,2.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0,7,10.0,58.8,2.24,1.32,0.41,0.7,15.8,1.0,0,0,3.0,3.0,0.19,3.0,3.0,6.0,1.0,2.0,3.0,1.0,1.0,20.0,4.0,3.0,3.0,2.0,7.0,2.0,0.0,0.1666666666666666,247.0,0.0,22.0,104.0,123.0,23.0,247.0,16.0,10.0,62.5,6.0,37.5,169.0,1178.0,581.0,23.0,17.0,6.0,15.0,15.0,187.0,47.0,0.0,0.0,0.0,7.0,5.0,10.0,0.0,0.0,0.0,22.0,10.0,31.3
César Azpilicueta,ESP,28,Chelsea,37.8,3402,DF,2944.0,3486.0,84.5,40522.0,13664.0,1812.0,1963.0,92.3,919.0,1092.0,84.2,99.0,180.0,55.0,7.0,2.6,3.5,4.4,27.0,170.0,50.0,21.0,181.0,73.0,1.62,64.0,3.0,1.0,1.0,2.0,2.0,10.0,0.22,9.0,0.0,0.0,0.0,1.0,0.0,1,8.0,34.8,0.42,0.15,0.04,0.13,16.1,0.0,0,0,1.4,1.4,0.07,-0.4,-0.4,120.0,83.0,63.0,44.0,13.0,45.0,54.2,38.0,80.0,60.0,71.0,182.0,119.0,3.0,0.6916666666666667,3975.0,160.0,1226.0,1780.0,978.0,55.0,3975.0,22.0,10.0,45.5,12.0,54.5,1852.0,6707.0,3716.0,54.0,69.0,12.0,37.0,10.0,2541.0,229.0,7.0,0.0,0.0,52.0,4.0,153.0,2.0,1.0,0.0,238.0,84.0,58.7
Jorginho,ITA,26,Chelsea,35.1,3156,MF,3328.0,3752.0,88.7,48209.0,16071.0,1916.0,2053.0,93.3,1088.0,1217.0,89.4,182.0,256.0,71.1,0.0,3.4,5.8,-3.4,33.0,407.0,49.0,1.0,388.0,90.0,2.1,87.0,0.0,0.0,0.0,1.0,2.0,8.0,0.19,8.0,0.0,0.0,0.0,0.0,0.0,2,7.0,31.8,0.45,0.14,0.05,0.14,26.4,0.0,1,1,1.4,0.6,0.03,0.6,0.4,99.0,55.0,33.0,56.0,10.0,55.0,45.1,67.0,61.0,52.0,86.0,178.0,52.0,2.0,0.5555555555555556,4156.0,136.0,862.0,2596.0,719.0,4.0,4155.0,35.0,21.0,60.0,14.0,40.0,2265.0,9332.0,5154.0,36.0,82.0,0.0,40.0,31.0,3206.0,49.0,10.0,0.0,0.0,47.0,0.0,2.0,0.0,0.0,0.0,335.0,19.0,38.8
Kepa Arrizabalaga,ESP,23,Chelsea,36.0,3240,GK,1390.0,1601.0,86.8,35601.0,23557.0,243.0,244.0,99.6,753.0,760.0,99.1,392.0,587.0,66.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,1.0,1.0,1.0,0.0,1.0,8.0,5.0,1.0,1664.0,1470.0,1654.0,10.0,0.0,0.0,1664.0,1.0,1.0,100.0,0.0,0.0,901.0,4056.0,2369.0,0.0,0.0,0.0,1.0,1.0,888.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,77.0,10.0,100.0
David Luiz,BRA,31,Chelsea,36.0,3238,DF,2711.0,3100.0,87.5,54465.0,21027.0,930.0,989.0,94.0,1382.0,1486.0,93.0,364.0,557.0,65.4,2.0,3.3,3.2,-1.3,20.0,236.0,16.0,1.0,283.0,49.0,1.17,44.0,0.0,0.0,4.0,1.0,0.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0,3,11.0,25.0,0.91,0.23,0.07,0.27,18.6,11.0,0,0,3.2,3.2,0.08,-0.2,-0.2,46.0,39.0,30.0,15.0,1.0,23.0,71.9,9.0,44.0,17.0,46.0,86.0,175.0,1.0,0.8478260869565217,3495.0,292.0,1376.0,1993.0,158.0,37.0,3495.0,19.0,12.0,63.2,7.0,36.8,2260.0,15296.0,10079.0,60.0,51.0,2.0,16.0,3.0,2521.0,4.0,5.0,0.0,0.0,46.0,1.0,7.0,0.0,0.0,0.0,239.0,99.0,55.3
N'Golo Kanté,FRA,27,Chelsea,34.4,3092,MF,2075.0,2398.0,86.5,27779.0,6468.0,1257.0,1367.0,92.0,595.0,660.0,90.2,84.0,112.0,75.0,4.0,3.6,4.3,0.4,49.0,166.0,39.0,8.0,210.0,103.0,2.52,98.0,1.0,0.0,1.0,1.0,2.0,7.0,0.17,7.0,0.0,0.0,0.0,0.0,0.0,5,9.0,23.7,0.81,0.19,0.13,0.56,18.5,0.0,0,0,3.0,3.0,0.1,1.0,1.0,89.0,65.0,27.0,46.0,16.0,29.0,35.8,52.0,74.0,64.0,54.0,141.0,35.0,1.0,0.7303370786516854,2846.0,53.0,458.0,1453.0,960.0,72.0,2846.0,67.0,39.0,58.2,28.0,41.8,1537.0,8304.0,4295.0,95.0,107.0,9.0,75.0,63.0,2052.0,181.0,6.0,0.0,0.0,49.0,6.0,27.0,0.0,0.0,0.0,298.0,28.0,35.0
Antonio Rüdiger,GER,25,Chelsea,31.9,2871,DF,2665.0,2926.0,91.1,48975.0,17177.0,1000.0,1056.0,94.7,1335.0,1424.0,93.8,262.0,351.0,74.6,0.0,0.7,1.0,-0.7,8.0,153.0,12.0,0.0,190.0,34.0,0.95,28.0,0.0,0.0,5.0,0.0,1.0,3.0,0.08,1.0,0.0,0.0,2.0,0.0,0.0,1,7.0,20.0,0.8,0.16,0.03,0.14,17.3,0.0,0,0,3.0,3.0,0.1,-2.0,-2.0,38.0,22.0,29.0,8.0,1.0,16.0,55.2,13.0,16.0,8.0,41.0,72.0,109.0,1.0,0.5789473684210527,3217.0,212.0,1306.0,1832.0,89.0,31.0,3217.0,5.0,4.0,80.0,1.0,20.0,2069.0,11324.0,7427.0,24.0,26.0,0.0,9.0,9.0,2429.0,1.0,10.0,0.0,0.0,39.0,2.0,4.0,0.0,0.0,0.0,227.0,92.0,55.4
Eden Hazard,BEL,27,Chelsea,32.5,2923,FW,1825.0,2286.0,79.8,27488.0,7114.0,1037.0,1174.0,88.3,498.0,624.0,79.8,168.0,254.0,66.1,17.0,12.8,12.0,4.2,120.0,145.0,101.0,10.0,287.0,259.0,6.97,170.0,23.0,33.0,7.0,24.0,2.0,36.0,0.97,20.0,3.0,10.0,1.0,2.0,0.0,21,48.0,42.1,2.62,1.11,0.14,0.33,18.0,2.0,5,5,12.1,8.2,0.09,5.9,4.8,15.0,11.0,2.0,2.0,11.0,5.0,26.3,14.0,10.0,10.0,18.0,29.0,7.0,1.0,0.7333333333333333,2717.0,8.0,127.0,853.0,1784.0,252.0,2712.0,252.0,173.0,68.7,79.0,31.3,1979.0,16261.0,8853.0,316.0,208.0,119.0,100.0,97.0,2311.0,491.0,2.0,0.0,0.0,14.0,12.0,204.0,1.0,0.0,0.0,128.0,19.0,34.5
Marcos Alonso,ESP,27,Chelsea,30.7,2759,DF,2111.0,2541.0,83.1,28573.0,9194.0,1361.0,1480.0,92.0,573.0,715.0,80.1,88.0,173.0,50.9,5.0,4.5,2.9,0.5,37.0,118.0,26.0,10.0,172.0,73.0,2.12,60.0,1.0,1.0,6.0,4.0,1.0,11.0,0.32,7.0,0.0,0.0,2.0,2.0,0.0,4,10.0,18.5,1.41,0.26,0.07,0.4,18.8,10.0,0,0,4.7,4.7,0.09,-0.7,-0.7,80.0,56.0,48.0,25.0,7.0,37.0,58.7,26.0,29.0,27.0,47.0,123.0,110.0,0.0,0.7,2954.0,115.0,751.0,1300.0,924.0,78.0,2954.0,39.0,20.0,51.3,18.0,46.2,1638.0,8711.0,5238.0,120.0,99.0,9.0,35.0,28.0,1906.0,253.0,6.0,0.0,0.0,39.0,2.0,120.0,2.0,1.0,0.0,231.0,71.0,54.6
Willian,BRA,29,Chelsea,23.3,2097,FW,1531.0,1983.0,77.2,22888.0,6297.0,881.0,1004.0,87.7,425.0,541.0,78.6,132.0,254.0,52.0,12.0,13.6,11.9,-1.6,114.0,79.0,73.0,12.0,200.0,208.0,6.26,119.0,56.0,13.0,5.0,12.0,3.0,20.0,0.6,12.0,4.0,2.0,0.0,2.0,0.0,8,36.0,34.6,2.64,0.91,0.07,0.19,20.1,13.0,1,1,5.9,5.9,0.07,0.1,0.1,42.0,34.0,12.0,19.0,11.0,10.0,25.0,30.0,25.0,22.0,20.0,61.0,16.0,3.0,0.8095238095238095,2348.0,20.0,180.0,823.0,1382.0,144.0,2348.0,102.0,68.0,66.7,34.0,33.3,1415.0,10808.0,5985.0,210.0,131.0,67.0,79.0,55.0,1795.0,376.0,2.0,0.0,0.0,25.0,13.0,296.0,1.0,0.0,0.0,141.0,12.0,28.6
Pedro,ESP,31,Chelsea,19.8,1778,FW,1411.0,1721.0,82.0,18777.0,3795.0,872.0,977.0,89.3,341.0,427.0,79.9,80.0,129.0,62.0,5.0,6.3,5.3,-1.3,50.0,78.0,46.0,12.0,150.0,128.0,4.29,102.0,5.0,11.0,5.0,2.0,3.0,16.0,0.54,13.0,0.0,3.0,0.0,0.0,0.0,13,39.0,42.9,2.65,1.14,0.14,0.33,17.3,0.0,0,0,11.0,11.0,0.13,2.0,2.0,40.0,27.0,13.0,18.0,9.0,11.0,23.9,35.0,20.0,18.0,26.0,63.0,12.0,2.0,0.675,2034.0,30.0,223.0,791.0,1037.0,162.0,2034.0,88.0,62.0,70.5,26.0,29.5,1368.0,8131.0,3782.0,106.0,90.0,34.0,58.0,46.0,1700.0,317.0,3.0,0.0,0.0,33.0,9.0,98.0,0.0,0.0,0.0,152.0,11.0,32.4
Mateo Kovačić,CRO,24,Chelsea,19.3,1735,MF,2073.0,2266.0,91.5,28845.0,6948.0,1217.0,1285.0,94.7,649.0,697.0,93.1,84.0,105.0,80.0,2.0,1.8,3.0,0.2,28.0,195.0,27.0,1.0,216.0,86.0,2.96,66.0,1.0,7.0,4.0,7.0,1.0,7.0,0.24,7.0,0.0,0.0,0.0,0.0,0.0,0,4.0,11.1,1.04,0.12,0.0,0.0,21.5,0.0,0,0,2.3,2.3,0.07,-2.3,-2.3,72.0,46.0,34.0,32.0,6.0,27.0,40.3,40.0,30.0,25.0,20.0,90.0,26.0,1.0,0.6388888888888888,2603.0,40.0,356.0,1562.0,716.0,40.0,2603.0,96.0,72.0,75.0,24.0,25.0,1671.0,9421.0,4552.0,81.0,108.0,6.0,47.0,56.0,2150.0,88.0,5.0,0.0,0.0,33.0,1.0,12.0,0.0,0.0,0.0,181.0,14.0,51.9
Ross Barkley,ENG,24,Chelsea,13.8,1245,MF,1385.0,1528.0,90.6,20932.0,4237.0,770.0,818.0,94.1,440.0,478.0,92.1,103.0,118.0,87.3,6.0,3.5,3.0,2.5,38.0,128.0,30.0,1.0,151.0,89.0,3.97,71.0,0.0,5.0,6.0,3.0,4.0,10.0,0.45,8.0,0.0,0.0,1.0,0.0,1.0,5,22.0,26.8,2.71,0.73,0.06,0.23,20.9,3.0,0,0,5.8,5.8,0.09,-0.8,-0.8,26.0,23.0,6.0,16.0,4.0,8.0,34.8,15.0,14.0,12.0,21.0,42.0,28.0,2.0,0.8846153846153846,1777.0,42.0,214.0,1047.0,531.0,61.0,1777.0,46.0,28.0,60.9,18.0,39.1,1102.0,5188.0,2219.0,47.0,54.0,8.0,34.0,49.0,1436.0,85.0,4.0,0.0,0.0,27.0,1.0,10.0,0.0,0.0,0.0,124.0,30.0,58.8
Gonzalo Higuaín,ARG,30,Chelsea,12.1,1085,FW,248.0,326.0,76.1,3280.0,439.0,139.0,171.0,81.3,64.0,81.0,79.0,13.0,21.0,61.9,0.0,1.3,1.0,-1.3,15.0,7.0,9.0,0.0,17.0,33.0,2.74,29.0,0.0,1.0,3.0,0.0,0.0,4.0,0.33,4.0,0.0,0.0,0.0,0.0,0.0,5,14.0,26.9,3.58,0.96,0.1,0.36,15.1,0.0,0,0,4.9,4.9,0.11,0.1,0.1,10.0,8.0,2.0,4.0,4.0,2.0,18.2,9.0,4.0,4.0,3.0,11.0,5.0,0.0,0.8,434.0,7.0,24.0,153.0,260.0,54.0,434.0,21.0,9.0,42.9,12.0,57.1,276.0,1427.0,397.0,12.0,11.0,6.0,19.0,21.0,368.0,93.0,0.0,0.0,0.0,7.0,14.0,2.0,0.0,0.0,0.0,29.0,7.0,33.3
Álvaro Morata,ESP,25,Chelsea,10.5,941,FW,216.0,283.0,76.3,2715.0,247.0,124.0,149.0,83.2,51.0,67.0,76.1,11.0,16.0,68.8,0.0,0.5,0.5,-0.5,11.0,15.0,0.0,0.0,16.0,35.0,2.69,27.0,0.0,3.0,2.0,3.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,9,27.0,39.7,4.1,1.63,0.13,0.33,12.0,0.0,0,0,9.2,9.2,0.17,-2.2,-2.2,8.0,6.0,0.0,5.0,3.0,1.0,12.5,7.0,7.0,6.0,1.0,8.0,8.0,0.0,0.75,416.0,9.0,20.0,169.0,231.0,80.0,416.0,16.0,8.0,50.0,8.0,50.0,235.0,1189.0,424.0,16.0,11.0,14.0,29.0,24.0,358.0,99.0,5.0,0.0,0.0,27.0,29.0,5.0,0.0,0.0,0.0,20.0,28.0,45.2
