Player,Club,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Mehdi Léris,Chievo,ALG,"MF,DF",20.0,18.9,1,30.0,7.0,23.3,1.68,0.39,0.0,0.0,22.9,0.0,0,0,1.7,1.7,0.06,-1.7,-1.7
Riccardo Meggiorini,Chievo,ITA,FW,32.0,17.2,3,33.0,14.0,42.4,1.92,0.81,0.06,0.14,16.9,1.0,1,1,3.3,2.5,0.08,-0.3,-0.5
Paweł Jaroszyński,Chievo,POL,DF,23.0,15.8,0,6.0,2.0,33.3,0.4,0.13,0.0,0.0,27.1,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
Boštjan Cesar,Chievo,SVN,DF,36.0,13.0,1,5.0,2.0,40.0,0.42,0.17,0.2,0.5,12.7,0.0,0,0,0.5,0.5,0.09,0.5,0.5
Valter Birsa,Chievo,SVN,"MF,FW",31.0,13.0,2,15.0,4.0,26.7,1.23,0.33,0.07,0.25,24.1,4.0,1,1,1.7,0.9,0.06,0.3,0.1
Sergio Pellissier,Chievo,ITA,FW,39.0,10.6,4,25.0,8.0,32.0,2.36,0.76,0.12,0.38,14.7,0.0,1,2,5.5,3.9,0.16,-1.5,-0.9
Sofian Kiyine,Chievo,MAR,"MF,DF",20.0,10.3,0,20.0,3.0,15.0,2.21,0.33,0.0,0.0,26.1,3.0,0,0,0.8,0.8,0.04,-0.8,-0.8
Assane Dioussé,Chievo,SEN,MF,20.0,9.9,0,7.0,2.0,28.6,0.71,0.2,0.0,0.0,30.2,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
Nenad Tomović,Chievo,SRB,DF,30.0,9.2,1,4.0,1.0,25.0,0.49,0.12,0.25,1.0,12.1,0.0,0,0,0.3,0.3,0.09,0.7,0.7
Filip Đorđević,Chievo,SRB,FW,30.0,7.8,1,14.0,8.0,57.1,1.99,1.14,0.07,0.13,14.3,0.0,0,0,3.0,3.0,0.25,-2.0,-2.0
Fabrizio Cacciatore,Chievo,ITA,DF,31.0,7.5,0,1.0,0.0,0.0,0.18,0.0,0.0,,28.0,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Joel Obi,Chievo,NGA,MF,27.0,7.3,1,10.0,3.0,30.0,1.37,0.41,0.1,0.33,16.9,0.0,0,0,1.0,1.0,0.11,0.0,0.0
Emanuel Vignato,Chievo,ITA,"MF,FW",17.0,7.3,1,9.0,4.0,44.4,1.24,0.55,0.11,0.25,18.2,0.0,0,0,0.5,0.5,0.05,0.5,0.5
Marco Andreolli,Chievo,ITA,DF,32.0,7.2,0,2.0,1.0,50.0,0.28,0.14,0.0,0.0,10.7,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
Adrian Šemper,Chievo,CRO,GK,20.0,7.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Manuel Pucciarelli,Chievo,ITA,FW,27.0,3.4,0,1.0,0.0,0.0,0.3,0.0,0.0,,27.4,0.0,0,0,0.0,0.0,0.03,0.0,0.0
Nicolas Frey,Chievo,FRA,DF,34.0,2.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Andrea Seculin,Chievo,ITA,GK,28.0,2.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Sergej Grubac,Chievo,MNE,FW,18.0,2.0,0,2.0,0.0,0.0,1.15,0.0,0.0,,9.8,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1
Ezequiel Schelotto,Chievo,ITA,DF,29.0,1.6,0,2.0,1.0,50.0,1.26,0.63,0.0,0.0,24.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Mauro Antonio Burruchaga,Chievo,ARG,MF,20.0,1.0,0,1.0,1.0,100.0,1.55,1.55,0.0,0.0,35.0,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Angelo Ndrecka,Chievo,ALB,DF,16.0,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0,,28.5,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Lucas Piazon,Chievo,BRA,"MF,FW",24.0,0.9,0,1.0,1.0,100.0,1.07,1.07,0.0,0.0,21.0,1.0,0,0,0.1,0.1,0.14,-0.1,-0.1
Strahinja Tanasijević,Chievo,SRB,"DF,MF",21.0,0.8,0,1.0,0.0,0.0,5.29,0.0,0.0,,9.3,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
Marquinhos,Paris Saint Germain,BRA,"MF,DF",24.0,42.9,4,16.0,5.0,31.3,0.39,0.12,0.25,0.8,9.9,0.0,0,0,2.5,2.5,0.18,1.5,1.5
Kylian Mbappé,Paris Saint Germain,FRA,FW,19.0,39.1,39,167.0,87.0,52.1,4.42,2.3,0.22,0.41,14.2,1.0,3,5,33.8,32.2,0.21,3.2,3.8
Ángel Di María,Paris Saint Germain,ARG,"MF,FW",30.0,38.6,19,137.0,48.0,35.0,3.66,1.28,0.14,0.4,19.6,10.0,0,0,10.3,10.3,0.09,3.7,3.7
Thiago Silva,Paris Saint Germain,BRA,DF,33.0,36.6,0,15.0,0.0,0.0,0.43,0.0,0.0,,11.8,0.0,0,0,1.0,1.0,0.08,-1.0,-1.0
Juan Bernat,Paris Saint Germain,ESP,DF,25.0,35.6,4,16.0,7.0,43.8,0.48,0.21,0.25,0.57,12.7,0.0,0,0,2.4,2.4,0.17,1.6,1.6
Presnel Kimpembe,Paris Saint Germain,FRA,DF,22.0,33.8,1,7.0,2.0,28.6,0.21,0.06,0.14,0.5,17.9,0.0,0,0,1.1,1.1,0.18,-0.1,-0.1
Julian Draxler,Paris Saint Germain,GER,MF,24.0,33.1,5,40.0,21.0,52.5,1.28,0.67,0.13,0.24,17.3,1.0,0,0,4.2,4.2,0.13,-1.2,-1.2
Thilo Kehrer,Paris Saint Germain,GER,DF,21.0,32.9,1,22.0,5.0,22.7,0.69,0.16,0.05,0.2,12.5,0.0,0,0,2.3,2.3,0.15,-1.3,-1.3
Marco Verratti,Paris Saint Germain,ITA,MF,25.0,32.2,1,7.0,2.0,28.6,0.22,0.06,0.14,0.5,20.6,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2
Alphonse Areola,Paris Saint Germain,FRA,GK,25.0,31.2,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Edinson Cavani,Paris Saint Germain,URU,FW,31.0,26.5,23,68.0,32.0,47.1,2.72,1.28,0.26,0.56,13.8,2.0,4,5,17.0,13.1,0.22,3.0,2.9
Thomas Meunier,Paris Saint Germain,BEL,DF,26.0,26.3,5,27.0,14.0,51.9,1.07,0.55,0.19,0.36,14.3,0.0,0,0,3.0,3.0,0.12,1.0,1.0
Neymar,Paris Saint Germain,BRA,"MF,FW",26.0,26.1,23,93.0,47.0,50.5,3.71,1.87,0.18,0.36,19.2,17.0,5,5,14.4,10.5,0.14,5.6,4.5
Dani Alves,Paris Saint Germain,BRA,"FW,DF",35.0,25.0,3,38.0,12.0,31.6,1.6,0.5,0.08,0.25,22.5,5.0,0,0,2.0,2.0,0.06,-1.0,-1.0
Gianluigi Buffon,Paris Saint Germain,ITA,GK,40.0,24.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Leandro Paredes,Paris Saint Germain,ARG,MF,24.0,17.5,0,22.0,3.0,13.6,1.25,0.17,0.0,0.0,28.8,4.0,0,0,0.6,0.6,0.04,-0.6,-0.6
Moussa Diaby,Paris Saint Germain,FRA,DF,19.0,17.1,4,28.0,8.0,28.6,1.75,0.5,0.11,0.38,17.7,0.0,0,0,2.2,2.2,0.1,-0.2,-0.2
Christopher Nkunku,Paris Saint Germain,FRA,"FW,MF",20.0,16.6,4,29.0,7.0,24.1,1.85,0.45,0.14,0.57,20.0,0.0,0,0,2.6,2.6,0.11,0.4,0.4
Adrien Rabiot,Paris Saint Germain,FRA,MF,23.0,16.0,2,11.0,3.0,27.3,0.69,0.19,0.18,0.67,16.5,0.0,0,0,2.1,2.1,0.2,-0.1,-0.1
Eric Maxim Choupo-Moting,Paris Saint Germain,CMR,"MF,FW",29.0,14.2,3,37.0,12.0,32.4,2.8,0.91,0.08,0.25,13.9,0.0,0,0,4.3,4.3,0.16,-1.3,-1.3
Colin Dagba,Paris Saint Germain,FRA,FW,19.0,12.9,0,5.0,2.0,40.0,0.39,0.16,0.0,0.0,23.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Layvin Kurzawa,Paris Saint Germain,FRA,DF,25.0,12.8,1,6.0,2.0,33.3,0.47,0.16,0.17,0.5,10.8,0.0,0,0,1.0,1.0,0.18,0.0,0.0
Stanley N'Soki,Paris Saint Germain,FRA,DF,19.0,9.8,0,1.0,0.0,0.0,0.1,0.0,0.0,,,0.0,0,0,0.0,0.0,,0.0,0.0
Lassana Diarra,Paris Saint Germain,FRA,MF,33.0,2.5,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Antoine Bernede,Paris Saint Germain,FRA,MF,19.0,2.1,0,1.0,1.0,100.0,0.48,0.48,0.0,0.0,28.3,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Loïc Mbe Soh,Paris Saint Germain,FRA,DF,17.0,2.0,0,1.0,0.0,0.0,0.5,0.0,0.0,,3.2,0.0,0,0,0.2,0.2,0.2,-0.2,-0.2
Timothy Weah,Paris Saint Germain,USA,FW,18.0,1.6,2,3.0,3.0,100.0,1.87,1.87,0.67,0.67,6.8,0.0,0,0,1.0,1.0,0.49,0.0,0.0
Kévin Rimane,Paris Saint Germain,GUF,MF,27.0,1.4,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Metehan Güçlü,Paris Saint Germain,TUR,MF,19.0,0.2,1,2.0,2.0,100.0,10.59,10.59,0.5,0.5,13.0,0.0,0,0,0.2,0.2,0.09,0.8,0.8
Mike Maignan,Lille,FRA,GK,23.0,42.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Nicolas Pépé,Lille,CIV,"FW,MF",23.0,39.2,23,113.0,55.0,48.7,2.9,1.41,0.12,0.25,20.3,9.0,9,10,21.1,13.3,0.12,0.9,-0.3
Jonathan Bamba,Lille,CIV,"FW,MF",22.0,36.4,14,71.0,30.0,42.3,1.95,0.82,0.18,0.43,20.1,1.0,1,1,8.4,7.6,0.12,4.6,4.4
José Fonte,Lille,POR,DF,34.0,36.3,3,35.0,12.0,34.3,0.96,0.33,0.09,0.25,11.3,0.0,0,0,4.6,4.6,0.14,-1.6,-1.6
Thiago Mendes,Lille,BRA,MF,26.0,35.2,0,32.0,4.0,12.5,0.91,0.11,0.0,0.0,27.5,5.0,0,0,1.5,1.5,0.05,-1.5,-1.5
Zeki Çelik,Lille,TUR,DF,21.0,35.0,1,16.0,4.0,25.0,0.46,0.11,0.06,0.25,19.6,0.0,0,0,1.1,1.1,0.08,-0.1,-0.1
Jonathan Ikone,Lille,FRA,"MF,FW",20.0,33.2,3,55.0,18.0,32.7,1.67,0.55,0.05,0.17,19.9,5.0,0,0,5.1,5.1,0.1,-2.1,-2.1
Xeka,Lille,POR,MF,23.0,27.6,2,35.0,11.0,31.4,1.3,0.41,0.06,0.18,23.2,1.0,0,0,1.7,1.7,0.05,0.3,0.3
Youssouf Koné,Lille,MLI,DF,23.0,22.0,0,6.0,1.0,16.7,0.29,0.05,0.0,0.0,29.2,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Adama Soumaoro,Lille,FRA,DF,26.0,20.2,0,7.0,0.0,0.0,0.35,0.0,0.0,,11.8,0.0,0,0,0.5,0.5,0.09,-0.5,-0.5
Fodé Ballo-Touré,Lille,SEN,DF,21.0,17.7,0,4.0,2.0,50.0,0.23,0.11,0.0,0.0,20.2,0.0,0,0,0.4,0.4,0.1,-0.4,-0.4
Loïc Rémy,Lille,FRA,FW,31.0,15.5,7,34.0,14.0,41.2,2.31,0.95,0.18,0.43,15.2,1.0,1,2,6.4,4.9,0.15,0.6,1.1
Rafael Leão,Lille,POR,FW,19.0,15.2,8,38.0,20.0,52.6,2.5,1.31,0.21,0.4,14.7,0.0,0,0,4.3,4.3,0.12,3.7,3.7
Gabriel Magalhães,Lille,BRA,DF,20.0,13.9,1,10.0,3.0,30.0,0.78,0.23,0.1,0.33,16.4,1.0,0,0,0.8,0.8,0.08,0.2,0.2
Thiago Maia,Lille,BRA,MF,21.0,13.3,0,2.0,1.0,50.0,0.16,0.08,0.0,0.0,6.2,0.0,0,0,0.7,0.5,0.26,-0.7,-0.5
Kouadio-Yves Dabila,Lille,CIV,DF,21.0,11.7,0,3.0,0.0,0.0,0.28,0.0,0.0,,12.3,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
Luiz Araújo,Lille,BRA,"FW,MF",22.0,11.7,4,29.0,8.0,27.6,2.72,0.75,0.14,0.5,24.1,2.0,0,0,2.1,2.1,0.09,0.9,0.9
Boubakary Soumaré,Lille,FRA,MF,19.0,9.4,1,4.0,1.0,25.0,0.48,0.12,0.25,1.0,16.2,0.0,0,0,0.4,0.4,0.15,0.6,0.6
Rui Fonte,Lille,POR,"FW,MF",28.0,7.3,1,13.0,4.0,30.8,1.82,0.56,0.08,0.25,17.6,0.0,0,0,0.6,0.6,0.05,0.4,0.4
Jérémy Pied,Lille,FRA,DF,29.0,6.9,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Edgar Ié,Lille,GNB,DF,24.0,4.8,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Lebo Mothiba,Lille,RSA,FW,22.0,2.8,1,1.0,1.0,100.0,0.36,0.36,1.0,1.0,13.8,0.0,0,0,0.1,0.1,0.07,0.9,0.9
Yassine Benzia,Lille,ALG,MF,23.0,1.8,0,6.0,1.0,16.7,3.38,0.56,0.0,0.0,25.0,1.0,0,0,0.2,0.2,0.04,-0.2,-0.2
Anthony Lopes,Lyon,POR,GK,27.0,46.4,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Marcelo,Lyon,BRA,DF,31.0,45.0,0,29.0,5.0,17.2,0.66,0.11,0.0,0.0,10.2,0.0,0,0,2.5,2.5,0.09,-2.5,-2.5
Jason Denayer,Lyon,BEL,DF,23.0,44.1,3,18.0,8.0,44.4,0.42,0.19,0.17,0.38,11.4,0.0,0,0,1.8,1.8,0.11,0.2,0.2
Houssem Aouar,Lyon,ALG,"MF,FW",20.0,43.2,7,92.0,25.0,27.2,2.18,0.59,0.08,0.28,17.5,1.0,0,0,7.6,7.6,0.09,-0.6,-0.6
Tanguy Ndombele,Lyon,FRA,MF,21.0,43.0,3,48.0,12.0,25.0,1.15,0.29,0.06,0.25,21.2,0.0,0,0,2.4,2.4,0.06,0.6,0.6
Ferland Mendy,Lyon,FRA,"DF,MF",23.0,40.1,3,35.0,10.0,28.6,0.89,0.25,0.09,0.3,21.4,0.0,0,0,1.3,1.3,0.04,0.7,0.7
Memphis,Lyon,NED,FW,24.0,39.3,12,129.0,44.0,34.1,3.35,1.14,0.09,0.27,20.7,25.0,0,2,17.1,15.5,0.13,-6.1,-4.5
Moussa Dembélé,Lyon,FRA,FW,22.0,31.6,20,126.0,51.0,40.5,4.15,1.68,0.13,0.33,13.5,2.0,3,4,18.8,17.2,0.17,-2.8,-2.2
Nabil Fekir,Lyon,FRA,"MF,FW",25.0,31.2,12,123.0,54.0,43.9,4.07,1.79,0.07,0.15,22.1,21.0,4,7,12.0,7.3,0.07,0.0,0.7
Bertrand Traoré,Lyon,BFA,"FW,MF",22.0,30.1,11,74.0,33.0,44.6,2.58,1.15,0.12,0.27,17.1,2.0,0,0,7.4,7.4,0.1,0.6,0.6
Leo Dubois,Lyon,FRA,DF,23.0,29.4,3,24.0,9.0,37.5,0.83,0.31,0.13,0.33,19.6,0.0,0,0,1.5,1.5,0.08,0.5,0.5
Lucas Tousart,Lyon,FRA,MF,21.0,29.3,1,31.0,10.0,32.3,1.09,0.35,0.03,0.1,23.0,0.0,0,0,1.1,1.1,0.04,-0.1,-0.1
Martin Terrier,Lyon,FRA,"FW,MF",21.0,23.4,11,47.0,21.0,44.7,2.2,0.98,0.21,0.48,15.7,0.0,0,0,4.3,4.3,0.11,4.7,4.7
Maxwel Cornet,Lyon,CIV,"FW,MF",21.0,18.9,12,62.0,31.0,50.0,3.28,1.64,0.19,0.39,15.1,2.0,0,0,8.9,8.9,0.16,1.1,1.1
Kenny Tete,Lyon,NED,DF,22.0,17.8,0,10.0,2.0,20.0,0.63,0.13,0.0,0.0,18.2,0.0,0,0,0.8,0.8,0.08,-0.8,-0.8
Fernando Marçal,Lyon,BRA,DF,29.0,17.1,0,7.0,1.0,14.3,0.46,0.07,0.0,0.0,26.0,1.0,0,0,0.2,0.2,0.03,-0.2,-0.2
Rafael,Lyon,BRA,"DF,MF",28.0,14.0,0,3.0,1.0,33.3,0.21,0.07,0.0,0.0,19.2,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
Jérémy Morel,Lyon,MAD,DF,34.0,13.8,0,3.0,0.0,0.0,0.22,0.0,0.0,,28.7,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
Pape Cheikh Diop,Lyon,SEN,MF,20.0,10.2,0,9.0,1.0,11.1,1.06,0.12,0.0,0.0,14.8,0.0,0,0,0.6,0.6,0.08,-0.6,-0.6
Mathieu Gorgelin,Lyon,FRA,GK,27.0,6.6,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Oumar Solet,Lyon,FRA,DF,18.0,2.7,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Mariano,Lyon,DOM,FW,24.0,1.6,0,3.0,0.0,0.0,1.89,0.0,0.0,,14.7,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2
Jordan Ferri,Lyon,FRA,MF,26.0,1.4,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Maxence Caqueret,Lyon,FRA,MF,18.0,0.8,0,0.0,0.0,,0.0,0.0,,,,,0,0,,,,,
Stéphane Ruffier,Saint Etienne,FRA,GK,31.0,40.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Yann M'Vila,Saint Etienne,FRA,MF,28.0,39.2,0,15.0,2.0,13.3,0.4,0.05,0.0,0.0,26.5,0.0,0,0,0.4,0.4,0.03,-0.4,-0.4
Timothée Kolodziejczak,Saint Etienne,FRA,DF,26.0,37.2,3,18.0,6.0,33.3,0.48,0.16,0.17,0.5,8.6,0.0,0,0,2.5,2.5,0.15,0.5,0.5
Rémy Cabella,Saint Etienne,FRA,"MF,FW",28.0,36.0,10,84.0,26.0,31.0,2.38,0.74,0.11,0.35,18.9,1.0,1,1,9.9,9.1,0.12,-1.9,-2.1
Wahbi Khazri,Saint Etienne,TUN,"FW,MF",27.0,33.4,14,93.0,34.0,36.6,2.84,1.04,0.11,0.29,23.3,13.0,4,4,12.4,9.2,0.1,0.6,-0.2
Loïc Perrin,Saint Etienne,FRA,DF,32.0,31.0,2,14.0,4.0,28.6,0.45,0.13,0.14,0.5,13.3,0.0,0,0,1.4,1.4,0.11,-0.4,-0.4
Neven Subotić,Saint Etienne,SRB,DF,29.0,26.2,1,13.0,2.0,15.4,0.52,0.08,0.08,0.5,12.4,0.0,0,0,2.0,2.0,0.15,-1.0,-1.0
Mathieu Debuchy,Saint Etienne,FRA,DF,33.0,21.6,4,14.0,9.0,64.3,0.65,0.42,0.29,0.44,10.0,0.0,0,0,2.3,2.3,0.16,1.7,1.7
Ole Selnæs,Saint Etienne,NOR,MF,24.0,19.6,0,12.0,3.0,25.0,0.65,0.16,0.0,0.0,26.3,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4
Lois Diony,Saint Etienne,FRA,FW,25.0,19.4,7,41.0,20.0,48.8,2.11,1.03,0.17,0.35,11.4,0.0,0,0,8.1,8.1,0.21,-3.1,-3.1
Kévin Monnet-Paquet,Saint Etienne,FRA,"DF,MF",29.0,18.8,2,21.0,9.0,42.9,1.2,0.51,0.1,0.22,18.1,0.0,0,0,1.8,1.8,0.09,-0.8,-0.8
Romain Hamouma,Saint Etienne,FRA,"FW,MF",31.0,18.6,4,35.0,12.0,34.3,1.96,0.67,0.11,0.33,17.8,0.0,0,0,3.2,3.2,0.09,0.8,0.8
William Saliba,Saint Etienne,FRA,DF,17.0,17.5,0,6.0,0.0,0.0,0.37,0.0,0.0,,13.1,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3
Gabriel Silva,Saint Etienne,BRA,DF,27.0,15.9,0,5.0,1.0,20.0,0.31,0.06,0.0,0.0,20.9,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
Robert Berić,Saint Etienne,SVN,FW,27.0,15.4,11,43.0,22.0,51.2,3.06,1.57,0.23,0.45,10.9,0.0,0,0,7.5,7.5,0.2,1.5,1.5
Arnaud Nordin,Saint Etienne,FRA,"FW,MF",20.0,13.4,3,41.0,18.0,43.9,3.24,1.42,0.07,0.17,17.3,0.0,0,0,3.7,3.7,0.09,-0.7,-0.7
Pierre-Yves Polomat,Saint Etienne,FRA,DF,24.0,13.4,0,5.0,2.0,40.0,0.41,0.17,0.0,0.0,22.5,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
Yannis Salibur,Saint Etienne,FRA,"FW,MF",27.0,12.2,1,38.0,8.0,21.1,3.51,0.74,0.03,0.13,22.7,4.0,0,0,2.1,2.1,0.06,-1.1,-1.1
Youssef Aït Bennasser,Saint Etienne,MAR,MF,22.0,10.4,0,7.0,1.0,14.3,0.67,0.1,0.0,0.0,27.4,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3
Valentín Vada,Saint Etienne,ARG,MF,22.0,4.5,1,7.0,1.0,14.3,1.56,0.22,0.14,1.0,20.8,0.0,0,0,0.3,0.3,0.04,0.7,0.7
Assane Dioussé,Saint Etienne,SEN,MF,20.0,3.6,0,4.0,0.0,0.0,1.22,0.0,0.0,,30.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Wesley Fofana,Saint Etienne,FRA,DF,17.0,1.8,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Jessy Moulin,Saint Etienne,FRA,GK,32.0,1.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Makhtar Gueye,Saint Etienne,SEN,"FW,MF",20.0,0.6,1,2.0,1.0,50.0,3.6,1.8,0.5,1.0,13.5,0.0,0,0,0.2,0.2,0.09,0.8,0.8
Lamine Ghezali,Saint Etienne,FRA,"FW,MF",19.0,0.5,1,1.0,1.0,100.0,2.05,2.05,1.0,1.0,9.8,0.0,0,0,0.3,0.3,0.35,0.7,0.7
Kenny Rocha Santos,Saint Etienne,CPV,MF,18.0,0.5,1,1.0,1.0,100.0,2.09,2.09,1.0,1.0,,0.0,0,0,0.0,0.0,,0.0,0.0
Charles Abi,Saint Etienne,FRA,"DF,FW",18.0,0.4,0,1.0,0.0,0.0,2.81,0.0,0.0,,15.5,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
Mickaël Panos,Saint Etienne,FRA,DF,21.0,0.3,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Lucas Ocampos,Marseille,ARG,"FW,MF",24.0,35.6,5,76.0,29.0,38.2,2.18,0.83,0.07,0.17,17.1,0.0,0,0,6.7,6.7,0.09,-1.7,-1.7
Luiz Gustavo,Marseille,BRA,"MF,DF",31.0,34.7,4,47.0,13.0,27.7,1.41,0.39,0.06,0.23,22.9,4.0,0,0,2.8,2.8,0.06,0.2,0.2
Steve Mandanda,Marseille,FRA,GK,33.0,33.7,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Florian Thauvin,Marseille,FRA,"FW,MF",25.0,32.5,18,113.0,39.0,34.5,3.47,1.2,0.14,0.41,17.0,9.0,2,2,13.2,11.6,0.1,4.8,4.4
Hiroki Sakai,Marseille,JPN,DF,28.0,31.2,1,7.0,4.0,57.1,0.23,0.13,0.14,0.25,16.1,0.0,0,0,1.1,1.1,0.16,-0.1,-0.1
Boubacar Kamara,Marseille,FRA,DF,18.0,30.9,1,11.0,4.0,36.4,0.36,0.13,0.09,0.25,13.6,0.0,0,0,1.0,1.0,0.09,0.0,0.0
Maxime Lopez,Marseille,FRA,MF,20.0,30.5,1,15.0,4.0,26.7,0.51,0.14,0.07,0.25,27.2,1.0,0,0,0.5,0.5,0.03,0.5,0.5
Morgan Sanson,Marseille,FRA,MF,23.0,29.9,5,41.0,11.0,26.8,1.41,0.38,0.12,0.45,22.8,0.0,0,0,2.6,2.6,0.07,2.4,2.4
Bouna Sarr,Marseille,SEN,"DF,MF",26.0,29.5,1,25.0,4.0,16.0,0.86,0.14,0.04,0.25,21.0,0.0,0,0,1.5,1.5,0.07,-0.5,-0.5
Jordan Amavi,Marseille,FRA,DF,24.0,29.3,0,30.0,5.0,16.7,1.07,0.18,0.0,0.0,24.3,0.0,0,0,0.8,0.8,0.03,-0.8,-0.8
Valère Germain,Marseille,FRA,FW,28.0,28.3,8,63.0,24.0,38.1,2.28,0.87,0.13,0.33,12.7,0.0,0,0,5.5,5.5,0.09,2.5,2.5
Dimitri Payet,Marseille,FRA,"MF,FW",31.0,27.2,6,47.0,16.0,34.0,1.81,0.62,0.09,0.25,24.4,12.0,2,4,6.3,3.9,0.09,-0.3,0.1
Kevin Strootman,Marseille,NED,MF,28.0,26.7,1,22.0,4.0,18.2,0.82,0.15,0.05,0.25,16.5,0.0,0,0,2.3,2.3,0.11,-1.3,-1.3
Duje Ćaleta-Car,Marseille,CRO,DF,21.0,23.2,0,12.0,4.0,33.3,0.52,0.17,0.0,0.0,14.4,0.0,0,0,0.9,0.9,0.08,-0.9,-0.9
Adil Rami,Marseille,FRA,DF,32.0,20.0,1,15.0,2.0,13.3,0.81,0.11,0.07,0.5,9.3,0.0,0,0,1.9,1.9,0.13,-0.9,-0.9
Rolando,Marseille,POR,DF,32.0,11.6,0,11.0,2.0,18.2,1.07,0.19,0.0,0.0,9.9,0.0,0,0,1.1,1.1,0.13,-1.1,-1.1
Yohann Pelé,Marseille,FRA,GK,35.0,11.6,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0
Mario Balotelli,Marseille,ITA,FW,27.0,10.4,8,43.0,16.0,37.2,4.15,1.54,0.19,0.5,19.3,3.0,0,0,5.5,5.5,0.13,2.5,2.5
Nemanja Radonjić,Marseille,SRB,"FW,MF",22.0,10.2,0,21.0,4.0,19.0,2.06,0.39,0.0,0.0,18.9,0.0,0,0,1.4,1.4,0.07,-1.4,-1.4
Kostas Mitroglou,Marseille,GRE,FW,30.0,9.4,3,22.0,9.0,40.9,2.49,1.02,0.14,0.33,10.5,0.0,0,0,4.8,4.8,0.22,-1.8,-1.8
Clinton N'Jie,Marseille,CMR,FW,24.0,6.1,3,12.0,7.0,58.3,2.18,1.27,0.25,0.43,18.7,0.0,0,0,1.1,1.1,0.1,1.9,1.9
Tomáš Hubočan,Marseille,SVK,DF,32.0,1.8,0,1.0,0.0,0.0,0.57,0.0,0.0,,34.5,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Grégory Sertic,Marseille,FRA,MF,28.0,1.4,0,1.0,0.0,0.0,0.73,0.0,0.0,,13.5,0.0,0,0,0.1,0.1,0.09,-0.1,-0.1
