Player,Nation,Age,Club,90 minutes played,Minutes played,Position,Passes completed,Passes attempted,Completed passes %,Total pass distance,Progressive pass distance,Short passes completed,Short passes attempted,Short passes completed %,Medium passes completed,Medium passes attempted,Medium passes completed %,Long passes completed,Long passes attempted,Long passes completed %,Assists,Expected Assisted Goals,Expected Assists,A minus xAG,Key Passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Progressive passes,Shot creating actions,Shot creating actions per 90,Shot creating actions by live-ball passes,Shot creating actions by dead-ball passes,Successful Take-Ons that led to a shot,Shots that led to another shot attempt,Fouls drawn that led to a shot attempt,Defensive actions that led to a shot attempt,Goal creating actions,Goal creating actions per 90,Goal creating actions by live-ball passes,Goal creating actions by dead-ball passes,Successful Take-Ons that led to a goal,Shots that led to another goal-scoring shot,Fouls drawn that led to a goal,Defensive actions that led to a goal,Goals,Shots on target,Shots on target %,Shots per 90,Shots on target per 90,Goals per shot,Goals per shot on target,Average shooting distance,Shots from free kicks,Penalty kicks made,Penalty kicks attempted,Expected Goals,Non-penalty expected goals,Non-penalty expected goals/Shot,Goals minus expected Goals,Non-penalty goals minus non-penalty expected Goals,Tackles,Tackles won,Tackles in defensive 1/3,Tackles in middle 1/3,Tackles in attacking 1/3,Dribblers tackled,% of dribblers tackled,Challenges lost,Balls blocked,Passes blocked,Interceptions,Number of tackles and interceptions,Clearances,Errors,Tackles won %,Touches,Touches in defensive penalty area,Touches in defensive 1/3,Touches in middle 1/3,Touches in attacking 1/3,Touches in attacking penalty area,Live-ball touches,Take ons attempted,Successful take ons,Successful take ons %,Times tackled during take on,Times tackled during take on %,Times ball carried with feet,Total moved ball distance,Progressive moved ball distance,Progressive Carries,Carries into final 1/3,Carries into penalty area,Miscontrols,Dispossessed,Passes received,Progressive Passes Received,Yellow cards,Red cards,Second yellow card,Fouls committed,Offsides,Crosses,Penalty kicks won,Penalty kicks conceded,Own goals,Recoveries,Aerial duels won,Aerial duels won %,Goals_percentile,Assists_percentile,Expected Goals_percentile,Expected Assisted Goals_percentile,Progressive Passes Received_percentile,Shot creating actions_percentile,Crosses into penalty area_percentile,Successful take ons_percentile,Goals per shot on target_percentile,Shots on target %_percentile,Aerial duels won %_percentile,Carries into final 1/3_percentile,Passes completed_percentile,Progressive passes_percentile,Passes into final third_percentile,Interceptions_percentile,Balls blocked_percentile,Touches_percentile,Long passes completed %_percentile,Clearances_percentile,Tackles won %_percentile,Progressive moved ball distance_percentile,Recoveries_percentile,Passes attempted_percentile,Errors_percentile,Fouls committed_percentile,Progressive pass distance_percentile,Total Score
Giangiacomo Magnani,ITA,22,Sassuolo,16.8,1516,DF,776.0,53.786279683377316,85.7,16387.0,325.9828496042216,168.0,191.0,88.0,514.0,541.0,95.0,89.0,154.0,57.8,1.0,0.2,0.5,0.8,4.0,41.0,1.0,0.0,2.849604221635884,6.0,0.36,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,,8.7,0.0,0,0,0.2,0.2,0.1,-0.2,-0.2,11.0,9.0,9.0,2.0,0.0,6.0,40.0,9.0,1.0092348284960422,4.0,0.9498680738786279,27.0,5.877308707124011,0.059366754617414245,0.04857279923242984,1057.0,151.0,558.0,494.0,8.0,4.0,1057.0,0.0,0.0,,0.0,,641.0,3827.0,142.24274406332452,11.0,2.0,0.0,3.0,3.0,746.0,0.0,3.0,0.0,0.0,1.187335092348285,0.0,0.0,0.0,0.0,0.0,3.5026385224274406,29.0,58.0,,,,,,,,,,,59.1796875,,,27.213541666666668,,10.3515625,29.036458333333332,,,87.109375,67.31770833333334,79.16666666666666,2.864583333333333,54.557291666666664,34.635416666666664,48.307291666666664,66.66666666666666,566.40625
Federico Peluso,ITA,34,Sassuolo,15.1,1356,DF,711.0,56.01769911504425,84.2,13262.0,339.1592920353982,269.0,293.0,91.8,364.0,406.0,89.7,70.0,119.0,58.8,0.0,0.0,0.1,0.0,0.0,41.0,3.0,1.0,3.1194690265486726,5.0,0.33,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,100.0,0.13,0.13,0.5,0.5,7.7,0.0,0,0,0.5,0.5,0.25,0.5,0.5,23.0,14.0,15.0,5.0,3.0,13.0,81.3,3.0,0.5309734513274336,5.0,1.5265486725663717,46.0,4.646017699115045,0.0,0.040400153905348214,980.0,73.0,449.0,505.0,34.0,2.0,980.0,5.0,5.0,100.0,0.0,0.0,606.0,3395.0,137.2566371681416,10.0,7.0,1.0,2.0,1.0,670.0,9.0,7.0,0.0,0.0,0.5973451327433629,0.0,4.0,0.0,1.0,0.0,3.783185840707965,30.0,58.8,,,,,,,,,,,62.109375,,,34.89583333333333,,43.88020833333333,2.994791666666667,,,67.1875,60.026041666666664,76.30208333333334,6.119791666666666,59.895833333333336,76.3671875,90.8203125,71.09375,651.6927083333334
Merih Demiral,TUR,20,Sassuolo,14.0,1260,DF,619.0,51.0,86.7,11439.0,280.35714285714283,193.0,213.0,90.6,385.0,416.0,92.5,33.0,67.0,49.3,0.0,0.2,0.4,-0.2,2.0,44.0,1.0,0.0,3.785714285714286,7.0,0.5,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,42.9,0.5,0.21,0.29,0.67,9.3,0.0,0,0,0.8,0.8,0.11,1.2,1.2,24.0,16.0,23.0,1.0,0.0,10.0,76.9,3.0,1.1428571428571428,5.0,1.3571428571428572,43.0,5.7142857142857135,0.0,0.04761904761904761,870.0,101.0,419.0,428.0,28.0,13.0,870.0,5.0,4.0,80.0,1.0,20.0,508.0,2865.0,102.0,3.0,6.0,1.0,1.0,1.0,544.0,3.0,3.0,0.0,0.0,1.8571428571428572,1.0,1.0,0.0,1.0,0.0,4.142857142857143,54.0,78.3,,,,,,,,,,,98.95833333333334,,,52.213541666666664,,31.770833333333332,41.92708333333333,,,85.15625,66.66666666666666,54.6875,12.044270833333332,46.61458333333333,76.3671875,12.5,51.171875,630.078125
Jens Stryger Larsen,DEN,27,Udinese,35.9,3234,DF,1285.0,46.86456400742115,76.3,21032.0,275.0371057513915,651.0,739.0,88.1,507.0,640.0,79.2,97.0,220.0,44.1,4.0,3.1,2.3,0.9,31.0,129.0,41.0,18.0,4.786641929499072,65.0,1.81,61.0,2.0,0.0,2.0,0.0,0.0,9.0,0.25,9.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,37.5,0.45,0.17,0.06,0.17,21.0,1.0,0,0,1.8,1.8,0.11,-0.8,-0.8,42.0,20.0,24.0,14.0,4.0,22.0,50.0,22.0,0.75139146567718,19.0,0.7235621521335807,68.0,2.7272727272727275,0.02782931354359926,0.013252054068380596,1972.0,114.0,580.0,1026.0,389.0,25.0,1972.0,26.0,11.0,42.3,15.0,57.7,1148.0,6175.0,102.43970315398887,68.0,49.0,6.0,30.0,26.0,1255.0,101.0,6.0,0.0,0.0,0.38961038961038963,3.0,79.0,0.0,0.0,0.0,4.6474953617810755,29.0,48.3,,,,,,,,,,,27.864583333333332,,,73.4375,,4.557291666666666,9.114583333333332,,,21.6796875,0.78125,55.208333333333336,25.390625,35.9375,52.21354166666667,98.046875,48.4375,452.6692708333333
William Troost-Ekong,NGA,24,Udinese,34.0,3064,DF,926.0,33.57375979112272,81.0,20612.0,228.61292428198436,227.0,274.0,82.8,516.0,582.0,88.7,178.0,266.0,66.9,0.0,0.4,0.4,-0.4,5.0,39.0,4.0,1.0,1.468668407310705,16.0,0.47,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,,12.5,0.0,0,0,0.6,0.6,0.09,-0.6,-0.6,31.0,15.0,21.0,9.0,1.0,13.0,54.2,11.0,1.5567885117493472,12.0,1.1749347258485638,71.0,5.87467362924282,0.0587467362924282,0.01421292007074876,1524.0,235.0,857.0,643.0,34.0,22.0,1524.0,2.0,2.0,100.0,0.0,0.0,744.0,4138.0,62.3009138381201,3.0,5.0,1.0,12.0,6.0,805.0,6.0,4.0,0.0,0.0,0.8224543080939948,1.0,1.0,0.0,1.0,0.0,3.7304177545691903,99.0,60.7,,,,,,,,,,,69.20572916666666,,,3.125,,20.182291666666664,76.04166666666666,,,86.97916666666666,1.3020833333333335,17.057291666666664,5.729166666666666,4.6875,35.286458333333336,78.515625,26.171875,424.28385416666663
Bram Nuytinck,NED,28,Udinese,23.6,2127,DF,726.0,37.78561354019746,81.3,14335.0,218.80112834978843,235.0,260.0,90.4,376.0,433.0,86.8,96.0,168.0,57.1,0.0,0.4,1.0,-0.4,5.0,42.0,6.0,0.0,2.073342736248237,18.0,0.76,15.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,,26.1,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2,50.0,35.0,34.0,13.0,3.0,25.0,75.8,8.0,1.8617771509167842,17.0,1.2270803949224258,79.0,5.331452750352609,0.0,0.02961918194640338,1163.0,168.0,618.0,511.0,40.0,12.0,1163.0,4.0,2.0,50.0,2.0,50.0,591.0,2927.0,71.38222849083216,10.0,7.0,0.0,8.0,2.0,649.0,5.0,4.0,1.0,0.0,1.0155148095909732,0.0,4.0,0.0,0.0,0.0,3.1311706629055007,37.0,56.1,,,,,,,,,,,52.018229166666664,,,12.109375,,22.395833333333336,90.75520833333334,,,80.59895833333334,41.796875,25.520833333333332,0.78125,10.15625,76.3671875,62.5,20.572916666666664,495.5729166666667
Samir Santos,BRA,23,Udinese,20.0,1797,DF,646.0,41.51919866444074,77.9,10836.0,216.16026711185307,294.0,321.0,91.6,282.0,357.0,79.0,50.0,104.0,48.1,0.0,1.3,0.7,-1.3,8.0,29.0,2.0,2.0,2.7045075125208684,23.0,1.15,17.0,2.0,2.0,1.0,0.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,33.3,0.45,0.15,0.22,0.67,13.1,0.0,0,0,0.9,0.9,0.1,1.1,1.1,47.0,33.0,27.0,18.0,2.0,19.0,76.0,6.0,0.9015025041736227,9.0,1.702838063439065,81.0,4.808013355592655,0.0,0.03516499129755266,1073.0,110.0,479.0,510.0,90.0,17.0,1073.0,12.0,8.0,66.7,4.0,33.3,495.0,2067.0,60.150250417362265,24.0,16.0,2.0,17.0,5.0,565.0,27.0,7.0,0.0,0.0,1.9532554257095158,2.0,21.0,0.0,0.0,0.0,4.257095158597663,61.0,67.8,,,,,,,,,,,88.93229166666666,,,22.786458333333336,,56.640625,19.010416666666664,,,71.09375,52.34375,14.973958333333334,14.583333333333334,17.578125,76.3671875,10.416666666666663,19.270833333333336,463.9973958333333
Marco D'Alessandro,ITA,27,Udinese,16.6,1495,DF,458.0,39.97324414715719,69.0,6424.0,147.61204013377926,277.0,338.0,82.0,143.0,205.0,69.8,16.0,46.0,34.8,2.0,1.6,2.1,0.4,22.0,25.0,13.0,9.0,3.250836120401338,46.0,2.77,31.0,2.0,6.0,2.0,2.0,3.0,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.2,0.66,0.12,0.0,0.0,19.1,0.0,0,0,1.1,1.0,0.09,-1.1,-1.0,55.0,34.0,34.0,15.0,6.0,29.0,59.2,20.0,1.4448160535117056,22.0,0.5418060200668896,64.0,3.0100334448160533,0.060200668896321065,0.03721495895408938,892.0,38.0,238.0,429.0,247.0,35.0,892.0,50.0,32.0,64.0,19.0,38.0,458.0,3536.0,130.6354515050167,74.0,41.0,16.0,32.0,15.0,467.0,78.0,3.0,0.0,0.0,1.2642140468227425,3.0,56.0,0.0,0.0,0.0,5.418060200668896,5.0,23.8,,,,,,,,,,,1.0416666666666665,,,37.95572916666667,,1.3020833333333335,68.359375,,,28.125,55.078125,72.65625,48.30729166666667,14.453125,34.114583333333336,42.057291666666664,2.083333333333333,405.5338541666667
Hidde ter Avest,NED,21,Udinese,10.8,973,DF,354.0,45.04624871531347,72.7,5223.0,188.97225077081194,222.0,253.0,87.7,98.0,148.0,66.2,26.0,50.0,52.0,1.0,0.4,0.3,0.6,8.0,26.0,8.0,5.0,2.589928057553957,22.0,2.03,19.0,0.0,2.0,1.0,0.0,0.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.3,0.28,0.09,0.0,0.0,15.5,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,26.0,14.0,17.0,6.0,3.0,14.0,70.0,6.0,1.2949640287769786,11.0,0.9249743062692702,36.0,3.607399794450154,0.09249743062692703,0.04980630879911455,592.0,29.0,167.0,282.0,145.0,13.0,592.0,9.0,4.0,44.4,5.0,55.6,304.0,1273.0,62.25077081192189,13.0,10.0,1.0,8.0,6.0,333.0,37.0,0.0,0.0,0.0,0.3699897225077081,0.0,22.0,0.0,0.0,0.0,3.8848920863309355,7.0,38.9,,,,,,,,,,,11.1328125,,,20.833333333333336,,9.895833333333332,57.161458333333336,,,43.61979166666667,68.22916666666666,16.927083333333336,7.552083333333333,29.166666666666668,20.052083333333336,98.17708333333334,9.765625,392.51302083333326
Marvin Zeegelaar,NED,27,Udinese,10.6,956,DF,318.0,36.24476987447699,82.6,4344.0,144.7907949790795,204.0,225.0,90.7,89.0,115.0,77.4,12.0,20.0,60.0,0.0,0.2,0.2,-0.2,5.0,9.0,5.0,2.0,1.4121338912133892,18.0,1.69,14.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,,16.1,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,30.0,23.0,21.0,6.0,3.0,16.0,66.7,8.0,1.0355648535564854,9.0,1.600418410041841,47.0,3.577405857740586,0.0,0.07217573221757323,510.0,44.0,174.0,224.0,118.0,8.0,510.0,20.0,16.0,80.0,4.0,20.0,227.0,1167.0,61.004184100418406,15.0,17.0,3.0,12.0,6.0,232.0,27.0,6.0,1.0,1.0,1.600418410041841,1.0,13.0,0.0,0.0,0.0,5.836820083682008,17.0,58.6,,,,,,,,,,,61.263020833333336,,,2.34375,,48.56770833333333,32.421875,,,42.96875,80.078125,15.755208333333334,58.984375,7.552083333333333,76.3671875,20.052083333333336,1.6927083333333333,448.046875
Nicholas Opoku,GHA,20,Udinese,10.1,910,DF,323.0,37.38461538461539,85.4,6148.0,210.75824175824178,109.0,124.0,87.9,165.0,178.0,92.7,39.0,57.0,68.4,0.0,0.0,0.1,0.0,1.0,16.0,1.0,0.0,2.67032967032967,6.0,0.59,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,,24.2,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,16.0,9.0,15.0,1.0,0.0,10.0,58.8,7.0,0.7912087912087912,3.0,1.7802197802197801,34.0,2.8681318681318677,0.0,0.05563186813186813,472.0,45.0,235.0,224.0,15.0,3.0,472.0,4.0,4.0,100.0,0.0,0.0,283.0,1451.0,82.38461538461539,8.0,3.0,0.0,3.0,5.0,281.0,0.0,5.0,0.0,0.0,0.7912087912087912,0.0,1.0,0.0,3.0,0.0,4.747252747252747,18.0,75.0,,,,,,,,,,,98.11197916666666,,,22.005208333333336,,60.416666666666664,11.979166666666668,,,24.739583333333336,72.78645833333334,36.45833333333333,28.515625,9.114583333333332,76.3671875,80.59895833333334,17.317708333333336,538.4114583333334
Manuel Lazzari,ITA,24,SPAL,31.5,2835,DF,1092.0,46.44444444444444,74.6,15322.0,150.06349206349208,696.0,789.0,88.2,286.0,384.0,74.5,61.0,146.0,41.8,8.0,5.9,5.0,2.1,55.0,56.0,68.0,57.0,2.1587301587301586,110.0,3.49,89.0,3.0,8.0,2.0,7.0,1.0,15.0,0.48,11.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,14.7,1.08,0.16,0.0,0.0,20.2,0.0,0,0,1.4,1.4,0.04,-1.4,-1.4,29.0,17.0,16.0,10.0,3.0,13.0,54.2,11.0,0.8253968253968255,21.0,0.6349206349206349,49.0,1.619047619047619,0.03174603174603175,0.01860974274767378,1812.0,64.0,351.0,721.0,776.0,65.0,1812.0,118.0,64.0,54.2,54.0,45.8,1201.0,10569.0,204.92063492063494,239.0,140.0,42.0,60.0,42.0,1260.0,234.0,8.0,0.0,0.0,0.8888888888888888,0.0,242.0,1.0,0.0,0.0,4.507936507936508,9.0,30.0,,,,,,,,,,,3.9713541666666665,,,13.28125,,2.083333333333333,13.932291666666666,,,3.7760416666666665,8.203125,96.22395833333334,20.963541666666664,34.765625,48.697916666666664,73.76302083333333,2.473958333333333,322.13541666666663
Mohamed Fares,ALG,22,SPAL,32.8,2949,DF,1099.0,45.50356052899288,73.7,16208.0,164.06917599186164,641.0,727.0,88.2,322.0,449.0,71.7,69.0,173.0,39.9,0.0,2.6,2.0,-2.6,38.0,44.0,33.0,21.0,2.9298067141403865,80.0,2.44,59.0,4.0,4.0,7.0,3.0,3.0,3.0,0.09,0.0,1.0,1.0,1.0,0.0,0.0,3.0,17.0,29.8,1.74,0.52,0.05,0.18,21.4,1.0,0,0,2.9,2.9,0.05,0.1,0.1,63.0,43.0,37.0,18.0,8.0,25.0,46.3,29.0,1.4649033570701933,44.0,1.6480162767039674,117.0,2.533062054933876,0.061037639877924724,0.020830305672625105,1940.0,95.0,564.0,773.0,633.0,52.0,1940.0,63.0,35.0,55.6,28.0,44.4,1026.0,7258.0,125.4323499491353,101.0,71.0,10.0,52.0,39.0,1128.0,171.0,12.0,0.0,0.0,1.5564598168870805,0.0,160.0,0.0,1.0,0.0,4.669379450661241,41.0,54.7,,,,,,,,,,,47.0703125,,,29.427083333333332,,51.822916666666664,69.40104166666666,,,17.447916666666664,17.057291666666664,70.44270833333334,27.083333333333332,30.989583333333332,33.854166666666664,21.614583333333336,4.427083333333334,420.6380208333333
Thiago Cionek,POL,32,SPAL,28.2,2542,DF,1312.0,57.56884343036979,80.7,21900.0,355.78678206136897,634.0,690.0,91.9,528.0,638.0,82.8,113.0,220.0,51.4,3.0,1.5,0.9,1.5,17.0,103.0,17.0,8.0,4.177812745869394,40.0,1.42,34.0,1.0,0.0,3.0,2.0,0.0,5.0,0.18,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.3,0.57,0.04,0.0,0.0,12.0,0.0,0,0,1.4,1.4,0.09,-1.4,-1.4,75.0,44.0,46.0,25.0,4.0,29.0,51.8,27.0,1.2037765538945713,12.0,1.947285601888277,130.0,5.098347757671125,0.0,0.02077104642014162,1988.0,178.0,926.0,875.0,206.0,23.0,1988.0,12.0,4.0,33.3,8.0,66.7,1065.0,5883.0,132.8048780487805,57.0,40.0,3.0,21.0,13.0,1156.0,28.0,13.0,2.0,0.0,1.841070023603462,1.0,18.0,1.0,2.0,0.0,6.266719118804091,61.0,54.0,,,,,,,,,,,44.3359375,,,62.239583333333336,,68.48958333333334,48.30729166666667,,,77.60416666666666,16.796875,74.609375,69.921875,63.151041666666664,76.3671875,13.020833333333337,75.91145833333334,690.7552083333335
Felipe dal Belo,BRA,34,SPAL,26.2,2361,DF,1086.0,48.94536213468869,84.6,18779.0,316.8869123252859,506.0,539.0,93.9,444.0,505.0,87.9,108.0,192.0,56.3,2.0,1.1,0.8,0.9,8.0,66.0,3.0,1.0,2.554002541296061,26.0,0.99,21.0,2.0,0.0,2.0,1.0,0.0,3.0,0.11,2.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,57.1,0.53,0.3,0.21,0.38,8.9,0.0,0,0,2.6,2.6,0.19,0.4,0.4,36.0,25.0,21.0,13.0,2.0,16.0,50.0,16.0,1.105463786531131,11.0,0.6480304955527318,53.0,3.3545108005082596,0.03811944091486658,0.02647183396865735,1494.0,144.0,684.0,735.0,84.0,23.0,1494.0,6.0,6.0,100.0,0.0,0.0,823.0,3446.0,86.30241423125794,15.0,13.0,0.0,7.0,2.0,982.0,6.0,13.0,0.0,0.0,1.2960609911054637,0.0,10.0,1.0,1.0,0.0,3.6213468869123258,50.0,61.7,,,,,,,,,,,71.80989583333334,,,20.182291666666664,,2.213541666666667,38.41145833333333,,,37.5,33.72395833333333,40.625,4.166666666666666,41.66666666666667,44.53125,39.583333333333336,64.0625,438.4765625
Francesco Vicari,ITA,23,SPAL,25.9,2335,DF,897.0,39.19914346895075,88.2,17456.0,299.7944325481799,322.0,345.0,93.3,449.0,487.0,92.2,115.0,164.0,70.1,1.0,0.3,0.5,0.7,2.0,34.0,2.0,0.0,2.158458244111349,11.0,0.42,10.0,0.0,0.0,0.0,0.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.31,0.15,0.25,0.5,11.7,0.0,0,0,0.5,0.5,0.06,1.5,1.5,28.0,24.0,21.0,7.0,0.0,18.0,64.3,10.0,1.1948608137044967,7.0,1.3104925053533192,62.0,5.357601713062098,0.03854389721627409,0.03303762618537779,1271.0,208.0,716.0,536.0,25.0,14.0,1271.0,1.0,0.0,0.0,1.0,100.0,606.0,2573.0,65.67880085653104,9.0,5.0,3.0,1.0,4.0,736.0,0.0,7.0,0.0,0.0,0.5396145610278372,0.0,2.0,0.0,0.0,0.0,4.6638115631691655,48.0,56.5,,,,,,,,,,,53.255208333333336,,,13.151041666666666,,27.734375,47.39583333333333,,,81.11979166666666,48.828125,19.53125,26.822916666666668,12.760416666666666,44.010416666666664,93.359375,58.59375,526.5625
Kevin Bonifazi,ITA,22,SPAL,25.6,2301,DF,1075.0,48.148631029986966,87.3,18340.0,255.2933507170795,498.0,519.0,96.0,481.0,533.0,90.2,84.0,146.0,57.5,1.0,0.3,0.4,0.7,7.0,78.0,8.0,1.0,3.598435462842242,25.0,0.98,22.0,0.0,1.0,1.0,1.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,27.3,0.43,0.12,0.18,0.67,19.5,0.0,0,0,0.6,0.6,0.06,1.4,1.4,40.0,24.0,31.0,8.0,1.0,15.0,45.5,18.0,1.486310299869622,17.0,1.4080834419817472,76.0,3.089960886571056,0.0,0.02346805736636245,1498.0,188.0,743.0,662.0,109.0,12.0,1498.0,29.0,23.0,79.3,6.0,20.7,899.0,5550.0,133.76792698826597,42.0,36.0,0.0,23.0,19.0,919.0,8.0,2.0,0.0,0.0,0.7822685788787483,0.0,6.0,0.0,0.0,0.0,6.649282920469361,43.0,55.8,,,,,,,,,,,50.911458333333336,,,47.52604166666667,,35.28645833333333,70.83333333333334,,,30.078125,25.130208333333332,75.13020833333334,77.21354166666666,39.58333333333333,76.3671875,81.51041666666666,38.41145833333333,647.9817708333333
Filippo Costa,ITA,23,SPAL,6.3,564,DF,166.0,38.297872340425535,69.2,2733.0,197.23404255319147,82.0,94.0,87.2,67.0,97.0,69.1,12.0,37.0,32.4,0.0,0.4,0.6,-0.4,7.0,12.0,6.0,3.0,3.0319148936170213,13.0,2.07,9.0,1.0,1.0,2.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,,22.7,1.0,0,0,0.3,0.3,0.05,-0.3,-0.3,15.0,13.0,6.0,6.0,3.0,4.0,44.4,5.0,1.595744680851064,7.0,1.2765957446808511,23.0,4.946808510638298,0.1595744680851064,0.13829787234042554,332.0,31.0,113.0,129.0,94.0,2.0,332.0,9.0,7.0,77.8,2.0,22.2,136.0,775.0,66.38297872340425,16.0,9.0,0.0,9.0,4.0,148.0,18.0,0.0,0.0,0.0,0.797872340425532,0.0,16.0,0.0,0.0,0.0,3.9893617021276597,6.0,46.2,,,,,,,,,,,23.763020833333336,,,32.421875,,25.911458333333332,79.81770833333334,,,73.69791666666666,93.48958333333334,20.442708333333336,9.635416666666668,10.807291666666668,6.7708333333333375,79.94791666666666,12.890625,469.59635416666674
Johan Djourou,SUI,31,SPAL,3.1,279,DF,103.0,37.096774193548384,89.6,1845.0,191.29032258064518,45.0,49.0,91.8,42.0,47.0,89.4,13.0,14.0,92.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.32,0.32,0.0,0.0,4.6,0.0,0,0,0.5,0.5,0.49,-0.5,-0.5,3.0,1.0,3.0,0.0,0.0,2.0,100.0,0.0,1.6129032258064515,2.0,1.2903225806451613,7.0,6.451612903225806,0.0,0.1075268817204301,150.0,22.0,101.0,46.0,3.0,1.0,150.0,2.0,2.0,100.0,0.0,0.0,58.0,250.0,36.12903225806452,1.0,1.0,0.0,0.0,1.0,83.0,0.0,0.0,0.0,0.0,1.2903225806451613,0.0,0.0,0.0,0.0,0.0,3.225806451612903,8.0,66.7,,,,,,,,,,,86.26302083333334,,,0.13020833333333331,,27.083333333333332,80.59895833333334,,,93.61979166666666,88.671875,3.125,1.171875,8.59375,76.3671875,39.84375,10.677083333333332,516.1458333333334
Simone Iacoponi,ITA,31,Parma,37.2,3346,DF,1040.0,38.57142857142857,72.5,18733.0,191.02809324566644,454.0,500.0,90.8,445.0,570.0,78.1,118.0,274.0,43.1,0.0,0.7,0.7,-0.7,11.0,62.0,7.0,1.0,2.3939031679617453,22.0,0.59,17.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.27,0.03,0.0,0.0,17.6,0.0,0,0,0.7,0.7,0.07,-0.7,-0.7,62.0,43.0,50.0,11.0,1.0,27.0,57.4,20.0,1.0759115361625822,14.0,0.9952181709503886,99.0,4.787806335923491,0.08069336521219367,0.01865491776410929,1838.0,205.0,813.0,815.0,220.0,16.0,1838.0,30.0,12.0,40.0,18.0,60.0,834.0,3530.0,41.23430962343096,14.0,12.0,0.0,31.0,12.0,903.0,44.0,4.0,0.0,0.0,0.9145248057381948,0.0,30.0,0.0,1.0,0.0,4.061566049013748,55.0,48.2,,,,,,,,,,,27.473958333333332,,,17.838541666666664,,11.979166666666668,35.546875,,,70.703125,8.333333333333332,4.166666666666666,10.807291666666668,11.588541666666668,24.348958333333336,71.61458333333333,10.416666666666668,304.8177083333333
Riccardo Gagliolo,SWE,28,Parma,33.8,3045,DF,1014.0,40.72906403940887,73.6,19286.0,265.5960591133005,375.0,449.0,83.5,513.0,634.0,80.9,114.0,237.0,48.1,2.0,2.4,0.9,-0.4,17.0,68.0,14.0,3.0,3.221674876847291,37.0,1.09,30.0,2.0,0.0,3.0,1.0,1.0,7.0,0.21,4.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,14.3,0.62,0.09,0.0,0.0,15.4,0.0,0,0,1.4,1.4,0.07,-1.4,-1.4,69.0,45.0,52.0,15.0,2.0,33.0,48.5,35.0,1.7733990147783252,27.0,1.9507389162561575,135.0,6.295566502463053,0.05911330049261084,0.01927607624759049,1854.0,288.0,941.0,755.0,177.0,24.0,1854.0,9.0,5.0,55.6,4.0,44.4,863.0,3920.0,71.49753694581281,16.0,18.0,0.0,24.0,7.0,896.0,27.0,8.0,0.0,0.0,0.9458128078817735,0.0,18.0,0.0,2.0,2.0,5.4088669950738915,42.0,52.5,,,,,,,,,,,38.93229166666667,,,37.23958333333333,,68.61979166666666,87.23958333333334,,,91.92708333333334,10.026041666666668,25.78125,47.91666666666667,15.625,34.895833333333336,68.359375,42.44791666666667,569.0104166666666
