Player,Nation,Age,Club,90 minutes played,Minutes played,Position,Passes completed,Passes attempted,Completed passes %,Total pass distance,Progressive pass distance,Short passes completed,Short passes attempted,Short passes completed %,Medium passes completed,Medium passes attempted,Medium passes completed %,Long passes completed,Long passes attempted,Long passes completed %,Assists,Expected Assisted Goals,Expected Assists,A minus xAG,Key Passes,Passes into final third,Passes into penalty area,Crosses into penalty area,Progressive passes,Shot creating actions,Shot creating actions per 90,Shot creating actions by live-ball passes,Shot creating actions by dead-ball passes,Successful Take-Ons that led to a shot,Shots that led to another shot attempt,Fouls drawn that led to a shot attempt,Defensive actions that led to a shot attempt,Goal creating actions,Goal creating actions per 90,Goal creating actions by live-ball passes,Goal creating actions by dead-ball passes,Successful Take-Ons that led to a goal,Shots that led to another goal-scoring shot,Fouls drawn that led to a goal,Defensive actions that led to a goal,Goals,Shots on target,Shots on target %,Shots per 90,Shots on target per 90,Goals per shot,Goals per shot on target,Average shooting distance,Shots from free kicks,Penalty kicks made,Penalty kicks attempted,Expected Goals,Non-penalty expected goals,Non-penalty expected goals/Shot,Goals minus expected Goals,Non-penalty goals minus non-penalty expected Goals,Tackles,Tackles won,Tackles in defensive 1/3,Tackles in middle 1/3,Tackles in attacking 1/3,Dribblers tackled,% of dribblers tackled,Challenges lost,Balls blocked,Passes blocked,Interceptions,Number of tackles and interceptions,Clearances,Errors,Tackles won %,Touches,Touches in defensive penalty area,Touches in defensive 1/3,Touches in middle 1/3,Touches in attacking 1/3,Touches in attacking penalty area,Live-ball touches,Take ons attempted,Successful take ons,Successful take ons %,Times tackled during take on,Times tackled during take on %,Times ball carried with feet,Total moved ball distance,Progressive moved ball distance,Progressive Carries,Carries into final 1/3,Carries into penalty area,Miscontrols,Dispossessed,Passes received,Progressive Passes Received,Yellow cards,Red cards,Second yellow card,Fouls committed,Offsides,Crosses,Penalty kicks won,Penalty kicks conceded,Own goals,Recoveries,Aerial duels won,Aerial duels won %,Goals_percentile,Assists_percentile,Expected Goals_percentile,Expected Assisted Goals_percentile,Progressive Passes Received_percentile,Shot creating actions_percentile,Crosses into penalty area_percentile,Successful take ons_percentile,Goals per shot on target_percentile,Shots on target %_percentile,Aerial duels won %_percentile,Carries into final 1/3_percentile,Passes completed_percentile,Progressive passes_percentile,Passes into final third_percentile,Interceptions_percentile,Balls blocked_percentile,Touches_percentile,Long passes completed %_percentile,Clearances_percentile,Tackles won %_percentile,Progressive moved ball distance_percentile,Recoveries_percentile,Passes attempted_percentile,Errors_percentile,Fouls committed_percentile,Progressive pass distance_percentile,Total Score
Bruno Alves,POR,36,Parma,32.5,2922,DF,962.0,38.347022587268995,77.3,22775.0,297.3511293634497,221.0,260.0,85.0,505.0,592.0,85.3,232.0,360.0,64.4,1.0,1.0,1.1,0.0,10.0,57.0,3.0,2.0,2.217659137577002,24.0,0.74,18.0,3.0,1.0,1.0,0.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,31.3,0.49,0.15,0.25,0.8,20.4,8.0,0,0,2.2,2.2,0.14,1.8,1.8,15.0,8.0,11.0,4.0,0.0,4.0,57.1,3.0,1.108829568788501,8.0,0.893223819301848,44.0,6.468172484599589,0.0,0.01642710472279261,1564.0,277.0,898.0,601.0,75.0,28.0,1564.0,3.0,3.0,100.0,0.0,0.0,739.0,4057.0,73.42915811088297,4.0,4.0,0.0,6.0,1.0,811.0,5.0,9.0,1.0,1.0,0.9548254620123203,0.0,17.0,0.0,1.0,1.0,3.973305954825462,102.0,72.9,,,,,,,,,,,96.41927083333334,,,14.583333333333334,,8.723958333333332,38.671875,,,93.88020833333334,3.3854166666666665,28.125,9.244791666666668,11.197916666666668,76.3671875,67.578125,58.203125,506.38020833333337
Alessandro Bastoni,ITA,19,Parma,18.8,1690,DF,514.0,33.976331360946745,80.6,10544.0,187.45562130177515,168.0,187.0,89.8,258.0,298.0,86.6,83.0,134.0,61.9,0.0,0.4,0.5,-0.4,1.0,36.0,3.0,0.0,1.7041420118343196,4.0,0.21,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,66.7,0.16,0.11,0.33,0.5,12.1,0.0,0,0,0.6,0.6,0.19,0.4,0.4,25.0,12.0,20.0,5.0,0.0,6.0,40.0,9.0,1.3846153846153846,8.0,1.1715976331360947,47.0,5.112426035502958,0.0,0.025562130177514793,843.0,133.0,465.0,365.0,24.0,6.0,843.0,7.0,5.0,71.4,2.0,28.6,453.0,2368.0,68.27218934911244,7.0,9.0,4.0,3.0,2.0,449.0,1.0,2.0,0.0,0.0,0.8520710059171598,0.0,3.0,0.0,1.0,0.0,3.674556213017752,37.0,46.8,,,,,,,,,,,25.130208333333332,,,5.46875,,19.921875,64.0625,,,77.86458333333334,30.859375,22.135416666666664,4.947916666666666,5.338541666666666,76.3671875,76.82291666666666,9.244791666666668,418.16406250000006
Massimo Gobbi,ITA,37,Parma,13.1,1183,DF,456.0,47.01606086221471,73.8,7573.0,308.3431952662722,223.0,247.0,90.3,179.0,250.0,71.6,41.0,82.0,50.0,1.0,0.4,0.4,0.6,8.0,47.0,9.0,5.0,4.564666103127641,21.0,1.6,18.0,1.0,0.0,0.0,1.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,,20.7,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,14.0,7.0,5.0,5.0,4.0,8.0,32.0,17.0,1.2172442941673711,8.0,0.6846999154691462,23.0,3.651732882502113,0.0,0.03803888419273035,717.0,55.0,245.0,337.0,140.0,4.0,717.0,2.0,2.0,100.0,0.0,0.0,319.0,1736.0,82.6204564666103,27.0,14.0,2.0,5.0,2.0,375.0,27.0,3.0,0.0,0.0,1.8258664412510566,0.0,21.0,0.0,1.0,0.0,4.564666103127641,8.0,42.1,,,,,,,,,,,16.276041666666664,,,69.140625,,2.864583333333333,48.95833333333333,,,45.57291666666667,56.640625,36.71875,22.916666666666664,36.45833333333333,76.3671875,13.151041666666663,61.458333333333336,486.5234375
Federico Dimarco,ITA,20,Parma,9.9,892,DF,322.0,45.100896860986545,72.0,5602.0,217.13004484304932,165.0,185.0,89.2,120.0,155.0,77.4,31.0,76.0,40.8,0.0,1.1,0.6,-1.1,9.0,28.0,11.0,2.0,3.834080717488789,18.0,1.82,10.0,4.0,2.0,1.0,1.0,0.0,2.0,0.2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,23.1,1.31,0.3,0.08,0.33,22.2,0.0,0,0,0.5,0.5,0.03,0.5,0.5,22.0,7.0,10.0,8.0,4.0,10.0,50.0,10.0,1.3116591928251122,7.0,1.5134529147982063,37.0,2.7242152466367715,0.0,0.03210354667753771,565.0,36.0,168.0,247.0,164.0,11.0,565.0,12.0,10.0,83.3,2.0,16.7,282.0,1501.0,93.12780269058297,21.0,16.0,3.0,12.0,14.0,282.0,33.0,4.0,0.0,0.0,1.3116591928251122,1.0,45.0,0.0,1.0,0.0,6.356502242152466,4.0,23.5,,,,,,,,,,,0.9114583333333334,,,53.515625,,42.70833333333333,58.463541666666664,,,21.484375,46.61458333333333,46.61458333333333,71.74479166666666,29.557291666666668,76.3671875,38.28125,19.921875,506.1848958333333
Marcello Gazzola,ITA,33,Parma,10.2,921,DF,249.0,37.71986970684039,64.5,3811.0,174.52768729641693,141.0,172.0,82.0,82.0,125.0,65.6,18.0,52.0,34.6,0.0,0.5,0.3,-0.5,4.0,20.0,7.0,7.0,2.9315960912052117,11.0,1.07,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,0.2,0.1,0.5,1.0,13.9,0.0,0,0,1.0,1.0,0.48,0.0,0.0,9.0,4.0,2.0,5.0,2.0,5.0,55.6,4.0,0.5863192182410424,3.0,0.39087947882736157,13.0,3.224755700325733,0.0,0.04343105320304017,460.0,24.0,129.0,204.0,128.0,6.0,460.0,11.0,4.0,36.4,7.0,63.6,209.0,999.0,48.371335504886,13.0,9.0,1.0,2.0,4.0,263.0,36.0,3.0,0.0,0.0,1.0749185667752443,0.0,33.0,0.0,0.0,0.0,3.7133550488599347,23.0,63.9,,,,,,,,,,,78.58072916666666,,,29.557291666666668,,0.390625,4.231770833333334,,,34.63541666666667,63.671875,8.072916666666668,5.46875,9.765625,76.3671875,56.77083333333333,6.380208333333333,373.89322916666663
Francisco Sierralta,CHI,21,Parma,3.0,269,DF,65.0,33.12267657992565,65.7,1418.0,164.9442379182156,19.0,26.0,73.1,30.0,40.0,75.0,12.0,26.0,46.2,0.0,0.4,0.5,-0.4,2.0,5.0,0.0,0.0,2.007434944237918,4.0,1.34,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,,21.8,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,11.0,8.0,8.0,3.0,0.0,4.0,66.7,2.0,0.33457249070631967,0.0,1.3382899628252787,15.0,9.033457249070633,0.0,0.24332544778641435,147.0,28.0,87.0,53.0,8.0,3.0,147.0,3.0,2.0,66.7,1.0,33.3,65.0,356.0,78.62453531598513,4.0,1.0,0.0,2.0,1.0,68.0,2.0,2.0,0.0,0.0,2.342007434944238,0.0,2.0,0.0,0.0,1.0,3.345724907063197,16.0,84.2,,,,,,,,,,,99.73958333333334,,,10.807291666666668,,29.947916666666668,0.9114583333333334,,,99.73958333333334,98.56770833333334,32.55208333333333,1.953125,3.90625,76.3671875,4.4270833333333375,4.817708333333334,463.73697916666663
Fabio Pisacane,ITA,32,Cagliari,25.2,2266,DF,973.0,46.310679611650485,83.4,18444.0,234.33362753751103,329.0,369.0,89.2,501.0,562.0,89.1,113.0,181.0,62.4,1.0,1.2,0.8,-0.2,6.0,25.0,1.0,1.0,1.7475728155339805,11.0,0.44,10.0,0.0,0.0,1.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11.1,0.36,0.04,0.11,1.0,10.6,0.0,0,0,0.8,0.8,0.09,0.2,0.2,33.0,17.0,22.0,8.0,3.0,18.0,58.1,13.0,1.4298323036187113,13.0,0.913503971756399,56.0,4.289496910856134,0.0,0.020460563267271123,1432.0,167.0,730.0,645.0,59.0,17.0,1432.0,8.0,2.0,25.0,6.0,75.0,767.0,3917.0,72.80229479258605,5.0,4.0,0.0,14.0,6.0,815.0,4.0,6.0,0.0,0.0,1.0723742277140336,0.0,4.0,0.0,0.0,0.0,6.47396293027361,48.0,48.0,,,,,,,,,,,27.083333333333332,,,6.640625,,9.375,67.05729166666666,,,59.895833333333336,14.973958333333334,27.083333333333332,73.828125,34.24479166666667,76.3671875,57.421875,28.385416666666668,482.3567708333333
Darijo Srna,CRO,36,Cagliari,23.2,2087,DF,1234.0,70.33540967896502,75.7,22249.0,438.44274077623385,523.0,583.0,89.7,532.0,660.0,80.6,141.0,278.0,50.7,3.0,4.0,4.1,-1.0,45.0,104.0,46.0,26.0,5.606133205558217,79.0,3.41,50.0,21.0,2.0,1.0,4.0,1.0,8.0,0.35,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.43,0.04,0.0,0.0,24.0,2.0,0,0,0.5,0.5,0.05,-0.5,-0.5,24.0,16.0,6.0,13.0,5.0,9.0,64.3,5.0,1.0349784379492093,19.0,0.776233828461907,42.0,2.846190704360326,0.0,0.0287494010541447,1817.0,77.0,340.0,995.0,491.0,5.0,1817.0,15.0,11.0,73.3,4.0,26.7,892.0,4091.0,87.19693339722089,44.0,33.0,2.0,21.0,12.0,1158.0,85.0,5.0,1.0,0.0,0.9918543363679924,0.0,159.0,0.0,1.0,0.0,4.312410158121706,29.0,50.9,,,,,,,,,,,34.89583333333333,,,82.55208333333334,,5.859375,32.29166666666667,,,24.348958333333336,40.36458333333333,42.1875,16.276041666666664,81.11979166666666,76.3671875,64.97395833333333,90.49479166666666,591.7317708333334
Luca Ceppitelli,ITA,28,Cagliari,22.8,2051,DF,999.0,53.096050706972214,82.6,19897.0,324.1930765480254,339.0,383.0,88.5,483.0,531.0,91.0,152.0,249.0,61.0,1.0,0.9,0.8,0.1,2.0,49.0,1.0,0.0,3.0277913213066796,10.0,0.44,8.0,0.0,0.0,1.0,0.0,1.0,2.0,0.09,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,26.7,0.66,0.18,0.07,0.25,9.7,0.0,0,0,2.4,2.4,0.16,-1.4,-1.4,40.0,24.0,28.0,11.0,1.0,13.0,59.1,9.0,1.4919551438322771,10.0,0.8776206728425159,60.0,4.870794734275963,0.08776206728425158,0.026328620185275476,1450.0,185.0,738.0,687.0,33.0,20.0,1450.0,5.0,3.0,60.0,2.0,40.0,730.0,3591.0,101.71623598244757,10.0,3.0,0.0,4.0,3.0,887.0,1.0,6.0,2.0,0.0,0.9215017064846416,0.0,3.0,0.0,1.0,1.0,6.0994636762554855,59.0,59.6,,,,,,,,,,,65.29947916666666,,,32.29166666666667,,8.203125,71.09375,,,72.265625,33.46354166666667,54.296875,66.40625,52.864583333333336,22.526041666666664,70.96354166666667,66.40625,616.0807291666667
Simone Padoin,ITA,34,Cagliari,21.3,1915,DF,813.0,49.44125326370757,77.3,13780.0,249.2271540469974,358.0,389.0,92.0,332.0,442.0,75.1,83.0,154.0,53.9,2.0,1.1,1.2,0.9,15.0,61.0,21.0,14.0,3.759791122715405,45.0,2.11,33.0,6.0,2.0,1.0,3.0,0.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.7,0.14,0.09,0.0,0.0,16.9,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,34.0,25.0,12.0,18.0,4.0,14.0,42.4,19.0,0.8459530026109662,13.0,0.6579634464751958,48.0,2.5378590078328984,0.0,0.03455690370142835,1208.0,77.0,350.0,602.0,259.0,10.0,1208.0,16.0,8.0,50.0,8.0,50.0,548.0,3212.0,80.31853785900783,58.0,31.0,2.0,16.0,9.0,687.0,55.0,2.0,0.0,0.0,0.7989556135770235,0.0,53.0,0.0,0.0,0.0,5.169712793733682,15.0,44.1,,,,,,,,,,,19.986979166666664,,,51.692708333333336,,2.34375,15.104166666666666,,,17.578125,51.5625,33.72395833333333,42.44791666666667,43.09895833333333,76.3671875,79.81770833333334,35.9375,469.66145833333337
Filippo Romagna,ITA,21,Cagliari,16.4,1474,DF,598.0,41.45861601085482,88.1,12036.0,239.53188602442333,175.0,192.0,91.1,338.0,368.0,91.8,72.0,104.0,69.2,0.0,0.0,0.1,0.0,0.0,15.0,1.0,0.0,1.953867028493894,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,0.31,0.06,0.0,0.0,8.4,0.0,0,0,0.5,0.5,0.11,-0.5,-0.5,14.0,9.0,10.0,4.0,0.0,4.0,50.0,4.0,1.2211668928086838,8.0,1.1601085481682496,33.0,4.151967435549525,0.0,0.03925179298313627,822.0,111.0,465.0,346.0,14.0,7.0,822.0,0.0,0.0,,0.0,,424.0,2427.0,89.6336499321574,9.0,2.0,0.0,4.0,0.0,500.0,0.0,2.0,0.0,0.0,0.4884667571234735,0.0,3.0,0.0,1.0,0.0,4.51831750339213,35.0,57.4,,,,,,,,,,,57.2265625,,,9.765625,,18.75,49.609375,,,56.901041666666664,58.59375,44.27083333333333,21.09375,17.447916666666664,76.3671875,96.09375,31.25,537.3697916666666
Ragnar Klavan,EST,32,Cagliari,13.7,1230,DF,507.0,46.09756097560976,80.5,9866.0,259.1707317073171,173.0,196.0,88.3,260.0,290.0,89.7,63.0,122.0,51.6,0.0,0.5,0.3,-0.5,1.0,37.0,6.0,2.0,3.439024390243902,7.0,0.51,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,,22.5,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,9.0,8.0,5.0,3.0,1.0,5.0,45.5,6.0,1.3902439024390245,6.0,0.7317073170731708,19.0,4.975609756097561,0.07317073170731707,0.06504065040650406,755.0,91.0,385.0,355.0,22.0,4.0,755.0,1.0,1.0,100.0,0.0,0.0,407.0,2613.0,115.6829268292683,14.0,12.0,1.0,6.0,4.0,449.0,3.0,2.0,0.0,0.0,0.5121951219512195,0.0,2.0,0.0,0.0,0.0,4.902439024390244,36.0,61.0,,,,,,,,,,,70.05208333333334,,,44.140625,,4.817708333333334,64.453125,,,74.34895833333334,77.734375,64.71354166666666,34.63541666666667,32.94270833333333,27.473958333333336,94.66145833333334,40.625,630.5989583333334
Charalambos Lykogiannis,GRE,24,Cagliari,9.2,830,DF,282.0,47.385542168674704,64.5,5164.0,254.3855421686747,115.0,139.0,82.7,119.0,177.0,67.2,36.0,79.0,45.6,1.0,1.6,1.0,-0.6,8.0,24.0,8.0,5.0,2.602409638554217,16.0,1.73,9.0,7.0,0.0,0.0,0.0,0.0,1.0,0.11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,28.6,0.76,0.22,0.0,0.0,25.2,2.0,0,0,0.3,0.3,0.04,-0.3,-0.3,14.0,8.0,8.0,3.0,3.0,6.0,54.5,5.0,1.9518072289156627,15.0,2.0602409638554215,33.0,3.5783132530120483,0.0,0.06196213425129087,555.0,37.0,158.0,254.0,146.0,5.0,555.0,9.0,4.0,44.4,5.0,55.6,202.0,943.0,52.04819277108434,17.0,13.0,1.0,8.0,5.0,241.0,22.0,1.0,0.0,0.0,0.9759036144578314,1.0,41.0,0.0,0.0,0.0,4.554216867469879,13.0,52.0,,,,,,,,,,,37.82552083333333,,,21.09375,,74.21875,92.83854166666666,,,43.09895833333333,75.26041666666666,9.765625,22.395833333333336,37.5,76.3671875,66.27604166666667,38.02083333333333,594.6614583333334
Fabrizio Cacciatore,ITA,31,Cagliari,6.4,580,DF,292.0,58.5,77.5,5065.0,286.2931034482759,126.0,139.0,90.6,131.0,160.0,81.9,29.0,56.0,51.8,2.0,0.8,0.7,1.2,6.0,17.0,8.0,5.0,3.7241379310344827,14.0,2.17,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.31,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,66.7,0.47,0.31,0.0,0.0,18.8,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,9.0,7.0,7.0,0.0,2.0,1.0,20.0,4.0,0.9310344827586207,2.0,1.0862068965517242,16.0,2.6379310344827585,0.0,0.1206896551724138,433.0,30.0,137.0,211.0,86.0,7.0,433.0,3.0,2.0,66.7,1.0,33.3,220.0,758.0,56.32758620689655,4.0,5.0,0.0,3.0,1.0,275.0,19.0,2.0,0.0,0.0,1.2413793103448276,0.0,23.0,0.0,1.0,0.0,4.5,4.0,28.6,,,,,,,,,,,3.3203125,,,51.041666666666664,,14.973958333333334,21.6796875,,,19.270833333333336,90.88541666666666,12.239583333333332,20.703125,64.77864583333334,76.3671875,43.619791666666664,53.776041666666664,472.65625
Cristiano Biraghi,ITA,25,Fiorentina,35.5,3194,DF,1359.0,54.69317470256731,70.0,22959.0,244.58359423919848,660.0,777.0,84.9,521.0,702.0,74.2,134.0,343.0,39.1,5.0,6.1,4.3,-1.1,62.0,82.0,52.0,31.0,3.353162179085786,100.0,2.82,72.0,23.0,1.0,3.0,0.0,1.0,7.0,0.2,6.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,18.2,0.93,0.17,0.03,0.17,24.6,8.0,0,0,1.4,1.4,0.04,-0.4,-0.4,52.0,33.0,31.0,17.0,4.0,18.0,47.4,20.0,1.127113337507827,23.0,1.2398246712586098,96.0,3.184095178459612,0.0,0.01788208660469149,2291.0,125.0,601.0,972.0,739.0,32.0,2291.0,26.0,15.0,57.7,11.0,42.3,1025.0,5123.0,83.04007514088917,76.0,71.0,6.0,40.0,10.0,1180.0,177.0,9.0,0.0,0.0,1.0144020037570445,3.0,272.0,0.0,0.0,0.0,4.5648090169067,39.0,70.9,,,,,,,,,,,94.53125,,,40.75520833333333,,22.65625,40.49479166666667,,,33.07291666666667,6.119791666666666,36.97916666666667,23.046875,56.770833333333336,76.3671875,62.63020833333333,33.984375,527.4088541666667
Nikola Milenković,SRB,20,Fiorentina,33.4,3008,DF,1465.0,55.08311170212765,79.6,28617.0,275.1761968085106,497.0,589.0,84.4,759.0,903.0,84.1,182.0,284.0,64.1,0.0,0.2,0.5,-0.2,4.0,101.0,9.0,2.0,4.7573138297872335,23.0,0.69,18.0,1.0,0.0,2.0,1.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,41.4,0.87,0.36,0.1,0.25,15.9,0.0,0,0,2.7,2.7,0.09,0.3,0.3,59.0,40.0,36.0,21.0,2.0,17.0,51.5,16.0,1.1668882978723405,18.0,1.4361702127659572,107.0,4.278590425531915,0.0,0.02028489001081861,2207.0,164.0,785.0,1194.0,242.0,28.0,2207.0,13.0,11.0,84.6,2.0,15.4,1060.0,4910.0,86.02061170212765,38.0,22.0,0.0,20.0,8.0,1257.0,27.0,9.0,1.0,1.0,1.7952127659574468,2.0,21.0,0.0,0.0,0.0,4.308510638297872,107.0,61.8,,,,,,,,,,,72.20052083333334,,,72.78645833333334,,37.17447916666667,44.79166666666667,,,59.635416666666664,13.411458333333334,39.97395833333333,16.015625,57.682291666666664,76.3671875,13.932291666666663,48.56770833333333,552.5390625
Germán Pezzella,ARG,27,Fiorentina,31.7,2850,DF,1404.0,51.69473684210526,85.8,29211.0,334.9263157894737,372.0,413.0,90.1,823.0,900.0,91.4,196.0,289.0,67.8,1.0,0.6,0.6,0.4,6.0,68.0,3.0,0.0,2.6526315789473682,23.0,0.73,17.0,1.0,0.0,3.0,1.0,1.0,4.0,0.13,3.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,19.2,0.82,0.16,0.08,0.4,12.1,0.0,0,0,3.0,2.9,0.11,-1.0,-0.9,56.0,36.0,42.0,13.0,1.0,31.0,60.8,20.0,1.3263157894736841,12.0,1.894736842105263,116.0,5.021052631578947,0.031578947368421054,0.02030075187969925,2014.0,195.0,1034.0,924.0,70.0,38.0,2014.0,6.0,4.0,66.7,2.0,33.3,1075.0,5859.0,98.74736842105264,16.0,9.0,1.0,16.0,10.0,1208.0,8.0,7.0,0.0,0.0,1.0105263157894737,0.0,1.0,0.0,0.0,1.0,5.589473684210526,120.0,69.0,,,,,,,,,,,91.27604166666666,,,21.744791666666664,,65.36458333333334,60.026041666666664,,,75.0,13.671875,52.213541666666664,53.515625,48.30729166666667,49.088541666666664,63.41145833333333,68.75,662.3697916666666
Vitor Hugo,BRA,27,Fiorentina,27.4,2470,DF,1129.0,47.40485829959514,86.8,21617.0,279.2914979757085,397.0,426.0,93.2,589.0,662.0,89.0,132.0,185.0,71.4,2.0,1.4,0.4,0.6,8.0,67.0,5.0,0.0,3.4615384615384617,21.0,0.77,18.0,0.0,0.0,1.0,0.0,2.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.3,0.58,0.04,0.0,0.0,11.6,0.0,0,0,1.2,1.2,0.08,-1.2,-1.2,64.0,42.0,38.0,25.0,1.0,17.0,63.0,10.0,1.0202429149797572,15.0,2.6963562753036436,138.0,5.137651821862348,0.0728744939271255,0.023911943319838057,1636.0,164.0,779.0,826.0,45.0,24.0,1636.0,3.0,2.0,66.7,1.0,33.3,863.0,4561.0,97.7246963562753,11.0,4.0,0.0,12.0,4.0,955.0,2.0,8.0,1.0,0.0,1.5668016194331984,0.0,1.0,0.0,2.0,0.0,5.319838056680162,75.0,64.7,,,,,,,,,,,81.18489583333334,,,44.40104166666667,,91.27604166666666,30.46875,,,78.515625,26.432291666666668,51.041666666666664,45.57291666666667,37.63020833333333,27.604166666666664,20.963541666666664,50.520833333333336,585.6119791666666
Federico Ceccherini,ITA,26,Fiorentina,11.0,994,DF,506.0,53.51106639839034,85.6,9523.0,301.1468812877264,185.0,203.0,91.1,263.0,285.0,92.3,49.0,90.0,54.4,0.0,0.3,0.2,-0.3,3.0,32.0,3.0,1.0,3.3501006036217307,15.0,1.36,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.09,0.09,0.0,0.0,7.6,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,13.0,10.0,8.0,3.0,2.0,5.0,55.6,4.0,1.0865191146881288,4.0,1.9014084507042253,34.0,3.6217303822937628,0.0,0.06964866119795698,691.0,47.0,254.0,396.0,48.0,9.0,691.0,8.0,6.0,75.0,2.0,25.0,414.0,2464.0,135.6338028169014,7.0,11.0,1.0,7.0,2.0,437.0,2.0,3.0,0.0,0.0,1.539235412474849,1.0,2.0,0.0,0.0,0.0,4.889336016096579,30.0,58.8,,,,,,,,,,,62.109375,,,40.49479166666667,,65.625,36.45833333333333,,,44.53125,79.55729166666666,75.65104166666666,34.11458333333333,53.776041666666664,76.3671875,23.046875,59.375,651.1067708333333
Vincent Laurini,FRA,29,Fiorentina,10.2,920,DF,448.0,56.934782608695656,77.0,8135.0,343.4673913043478,187.0,206.0,90.8,195.0,246.0,79.3,51.0,96.0,53.1,0.0,0.5,0.6,-0.5,7.0,51.0,15.0,10.0,5.869565217391304,28.0,2.74,21.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.2,0.1,0.0,0.0,19.6,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,13.0,5.0,6.0,5.0,2.0,6.0,60.0,4.0,1.0760869565217392,6.0,1.2717391304347827,26.0,2.934782608695652,0.0,0.037625418060200665,678.0,35.0,163.0,385.0,137.0,1.0,678.0,13.0,11.0,84.6,2.0,15.4,324.0,1952.0,120.32608695652173,29.0,18.0,0.0,8.0,9.0,368.0,21.0,5.0,0.0,0.0,1.565217391304348,0.0,39.0,0.0,0.0,0.0,5.282608695652174,21.0,56.8,,,,,,,,,,,54.817708333333336,,,85.02604166666666,,25.651041666666668,35.67708333333333,,,25.911458333333332,56.25,67.70833333333334,45.3125,62.239583333333336,76.3671875,21.223958333333336,72.52604166666666,628.7109375
Dávid Hancko,SVK,20,Fiorentina,3.1,282,DF,90.0,39.89361702127659,72.0,1585.0,195.0,41.0,51.0,80.4,36.0,52.0,69.2,10.0,15.0,66.7,0.0,0.1,0.2,-0.1,3.0,7.0,1.0,0.0,2.8723404255319145,6.0,1.91,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,,11.0,0.0,0,0,0.2,0.2,0.09,-0.2,-0.2,7.0,6.0,4.0,3.0,0.0,6.0,66.7,3.0,0.9574468085106382,2.0,0.9574468085106382,10.0,3.829787234042553,0.0,0.2735562310030395,158.0,10.0,47.0,74.0,38.0,7.0,158.0,0.0,0.0,,0.0,,58.0,250.0,42.4468085106383,3.0,2.0,1.0,2.0,2.0,82.0,10.0,0.0,0.0,0.0,0.3191489361702128,0.0,5.0,0.0,0.0,0.0,3.5106382978723403,8.0,72.7,,,,,,,,,,,96.09375,,,27.864583333333332,,10.546875,24.739583333333336,,,49.93489583333333,98.95833333333334,4.557291666666666,3.125,14.0625,76.3671875,99.21875,12.369791666666668,517.8385416666666
