Player,Club,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Samuel Mráz,Empoli,SVK,FW,21.0,1.9,3.0,1.59,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dimitri Oberlin,Empoli,SUI,FW,20.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Sportiello,Frosinone,ITA,GK,26.0,36.0,8.0,0.23,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edoardo Goldaniga,Frosinone,ITA,DF,24.0,30.0,31.0,1.07,20.0,4.0,0.0,1.0,5.0,1.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0
Raman Chibsah,Frosinone,GHA,MF,25.0,30.0,51.0,1.75,41.0,0.0,5.0,4.0,1.0,0.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0
Camillo Ciano,Frosinone,ITA,"FW,MF",28.0,27.6,126.0,4.62,64.0,32.0,5.0,5.0,20.0,0.0,6.0,0.22,1.0,3.0,0.0,0.0,2.0,0.0
Marco Capuano,Frosinone,ITA,DF,26.0,25.6,14.0,0.55,11.0,0.0,0.0,2.0,1.0,0.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0
Andrea Beghetto,Frosinone,ITA,DF,23.0,24.7,81.0,3.27,63.0,14.0,1.0,1.0,1.0,1.0,8.0,0.32,5.0,2.0,1.0,0.0,0.0,0.0
Raffaele Maiello,Frosinone,ITA,MF,27.0,23.7,52.0,2.29,39.0,8.0,1.0,1.0,2.0,1.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
Francesco Zampano,Frosinone,ITA,"DF,MF",24.0,23.4,43.0,1.84,31.0,10.0,0.0,0.0,2.0,0.0,2.0,0.09,1.0,1.0,0.0,0.0,0.0,0.0
Bartosz Salamon,Frosinone,POL,DF,27.0,20.2,15.0,0.78,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Lorenzo Ariaudo,Frosinone,ITA,DF,29.0,18.7,14.0,0.75,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Pinamonti,Frosinone,ITA,FW,19.0,18.1,43.0,2.38,31.0,0.0,2.0,5.0,5.0,0.0,8.0,0.44,6.0,0.0,0.0,2.0,0.0,0.0
Daniel Ciofani,Frosinone,ITA,FW,33.0,18.0,32.0,1.76,25.0,1.0,0.0,6.0,0.0,0.0,2.0,0.11,0.0,0.0,0.0,2.0,0.0,0.0
Cristian Molinaro,Frosinone,ITA,"DF,MF",35.0,13.9,25.0,1.94,21.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesco Cassata,Frosinone,ITA,MF,21.0,12.5,26.0,2.08,21.0,1.0,3.0,1.0,0.0,0.0,3.0,0.24,3.0,0.0,0.0,0.0,0.0,0.0
Luca Paganini,Frosinone,ITA,"DF,MF",25.0,12.5,33.0,2.64,21.0,1.0,1.0,1.0,8.0,1.0,1.0,0.08,0.0,0.0,0.0,0.0,1.0,0.0
Nicolò Brighenti,Frosinone,ITA,DF,28.0,11.0,16.0,1.45,11.0,3.0,0.0,1.0,1.0,0.0,1.0,0.09,0.0,0.0,0.0,1.0,0.0,0.0
Luca Valzania,Frosinone,ITA,MF,22.0,10.0,31.0,3.11,24.0,1.0,0.0,3.0,3.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Joel Campbell,Frosinone,CRC,"FW,MF",26.0,9.9,32.0,3.23,19.0,2.0,3.0,2.0,6.0,0.0,5.0,0.5,3.0,0.0,2.0,0.0,0.0,0.0
Luka Krajnc,Frosinone,SVN,DF,23.0,8.8,8.0,0.91,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paolo Ghiglione,Frosinone,ITA,DF,21.0,6.7,10.0,1.75,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paolo Sammarco,Frosinone,ITA,MF,35.0,6.4,19.0,3.09,14.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stipe Perica,Frosinone,CRO,FW,23.0,6.3,8.0,1.55,4.0,0.0,0.0,2.0,2.0,0.0,1.0,0.19,0.0,0.0,0.0,0.0,1.0,0.0
Lorenzo Crisetig,Frosinone,ITA,MF,25.0,5.6,5.0,0.89,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emil Hallfreðsson,Frosinone,ISL,MF,34.0,5.1,5.0,1.15,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcello Trotta,Frosinone,ITA,FW,25.0,4.4,15.0,3.39,11.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Viviani,Frosinone,ITA,MF,26.0,3.7,8.0,2.13,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirko Gori,Frosinone,ITA,MF,25.0,3.7,7.0,1.91,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francesco Bardi,Frosinone,ITA,GK,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Dionisi,Frosinone,ITA,"FW,MF",31.0,2.9,10.0,4.41,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danilo Soddimo,Frosinone,ITA,"MF,FW",30.0,2.8,14.0,5.0,9.0,2.0,0.0,2.0,1.0,0.0,1.0,0.36,1.0,0.0,0.0,0.0,0.0,0.0
Rai Vloet,Frosinone,NED,MF,23.0,1.4,7.0,5.21,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emanuele Terranova,Frosinone,ITA,DF,31.0,1.0,,,,,,,,,,,,,,,,
Stefano Sorrentino,Chievo,ITA,GK,39.0,31.0,4.0,0.13,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mariusz Stępiński,Chievo,POL,FW,23.0,29.5,64.0,2.33,51.0,0.0,4.0,4.0,5.0,0.0,3.0,0.11,2.0,0.0,0.0,0.0,1.0,0.0
Mattia Bani,Chievo,ITA,DF,24.0,29.2,14.0,0.48,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabio Depaoli,Chievo,ITA,DF,21.0,27.8,57.0,2.08,47.0,5.0,0.0,3.0,2.0,0.0,4.0,0.15,4.0,0.0,0.0,0.0,0.0,0.0
Federico Barba,Chievo,ITA,DF,24.0,27.6,25.0,0.91,19.0,2.0,1.0,2.0,0.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Përparim Hetemaj,Chievo,FIN,MF,31.0,25.0,39.0,1.63,34.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emanuele Giaccherini,Chievo,ITA,"MF,FW",33.0,24.3,94.0,4.21,57.0,26.0,2.0,4.0,5.0,0.0,6.0,0.27,2.0,2.0,0.0,1.0,1.0,0.0
Nicola Rigoni,Chievo,ITA,MF,27.0,23.3,31.0,1.43,27.0,0.0,1.0,1.0,2.0,0.0,3.0,0.14,3.0,0.0,0.0,0.0,0.0,0.0
Luca Rossettini,Chievo,ITA,DF,33.0,22.3,4.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Ivan Radovanović,Chievo,SRB,MF,29.0,20.0,29.0,1.53,26.0,1.0,1.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Mehdi Léris,Chievo,ALG,"MF,DF",20.0,18.9,50.0,2.8,36.0,2.0,3.0,5.0,3.0,1.0,4.0,0.22,3.0,0.0,0.0,1.0,0.0,0.0
Riccardo Meggiorini,Chievo,ITA,FW,32.0,17.2,31.0,1.8,22.0,0.0,1.0,3.0,4.0,1.0,3.0,0.17,0.0,0.0,0.0,2.0,1.0,0.0
Paweł Jaroszyński,Chievo,POL,DF,23.0,15.8,25.0,1.67,19.0,4.0,1.0,0.0,1.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
Boštjan Cesar,Chievo,SVN,DF,36.0,13.0,3.0,0.25,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valter Birsa,Chievo,SVN,"MF,FW",31.0,13.0,49.0,4.01,33.0,10.0,3.0,2.0,1.0,0.0,4.0,0.33,3.0,1.0,0.0,0.0,0.0,0.0
Sergio Pellissier,Chievo,ITA,FW,39.0,10.6,29.0,2.74,22.0,0.0,2.0,4.0,1.0,0.0,1.0,0.09,0.0,0.0,0.0,1.0,0.0,0.0
Sofian Kiyine,Chievo,MAR,"MF,DF",20.0,10.3,25.0,2.76,16.0,1.0,5.0,1.0,1.0,1.0,2.0,0.22,0.0,1.0,0.0,1.0,0.0,0.0
Assane Dioussé,Chievo,SEN,MF,20.0,9.9,14.0,1.41,10.0,1.0,2.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Nenad Tomović,Chievo,SRB,DF,30.0,9.2,6.0,0.73,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filip Đorđević,Chievo,SRB,FW,30.0,7.8,13.0,1.85,7.0,0.0,2.0,3.0,0.0,1.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
Fabrizio Cacciatore,Chievo,ITA,DF,31.0,7.5,17.0,3.07,13.0,1.0,1.0,0.0,2.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0
Joel Obi,Chievo,NGA,MF,27.0,7.3,17.0,2.32,15.0,0.0,0.0,1.0,1.0,0.0,2.0,0.27,2.0,0.0,0.0,0.0,0.0,0.0
Emanuel Vignato,Chievo,ITA,"MF,FW",17.0,7.3,26.0,3.57,17.0,5.0,3.0,1.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
Marco Andreolli,Chievo,ITA,DF,32.0,7.2,2.0,0.28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Šemper,Chievo,CRO,GK,20.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Pucciarelli,Chievo,ITA,FW,27.0,3.4,3.0,0.89,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Frey,Chievo,FRA,DF,34.0,2.5,3.0,1.19,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Seculin,Chievo,ITA,GK,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergej Grubac,Chievo,MNE,FW,18.0,2.0,1.0,0.57,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel Schelotto,Chievo,ITA,DF,29.0,1.6,6.0,3.75,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauro Antonio Burruchaga,Chievo,ARG,MF,20.0,1.0,1.0,1.55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angelo Ndrecka,Chievo,ALB,DF,16.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Piazon,Chievo,BRA,"MF,FW",24.0,0.9,2.0,2.14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strahinja Tanasijević,Chievo,SRB,"DF,MF",21.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquinhos,Paris Saint Germain,BRA,"MF,DF",24.0,42.9,33.0,0.89,26.0,0.0,0.0,2.0,2.0,3.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0
Kylian Mbappé,Paris Saint Germain,FRA,FW,19.0,39.1,152.0,4.5,104.0,1.0,20.0,10.0,17.0,0.0,30.0,0.89,20.0,0.0,3.0,3.0,4.0,0.0
Ángel Di María,Paris Saint Germain,ARG,"MF,FW",30.0,38.6,136.0,4.11,94.0,18.0,11.0,9.0,4.0,0.0,31.0,0.94,18.0,6.0,4.0,2.0,1.0,0.0
Thiago Silva,Paris Saint Germain,BRA,DF,33.0,36.6,28.0,0.94,25.0,0.0,0.0,1.0,1.0,1.0,4.0,0.13,4.0,0.0,0.0,0.0,0.0,0.0
Juan Bernat,Paris Saint Germain,ESP,DF,25.0,35.6,61.0,2.19,55.0,5.0,0.0,0.0,1.0,0.0,6.0,0.22,6.0,0.0,0.0,0.0,0.0,0.0
Presnel Kimpembe,Paris Saint Germain,FRA,DF,22.0,33.8,21.0,0.71,15.0,2.0,0.0,1.0,1.0,2.0,6.0,0.2,4.0,0.0,0.0,1.0,0.0,1.0
Julian Draxler,Paris Saint Germain,GER,MF,24.0,33.1,106.0,4.09,79.0,11.0,8.0,5.0,2.0,1.0,17.0,0.66,15.0,1.0,0.0,0.0,0.0,1.0
Thilo Kehrer,Paris Saint Germain,GER,DF,21.0,32.9,23.0,0.87,18.0,1.0,1.0,1.0,1.0,1.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0
Marco Verratti,Paris Saint Germain,ITA,MF,25.0,32.2,108.0,3.92,97.0,4.0,3.0,0.0,2.0,2.0,9.0,0.33,8.0,1.0,0.0,0.0,0.0,0.0
Alphonse Areola,Paris Saint Germain,FRA,GK,25.0,31.2,3.0,0.12,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Edinson Cavani,Paris Saint Germain,URU,FW,31.0,26.5,44.0,1.9,25.0,0.0,5.0,7.0,6.0,1.0,14.0,0.6,4.0,0.0,4.0,4.0,2.0,0.0
Thomas Meunier,Paris Saint Germain,BEL,DF,26.0,26.3,43.0,1.96,37.0,0.0,1.0,4.0,1.0,0.0,9.0,0.41,7.0,0.0,0.0,1.0,1.0,0.0
Neymar,Paris Saint Germain,BRA,"MF,FW",26.0,26.1,157.0,7.17,93.0,19.0,22.0,10.0,13.0,0.0,32.0,1.46,19.0,0.0,5.0,3.0,5.0,0.0
Dani Alves,Paris Saint Germain,BRA,"FW,DF",35.0,25.0,68.0,3.35,60.0,2.0,0.0,2.0,3.0,1.0,12.0,0.59,11.0,0.0,0.0,0.0,0.0,1.0
Gianluigi Buffon,Paris Saint Germain,ITA,GK,40.0,24.5,1.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leandro Paredes,Paris Saint Germain,ARG,MF,24.0,17.5,35.0,2.45,24.0,9.0,0.0,0.0,1.0,1.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0
Moussa Diaby,Paris Saint Germain,FRA,DF,19.0,17.1,34.0,2.67,27.0,1.0,6.0,0.0,0.0,0.0,10.0,0.78,8.0,0.0,2.0,0.0,0.0,0.0
Christopher Nkunku,Paris Saint Germain,FRA,"FW,MF",20.0,16.6,37.0,2.88,32.0,0.0,0.0,0.0,3.0,2.0,6.0,0.47,4.0,0.0,0.0,0.0,1.0,1.0
Adrien Rabiot,Paris Saint Germain,FRA,MF,23.0,16.0,35.0,2.34,28.0,2.0,2.0,2.0,1.0,0.0,11.0,0.73,8.0,1.0,1.0,1.0,0.0,0.0
Eric Maxim Choupo-Moting,Paris Saint Germain,CMR,"MF,FW",29.0,14.2,32.0,3.37,24.0,1.0,4.0,2.0,0.0,1.0,3.0,0.32,3.0,0.0,0.0,0.0,0.0,0.0
Colin Dagba,Paris Saint Germain,FRA,FW,19.0,12.9,21.0,2.04,18.0,2.0,0.0,0.0,0.0,1.0,3.0,0.29,3.0,0.0,0.0,0.0,0.0,0.0
Layvin Kurzawa,Paris Saint Germain,FRA,DF,25.0,12.8,21.0,1.87,17.0,0.0,0.0,2.0,1.0,1.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0
Stanley N'Soki,Paris Saint Germain,FRA,DF,19.0,9.8,6.0,0.77,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0
Lassana Diarra,Paris Saint Germain,FRA,MF,33.0,2.5,3.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antoine Bernede,Paris Saint Germain,FRA,MF,19.0,2.1,3.0,1.6,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loïc Mbe Soh,Paris Saint Germain,FRA,DF,17.0,2.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timothy Weah,Paris Saint Germain,USA,FW,18.0,1.6,1.0,1.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kévin Rimane,Paris Saint Germain,GUF,MF,27.0,1.4,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0
Metehan Güçlü,Paris Saint Germain,TUR,MF,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Maignan,Lille,FRA,GK,23.0,42.0,4.0,0.11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Pépé,Lille,CIV,"FW,MF",23.0,39.2,176.0,4.77,111.0,9.0,19.0,12.0,23.0,2.0,36.0,0.97,17.0,2.0,7.0,4.0,5.0,1.0
Jonathan Bamba,Lille,CIV,"FW,MF",22.0,36.4,102.0,3.06,83.0,2.0,7.0,4.0,6.0,0.0,9.0,0.27,6.0,0.0,1.0,1.0,1.0,0.0
José Fonte,Lille,POR,DF,34.0,36.3,26.0,0.75,22.0,1.0,0.0,3.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
Thiago Mendes,Lille,BRA,MF,26.0,35.2,112.0,3.28,65.0,41.0,0.0,2.0,2.0,2.0,9.0,0.26,5.0,3.0,0.0,0.0,1.0,0.0
Zeki Çelik,Lille,TUR,DF,21.0,35.0,81.0,2.45,63.0,7.0,4.0,1.0,2.0,4.0,9.0,0.27,6.0,1.0,0.0,0.0,2.0,0.0
Jonathan Ikone,Lille,FRA,"MF,FW",20.0,33.2,122.0,3.93,92.0,2.0,18.0,2.0,6.0,2.0,21.0,0.68,15.0,1.0,4.0,0.0,1.0,0.0
Xeka,Lille,POR,MF,23.0,27.6,34.0,1.35,24.0,5.0,2.0,0.0,2.0,1.0,2.0,0.08,1.0,1.0,0.0,0.0,0.0,0.0
Youssouf Koné,Lille,MLI,DF,23.0,22.0,38.0,2.0,33.0,2.0,2.0,0.0,1.0,0.0,6.0,0.32,6.0,0.0,0.0,0.0,0.0,0.0
Adama Soumaoro,Lille,FRA,DF,26.0,20.2,5.0,0.26,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Fodé Ballo-Touré,Lille,SEN,DF,21.0,17.7,18.0,1.02,14.0,1.0,0.0,0.0,3.0,0.0,2.0,0.11,1.0,0.0,0.0,0.0,1.0,0.0
Loïc Rémy,Lille,FRA,FW,31.0,15.5,24.0,1.79,15.0,0.0,2.0,5.0,2.0,0.0,5.0,0.37,3.0,0.0,1.0,0.0,1.0,0.0
Rafael Leão,Lille,POR,FW,19.0,15.2,25.0,1.75,18.0,0.0,2.0,1.0,3.0,1.0,6.0,0.42,5.0,0.0,1.0,0.0,0.0,0.0
Gabriel Magalhães,Lille,BRA,DF,20.0,13.9,14.0,1.18,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiago Maia,Lille,BRA,MF,21.0,13.3,20.0,1.76,17.0,0.0,0.0,0.0,1.0,2.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
Kouadio-Yves Dabila,Lille,CIV,DF,21.0,11.7,3.0,0.35,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luiz Araújo,Lille,BRA,"FW,MF",22.0,11.7,30.0,3.46,23.0,3.0,1.0,2.0,1.0,0.0,3.0,0.35,2.0,0.0,1.0,0.0,0.0,0.0
Boubakary Soumaré,Lille,FRA,MF,19.0,9.4,14.0,2.23,10.0,0.0,1.0,0.0,2.0,1.0,5.0,0.8,2.0,0.0,1.0,0.0,1.0,1.0
Rui Fonte,Lille,POR,"FW,MF",28.0,7.3,13.0,1.87,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
Jérémy Pied,Lille,FRA,DF,29.0,6.9,12.0,2.3,11.0,1.0,0.0,0.0,0.0,0.0,2.0,0.38,2.0,0.0,0.0,0.0,0.0,0.0
Edgar Ié,Lille,GNB,DF,24.0,4.8,4.0,1.51,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.38,1.0,0.0,0.0,0.0,0.0,0.0
Lebo Mothiba,Lille,RSA,FW,22.0,2.8,6.0,2.13,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yassine Benzia,Lille,ALG,MF,23.0,1.8,11.0,6.19,9.0,0.0,0.0,1.0,1.0,0.0,3.0,1.69,3.0,0.0,0.0,0.0,0.0,0.0
Anthony Lopes,Lyon,POR,GK,27.0,46.4,3.0,0.07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcelo,Lyon,BRA,DF,31.0,45.0,36.0,0.9,28.0,3.0,0.0,4.0,0.0,1.0,4.0,0.1,1.0,1.0,0.0,2.0,0.0,0.0
Jason Denayer,Lyon,BEL,DF,23.0,44.1,20.0,0.52,17.0,0.0,0.0,3.0,0.0,0.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0
Houssem Aouar,Lyon,ALG,"MF,FW",20.0,43.2,148.0,3.61,116.0,0.0,8.0,13.0,9.0,2.0,23.0,0.56,14.0,0.0,0.0,3.0,5.0,1.0
Tanguy Ndombele,Lyon,FRA,MF,21.0,43.0,147.0,3.98,121.0,1.0,6.0,6.0,11.0,2.0,19.0,0.51,16.0,0.0,0.0,2.0,0.0,1.0
Ferland Mendy,Lyon,FRA,"DF,MF",23.0,40.1,117.0,3.25,97.0,3.0,10.0,2.0,5.0,0.0,8.0,0.22,8.0,0.0,0.0,0.0,0.0,0.0
Memphis,Lyon,NED,FW,24.0,39.3,258.0,6.93,153.0,63.0,15.0,15.0,11.0,1.0,17.0,0.46,13.0,1.0,1.0,2.0,0.0,0.0
Moussa Dembélé,Lyon,FRA,FW,22.0,31.6,76.0,2.96,50.0,0.0,7.0,9.0,10.0,0.0,8.0,0.31,5.0,0.0,1.0,1.0,1.0,0.0
Nabil Fekir,Lyon,FRA,"MF,FW",25.0,31.2,161.0,5.82,99.0,18.0,14.0,16.0,13.0,1.0,17.0,0.61,14.0,0.0,1.0,0.0,1.0,1.0
Bertrand Traoré,Lyon,BFA,"FW,MF",22.0,30.1,104.0,3.84,73.0,0.0,16.0,4.0,11.0,0.0,17.0,0.63,12.0,0.0,4.0,0.0,1.0,0.0
Leo Dubois,Lyon,FRA,DF,23.0,29.4,58.0,2.24,44.0,3.0,2.0,5.0,3.0,1.0,7.0,0.27,7.0,0.0,0.0,0.0,0.0,0.0
Lucas Tousart,Lyon,FRA,MF,21.0,29.3,41.0,1.67,35.0,0.0,2.0,1.0,1.0,2.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0
Martin Terrier,Lyon,FRA,"FW,MF",21.0,23.4,63.0,3.45,52.0,1.0,1.0,7.0,1.0,1.0,6.0,0.33,4.0,0.0,0.0,2.0,0.0,0.0
Maxwel Cornet,Lyon,CIV,"FW,MF",21.0,18.9,63.0,3.79,39.0,2.0,11.0,6.0,5.0,0.0,9.0,0.54,5.0,0.0,3.0,1.0,0.0,0.0
Kenny Tete,Lyon,NED,DF,22.0,17.8,40.0,2.89,36.0,0.0,0.0,1.0,1.0,2.0,6.0,0.43,6.0,0.0,0.0,0.0,0.0,0.0
Fernando Marçal,Lyon,BRA,DF,29.0,17.1,19.0,1.49,18.0,1.0,0.0,0.0,0.0,0.0,3.0,0.24,3.0,0.0,0.0,0.0,0.0,0.0
Rafael,Lyon,BRA,"DF,MF",28.0,14.0,34.0,2.43,30.0,0.0,0.0,1.0,3.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
Jérémy Morel,Lyon,MAD,DF,34.0,13.8,13.0,1.01,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pape Cheikh Diop,Lyon,SEN,MF,20.0,10.2,12.0,1.93,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu Gorgelin,Lyon,FRA,GK,27.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oumar Solet,Lyon,FRA,DF,18.0,2.7,1.0,1.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mariano,Lyon,DOM,FW,24.0,1.6,2.0,1.25,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.62,1.0,0.0,0.0,0.0,0.0,0.0
Jordan Ferri,Lyon,FRA,MF,26.0,1.4,2.0,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxence Caqueret,Lyon,FRA,MF,18.0,0.8,,,,,,,,,,,,,,,,
Stéphane Ruffier,Saint Etienne,FRA,GK,31.0,40.3,2.0,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yann M'Vila,Saint Etienne,FRA,MF,28.0,39.2,67.0,1.85,57.0,2.0,1.0,2.0,3.0,2.0,6.0,0.17,6.0,0.0,0.0,0.0,0.0,0.0
