Player,Club,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Timothée Kolodziejczak,Saint Etienne,FRA,DF,26.0,37.2,37.0,1.05,33.0,2.0,0.0,2.0,0.0,0.0,6.0,0.17,5.0,1.0,0.0,0.0,0.0,0.0
Rémy Cabella,Saint Etienne,FRA,"MF,FW",28.0,36.0,137.0,4.11,101.0,6.0,4.0,13.0,8.0,5.0,17.0,0.51,12.0,0.0,0.0,2.0,3.0,0.0
Wahbi Khazri,Saint Etienne,TUN,"FW,MF",27.0,33.4,154.0,4.92,66.0,50.0,14.0,12.0,11.0,1.0,14.0,0.45,3.0,6.0,0.0,2.0,3.0,0.0
Loïc Perrin,Saint Etienne,FRA,DF,32.0,31.0,19.0,0.63,17.0,1.0,0.0,1.0,0.0,0.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0
Neven Subotić,Saint Etienne,SRB,DF,29.0,26.2,14.0,0.59,10.0,1.0,0.0,3.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Mathieu Debuchy,Saint Etienne,FRA,DF,33.0,21.6,45.0,2.09,34.0,5.0,1.0,3.0,2.0,0.0,3.0,0.14,2.0,1.0,0.0,0.0,0.0,0.0
Ole Selnæs,Saint Etienne,NOR,MF,24.0,19.6,43.0,2.32,34.0,6.0,0.0,1.0,1.0,1.0,7.0,0.38,4.0,1.0,0.0,1.0,0.0,1.0
Lois Diony,Saint Etienne,FRA,FW,25.0,19.4,39.0,2.21,28.0,0.0,1.0,2.0,8.0,0.0,4.0,0.23,3.0,0.0,1.0,0.0,0.0,0.0
Kévin Monnet-Paquet,Saint Etienne,FRA,"DF,MF",29.0,18.8,30.0,1.82,24.0,0.0,2.0,2.0,0.0,2.0,3.0,0.18,2.0,0.0,0.0,1.0,0.0,0.0
Romain Hamouma,Saint Etienne,FRA,"FW,MF",31.0,18.6,57.0,3.24,40.0,6.0,6.0,3.0,2.0,0.0,7.0,0.4,5.0,0.0,1.0,0.0,1.0,0.0
William Saliba,Saint Etienne,FRA,DF,17.0,17.5,4.0,0.28,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Silva,Saint Etienne,BRA,DF,27.0,15.9,20.0,1.26,13.0,2.0,3.0,0.0,2.0,0.0,4.0,0.25,3.0,0.0,1.0,0.0,0.0,0.0
Robert Berić,Saint Etienne,SVN,FW,27.0,15.4,26.0,1.99,17.0,1.0,2.0,4.0,2.0,0.0,3.0,0.23,1.0,1.0,0.0,0.0,1.0,0.0
Arnaud Nordin,Saint Etienne,FRA,"FW,MF",20.0,13.4,31.0,2.66,19.0,1.0,5.0,4.0,2.0,0.0,4.0,0.34,3.0,0.0,0.0,1.0,0.0,0.0
Pierre-Yves Polomat,Saint Etienne,FRA,DF,24.0,13.4,23.0,2.18,20.0,1.0,1.0,1.0,0.0,0.0,4.0,0.38,3.0,1.0,0.0,0.0,0.0,0.0
Yannis Salibur,Saint Etienne,FRA,"FW,MF",27.0,12.2,49.0,4.98,27.0,3.0,6.0,9.0,4.0,0.0,6.0,0.61,2.0,2.0,0.0,0.0,2.0,0.0
Youssef Aït Bennasser,Saint Etienne,MAR,MF,22.0,10.4,20.0,1.93,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valentín Vada,Saint Etienne,ARG,MF,22.0,4.5,13.0,2.89,10.0,1.0,1.0,1.0,0.0,0.0,3.0,0.67,3.0,0.0,0.0,0.0,0.0,0.0
Assane Dioussé,Saint Etienne,SEN,MF,20.0,3.6,2.0,0.83,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wesley Fofana,Saint Etienne,FRA,DF,17.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jessy Moulin,Saint Etienne,FRA,GK,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Makhtar Gueye,Saint Etienne,SEN,"FW,MF",20.0,0.6,2.0,3.6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.8,0.0,0.0,0.0,1.0,0.0,0.0
Lamine Ghezali,Saint Etienne,FRA,"FW,MF",19.0,0.5,1.0,2.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Rocha Santos,Saint Etienne,CPV,MF,18.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Abi,Saint Etienne,FRA,"DF,FW",18.0,0.4,2.0,5.63,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mickaël Panos,Saint Etienne,FRA,DF,21.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Ocampos,Marseille,ARG,"FW,MF",24.0,35.6,75.0,2.22,48.0,3.0,5.0,4.0,13.0,2.0,10.0,0.3,7.0,0.0,1.0,1.0,1.0,0.0
Luiz Gustavo,Marseille,BRA,"MF,DF",31.0,34.7,39.0,1.19,29.0,1.0,1.0,7.0,1.0,0.0,6.0,0.18,2.0,0.0,0.0,4.0,0.0,0.0
Steve Mandanda,Marseille,FRA,GK,33.0,33.7,5.0,0.16,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.06,1.0,1.0,0.0,0.0,0.0,0.0
Florian Thauvin,Marseille,FRA,"FW,MF",25.0,32.5,119.0,3.77,71.0,18.0,8.0,15.0,6.0,1.0,13.0,0.41,6.0,2.0,1.0,3.0,1.0,0.0
Hiroki Sakai,Marseille,JPN,DF,28.0,31.2,74.0,2.48,57.0,8.0,0.0,2.0,5.0,2.0,7.0,0.23,6.0,1.0,0.0,0.0,0.0,0.0
Boubacar Kamara,Marseille,FRA,DF,18.0,30.9,34.0,1.1,28.0,2.0,0.0,0.0,3.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
Maxime Lopez,Marseille,FRA,MF,20.0,30.5,108.0,3.74,85.0,21.0,0.0,1.0,1.0,0.0,9.0,0.31,8.0,1.0,0.0,0.0,0.0,0.0
Morgan Sanson,Marseille,FRA,MF,23.0,29.9,72.0,2.56,56.0,0.0,4.0,2.0,6.0,4.0,11.0,0.39,7.0,0.0,1.0,1.0,1.0,1.0
Bouna Sarr,Marseille,SEN,"DF,MF",26.0,29.5,76.0,2.72,59.0,4.0,5.0,3.0,4.0,1.0,8.0,0.29,4.0,2.0,0.0,2.0,0.0,0.0
Jordan Amavi,Marseille,FRA,DF,24.0,29.3,60.0,2.22,47.0,6.0,2.0,3.0,0.0,2.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0
Valère Germain,Marseille,FRA,FW,28.0,28.3,49.0,1.84,38.0,0.0,0.0,5.0,6.0,0.0,8.0,0.3,6.0,0.0,0.0,1.0,1.0,0.0
Dimitri Payet,Marseille,FRA,"MF,FW",31.0,27.2,165.0,6.54,91.0,55.0,7.0,3.0,9.0,0.0,12.0,0.48,9.0,2.0,1.0,0.0,0.0,0.0
Kevin Strootman,Marseille,NED,MF,28.0,26.7,56.0,2.13,41.0,6.0,1.0,6.0,2.0,0.0,9.0,0.34,5.0,2.0,1.0,1.0,0.0,0.0
Duje Ćaleta-Car,Marseille,CRO,DF,21.0,23.2,16.0,0.72,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adil Rami,Marseille,FRA,DF,32.0,20.0,14.0,0.75,8.0,0.0,0.0,5.0,1.0,0.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0
Rolando,Marseille,POR,DF,32.0,11.6,4.0,0.43,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
Yohann Pelé,Marseille,FRA,GK,35.0,11.6,2.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Balotelli,Marseille,ITA,FW,27.0,10.4,32.0,3.09,20.0,0.0,2.0,5.0,5.0,0.0,4.0,0.39,3.0,0.0,0.0,1.0,0.0,0.0
Nemanja Radonjić,Marseille,SRB,"FW,MF",22.0,10.2,24.0,2.37,14.0,1.0,4.0,3.0,1.0,1.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0
Kostas Mitroglou,Marseille,GRE,FW,30.0,9.4,13.0,1.47,11.0,0.0,0.0,1.0,1.0,0.0,2.0,0.23,2.0,0.0,0.0,0.0,0.0,0.0
Clinton N'Jie,Marseille,CMR,FW,24.0,6.1,20.0,3.67,16.0,0.0,1.0,1.0,1.0,1.0,2.0,0.37,2.0,0.0,0.0,0.0,0.0,0.0
Tomáš Hubočan,Marseille,SVK,DF,32.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grégory Sertic,Marseille,FRA,MF,28.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Escales,Marseille,FRA,GK,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Congré,Montpellier,FRA,DF,33.0,38.6,26.0,0.71,24.0,0.0,0.0,1.0,1.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Benjamin Lecomte,Montpellier,FRA,GK,27.0,38.0,10.0,0.27,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Vitorino Hilton,Montpellier,BRA,DF,40.0,36.9,29.0,0.81,27.0,0.0,0.0,2.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
Andy Delort,Montpellier,ALG,FW,26.0,35.8,114.0,3.29,76.0,9.0,17.0,6.0,5.0,1.0,9.0,0.26,9.0,0.0,0.0,0.0,0.0,0.0
Ellyes Skhiri,Montpellier,TUN,MF,23.0,35.3,83.0,2.42,67.0,0.0,4.0,2.0,6.0,4.0,11.0,0.32,7.0,0.0,1.0,1.0,1.0,1.0
Gaëtan Laborde,Montpellier,FRA,"FW,MF",24.0,33.3,81.0,2.51,59.0,0.0,6.0,6.0,9.0,1.0,9.0,0.28,5.0,0.0,2.0,1.0,0.0,1.0
Damien Le Tallec,Montpellier,FRA,MF,28.0,32.2,54.0,1.73,48.0,0.0,0.0,4.0,1.0,1.0,3.0,0.1,1.0,0.0,0.0,2.0,0.0,0.0
Pedro Mendes,Montpellier,POR,DF,27.0,30.4,31.0,1.05,22.0,5.0,1.0,0.0,2.0,1.0,6.0,0.2,4.0,1.0,0.0,0.0,1.0,0.0
Ruben Aguilar,Montpellier,FRA,DF,25.0,29.1,103.0,3.67,80.0,8.0,6.0,2.0,7.0,0.0,7.0,0.25,6.0,0.0,0.0,1.0,0.0,0.0
Florent Mollet,Montpellier,FRA,MF,26.0,28.7,137.0,4.81,82.0,37.0,6.0,9.0,2.0,1.0,13.0,0.46,8.0,3.0,0.0,2.0,0.0,0.0
Ambroise Oyongo,Montpellier,CMR,DF,27.0,24.7,46.0,1.94,35.0,4.0,5.0,2.0,0.0,0.0,3.0,0.13,2.0,0.0,0.0,1.0,0.0,0.0
Paul Lasne,Montpellier,FRA,"MF,DF",29.0,21.7,54.0,2.72,40.0,8.0,3.0,1.0,1.0,1.0,7.0,0.35,4.0,0.0,2.0,0.0,1.0,0.0
Nicolas Cozza,Montpellier,FRA,DF,19.0,12.9,8.0,0.73,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
Junior Sambia,Montpellier,FRA,"MF,FW",21.0,12.3,46.0,4.46,23.0,11.0,5.0,1.0,6.0,0.0,3.0,0.29,0.0,1.0,1.0,0.0,1.0,0.0
Petar Škuletić,Montpellier,SRB,FW,28.0,7.6,21.0,3.15,12.0,0.0,2.0,4.0,2.0,1.0,4.0,0.6,1.0,0.0,1.0,1.0,1.0,0.0
Mathías Suárez,Montpellier,URU,DF,22.0,6.1,14.0,2.29,5.0,2.0,1.0,0.0,6.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0
Mihailo Ristić,Montpellier,SRB,"DF,MF",22.0,3.6,7.0,1.93,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.28,1.0,0.0,0.0,0.0,0.0,0.0
Souleymane Camara,Montpellier,SEN,"FW,MF",35.0,2.3,6.0,3.97,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.66,1.0,0.0,0.0,0.0,0.0,0.0
Facundo Píriz,Montpellier,URU,"MF,FW",28.0,2.1,2.0,1.55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dimitry Bertaud,Montpellier,COD,GK,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keagan Dolly,Montpellier,RSA,FW,25.0,1.1,4.0,4.09,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.02,0.0,1.0,0.0,0.0,0.0,0.0
Jérémie Porsan-Clémenté,Montpellier,FRA,FW,20.0,1.0,,,,,,,,,,,,,,,,
Morgan Poaty,Montpellier,CGO,MF,21.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giovanni Sio,Montpellier,CIV,FW,29.0,0.7,4.0,5.71,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walter Benítez,Nice,ARG,GK,25.0,38.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dante,Nice,BRA,DF,34.0,37.2,21.0,0.59,17.0,0.0,0.0,3.0,0.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Malang Sarr,Nice,FRA,DF,19.0,36.6,18.0,0.54,17.0,0.0,0.0,1.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
Adrien Tameze,Nice,CMR,MF,24.0,36.0,60.0,1.84,51.0,1.0,3.0,1.0,2.0,2.0,3.0,0.09,2.0,0.0,0.0,0.0,1.0,0.0
Allan Saint-Maximin,Nice,FRA,FW,21.0,33.7,139.0,4.31,72.0,7.0,40.0,8.0,12.0,0.0,11.0,0.34,5.0,0.0,4.0,0.0,2.0,0.0
Christophe Hérelle,Nice,MTQ,DF,25.0,33.6,17.0,0.52,12.0,0.0,1.0,2.0,0.0,2.0,2.0,0.06,1.0,0.0,0.0,1.0,0.0,0.0
Pierre Lees-Melou,Nice,FRA,MF,25.0,27.9,74.0,2.78,50.0,11.0,1.0,6.0,5.0,1.0,3.0,0.11,2.0,1.0,0.0,0.0,0.0,0.0
Wylan Cyprien,Nice,FRA,MF,23.0,27.2,109.0,4.16,56.0,42.0,0.0,4.0,6.0,1.0,6.0,0.23,4.0,2.0,0.0,0.0,0.0,0.0
Youcef Atal,Nice,ALG,"DF,FW",22.0,25.8,76.0,3.02,43.0,3.0,14.0,3.0,12.0,1.0,2.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0
Danilo Barbosa,Nice,BRA,MF,22.0,18.8,41.0,2.38,23.0,0.0,5.0,4.0,7.0,2.0,1.0,0.06,0.0,0.0,0.0,0.0,1.0,0.0
Patrick Burner,Nice,MTQ,DF,22.0,17.9,14.0,0.93,8.0,3.0,1.0,0.0,2.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,1.0,0.0
Christophe Jallet,Nice,FRA,DF,34.0,13.2,11.0,1.12,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rémi Walter,Nice,FRA,MF,23.0,12.6,25.0,2.7,18.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ignatius Ganago,Nice,CMR,FW,19.0,12.5,30.0,2.61,17.0,0.0,6.0,4.0,3.0,0.0,2.0,0.17,1.0,0.0,0.0,0.0,1.0,0.0
Jean-Victor Makengo,Nice,FRA,"MF,FW",20.0,11.8,30.0,2.62,23.0,0.0,2.0,3.0,1.0,1.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
Myziane Maolida,Nice,COM,FW,19.0,11.6,31.0,2.93,24.0,0.0,4.0,2.0,1.0,0.0,3.0,0.28,3.0,0.0,0.0,0.0,0.0,0.0
Olivier Boscagli,Nice,FRA,DF,20.0,11.1,22.0,2.29,18.0,3.0,0.0,0.0,0.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Bassem Srarfi,Nice,TUN,"FW,MF",21.0,10.8,21.0,2.31,14.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Balotelli,Nice,ITA,FW,27.0,8.4,16.0,1.91,13.0,0.0,0.0,0.0,3.0,0.0,2.0,0.24,2.0,0.0,0.0,0.0,0.0,0.0
Racine Coly,Nice,SEN,"DF,MF",22.0,7.0,6.0,1.07,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.36,2.0,0.0,0.0,0.0,0.0,0.0
Ihsan Sacko,Nice,FRA,FW,21.0,5.4,13.0,2.65,9.0,0.0,1.0,1.0,2.0,0.0,3.0,0.61,1.0,0.0,0.0,1.0,1.0,0.0
Eddy Sylvestre,Nice,FRA,"FW,MF",18.0,3.7,6.0,2.03,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0
Andy Pelmard,Nice,FRA,DF,18.0,3.1,2.0,0.65,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoan Cardinale,Nice,FRA,GK,24.0,3.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mickaël Le Bihan,Nice,FRA,FW,28.0,2.3,3.0,1.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Lamine Diaby,Nice,FRA,FW,17.0,1.8,4.0,2.22,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxime Pélican,Nice,FRA,"FW,MF",20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hicham Mahou,Nice,FRA,"FW,MF",19.0,0.5,,,,,,,,,,,,,,,,
Assil Jaziri,Nice,TUN,FW,18.0,0.4,1.0,2.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edouard Mendy,Reims,SEN,GK,26.0,41.7,3.0,0.08,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yunis Abdelhamid,Reims,MAR,DF,30.0,40.3,25.0,0.66,17.0,1.0,3.0,4.0,0.0,0.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0
Xavier Chavalerin,Reims,FRA,MF,27.0,39.7,79.0,2.19,53.0,22.0,1.0,1.0,0.0,2.0,3.0,0.08,2.0,1.0,0.0,0.0,0.0,0.0
Alaixys Romao,Reims,TOG,MF,34.0,35.9,34.0,0.97,29.0,0.0,1.0,2.0,2.0,0.0,5.0,0.14,4.0,0.0,0.0,1.0,0.0,0.0
Björn Engels,Reims,BEL,DF,23.0,35.3,26.0,0.79,23.0,0.0,0.0,2.0,1.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
Thomas Foket,Reims,BEL,DF,23.0,34.3,40.0,1.25,34.0,5.0,0.0,0.0,1.0,0.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0
Remi Oudin,Reims,FRA,"FW,MF",21.0,31.5,56.0,1.93,42.0,1.0,3.0,8.0,1.0,1.0,6.0,0.21,5.0,0.0,1.0,0.0,0.0,0.0
Mathieu Cafaro,Reims,FRA,"FW,MF",21.0,24.5,75.0,3.22,36.0,19.0,8.0,9.0,1.0,2.0,7.0,0.3,4.0,0.0,1.0,1.0,0.0,1.0
Pablo Chavarría,Reims,ARG,FW,30.0,23.1,34.0,1.55,27.0,0.0,0.0,4.0,3.0,0.0,5.0,0.23,5.0,0.0,0.0,0.0,0.0,0.0
Ghislain Konan,Reims,CIV,DF,22.0,21.0,42.0,2.1,31.0,6.0,3.0,0.0,1.0,1.0,5.0,0.25,4.0,1.0,0.0,0.0,0.0,0.0
Moussa Doumbia,Reims,MLI,"FW,MF",23.0,18.5,61.0,3.43,39.0,0.0,9.0,1.0,12.0,0.0,8.0,0.45,4.0,0.0,2.0,0.0,2.0,0.0
Tristan Dingomé,Reims,CMR,MF,27.0,17.1,48.0,3.21,44.0,0.0,0.0,0.0,1.0,3.0,6.0,0.4,6.0,0.0,0.0,0.0,0.0,0.0
Hassane Kamara,Reims,CIV,"DF,FW",24.0,13.3,14.0,1.36,12.0,0.0,1.0,1.0,0.0,0.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0
Baba Rahman,Reims,GHA,DF,24.0,10.7,12.0,1.12,9.0,2.0,0.0,0.0,1.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
Boulaye Dia,Reims,SEN,FW,21.0,10.1,24.0,2.89,11.0,0.0,8.0,2.0,3.0,0.0,3.0,0.36,0.0,0.0,1.0,1.0,1.0,0.0
Suk Hyun-jun,Reims,KOR,FW,27.0,9.6,10.0,1.13,8.0,0.0,1.0,0.0,0.0,1.0,1.0,0.11,0.0,0.0,1.0,0.0,0.0,0.0
Arber Zeneli,Reims,KVX,FW,23.0,9.0,50.0,5.56,33.0,3.0,11.0,2.0,1.0,0.0,6.0,0.67,4.0,0.0,2.0,0.0,0.0,0.0
Sheyi Ojo,Reims,ENG,"FW,MF",21.0,8.7,14.0,2.69,5.0,1.0,1.0,3.0,4.0,0.0,3.0,0.58,1.0,0.0,0.0,1.0,1.0,0.0
Marvin Martin,Reims,FRA,MF,30.0,6.9,22.0,3.18,14.0,6.0,0.0,1.0,1.0,0.0,2.0,0.29,1.0,1.0,0.0,0.0,0.0,0.0
Thomas Fontaine,Reims,MAD,"DF,MF",27.0,6.4,3.0,0.64,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0
Nolan Mbemba,Reims,CGO,"MF,DF",23.0,5.5,8.0,2.02,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0
Aly Ndom,Reims,FRA,MF,22.0,5.4,6.0,1.49,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romain Métanire,Reims,MAD,DF,28.0,4.8,3.0,0.86,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel Disasi,Reims,FRA,DF,20.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moreto Cassamã,Reims,GNB,MF,20.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Bernardoni,Nimes,FRA,GK,21.0,40.3,6.0,0.16,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renaud Ripart,Nimes,FRA,"FW,DF",25.0,34.8,75.0,2.25,55.0,0.0,3.0,7.0,9.0,1.0,8.0,0.24,5.0,0.0,1.0,2.0,0.0,0.0
Téji Savanier,Nimes,FRA,MF,26.0,32.8,156.0,4.9,71.0,64.0,7.0,5.0,6.0,3.0,21.0,0.66,9.0,10.0,2.0,0.0,0.0,0.0
Anthony Briançon,Nimes,FRA,DF,23.0,32.5,21.0,0.65,17.0,1.0,0.0,3.0,0.0,0.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0
Denis Bouanga,Nimes,GAB,"MF,FW",23.0,30.7,75.0,2.56,48.0,2.0,14.0,7.0,3.0,1.0,8.0,0.27,4.0,0.0,0.0,0.0,3.0,1.0
Sada Thioub,Nimes,SEN,"MF,FW",23.0,27.7,101.0,3.67,70.0,0.0,19.0,4.0,6.0,2.0,12.0,0.44,5.0,0.0,6.0,1.0,0.0,0.0
Antonin Bobichon,Nimes,FRA,MF,22.0,27.3,65.0,2.72,43.0,10.0,3.0,7.0,1.0,1.0,4.0,0.17,0.0,2.0,0.0,1.0,1.0,0.0
Faitout Maouassa,Nimes,FRA,DF,20.0,27.1,39.0,1.64,25.0,2.0,4.0,2.0,6.0,0.0,4.0,0.17,1.0,0.0,1.0,0.0,2.0,0.0
Sofiane Alakouch,Nimes,MAR,DF,20.0,24.0,56.0,2.66,37.0,6.0,7.0,0.0,6.0,0.0,5.0,0.24,4.0,0.0,0.0,0.0,1.0,0.0
Theo Valls,Nimes,FRA,MF,22.0,22.0,48.0,2.44,41.0,1.0,0.0,4.0,2.0,0.0,2.0,0.1,0.0,0.0,0.0,1.0,1.0,0.0
Jordan Ferri,Nimes,FRA,MF,26.0,21.8,64.0,3.07,56.0,0.0,3.0,2.0,2.0,1.0,7.0,0.34,4.0,0.0,0.0,2.0,1.0,0.0
Loïck Landre,Nimes,FRA,DF,26.0,19.7,8.0,0.45,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hervé Lybohy,Nimes,NIG,DF,35.0,16.9,5.0,0.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rachid Alioui,Nimes,MAR,FW,26.0,16.3,41.0,2.95,29.0,1.0,2.0,7.0,1.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
Umut Bozok,Nimes,TUR,FW,21.0,15.8,35.0,2.55,18.0,0.0,2.0,3.0,12.0,0.0,6.0,0.44,4.0,0.0,1.0,0.0,1.0,0.0
Gaëtan Paquiez,Nimes,FRA,DF,24.0,14.8,32.0,2.17,24.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian Miguel,Nimes,FRA,DF,21.0,14.7,18.0,1.45,14.0,3.0,1.0,0.0,0.0,0.0,3.0,0.24,3.0,0.0,0.0,0.0,0.0,0.0
Baptiste Guillaume,Nimes,BEL,FW,23.0,14.0,23.0,1.75,14.0,0.0,1.0,2.0,5.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
Clément Depres,Nimes,FRA,FW,23.0,7.0,15.0,3.06,11.0,0.0,0.0,4.0,0.0,0.0,3.0,0.61,1.0,0.0,0.0,2.0,0.0,0.0
